Days_Past	Date	Cases	Deaths	Cases_New	Deaths_New	Cases_Last_Week	Deaths_Last_Week	Cases_Per_Million	Deaths_Per_Million	Cases_New_Per_Million	Deaths_New_Per_Million	Cases_Last_Week_Per_Million	Deaths_Last_Week_Per_Million	Cases_Last_Week_Per_100000	DIVI_Intensivstationen_Covid_Prozent	DIVI_Intensivstationen_Betten_belegt_Prozent	Cases_Last_Week_Doubling_Time
-30	2020-11-29	5908	61	88	0	754	8	3670	37	54	0.0	468	4.97	46.8	4.6	73.6	216.7
-29	2020-11-30	5950	61	42	0	761	8	3696	37	26	0.0	472	4.97	47.2	4.4	72.7	
-28	2020-12-01	5995	64	45	3	748	10	3724	39	27	1.864	464	6.21	46.4	4.1	76.7	-215.1
-27	2020-12-02	6116	65	121	1	728	10	3799	40	75	0.621	452	6.21	45.2	4.4	78.3	-99.7
-26	2020-12-03	6266	68	150	3	756	11	3892	42	93	1.864	469	6.83	46.9	4.0	79.6	-282.0
-25	2020-12-04	6446	71	180	3	751	13	4004	44	111	1.864	466	8.08	46.6	4.3	80.5	-309.4
-24	2020-12-05	6605	73	159	2	785	12	4103	45	98	1.242	487	7.45	48.7	4.9	79.5	
-23	2020-12-06	6687	74	82	1	779	13	4154	45	50	0.621	483	8.08	48.3	5.1	76.3	
-22	2020-12-07	6782	75	95	1	832	14	4213	46	59	0.621	516	8.7	51.6	5.4	75.6	213.3
-21	2020-12-08	6835	78	53	3	840	14	4246	48	32	1.864	521	8.7	52.1	6.4	77.6	99.0
-20	2020-12-09	7058	86	223	8	942	21	4384	53	138	4.97	585	13.05	58.5	6.0	78.8	50.7
-19	2020-12-10	7351	88	293	2	1085	20	4566	54	182	1.242	674	12.42	67.4	6.0	78.4	30.5
-18	2020-12-11	7597	94	246	6	1151	23	4719	58	152	3.727	715	14.29	71.5	5.9	79.3	20.8
-17	2020-12-12	7870	96	273	2	1265	23	4889	59	169	1.242	785	14.29	78.5	5.6	76.0	15.6
-16	2020-12-13	8069	96	199	0	1382	22	5012	59	123	0.0	858	13.67	85.8	5.7	73.7	12.6
-15	2020-12-14	8232	98	163	2	1450	23	5113	60	101	1.242	900	14.29	90.0	5.1	74.0	11.0
-14	2020-12-15	8315	100	83	2	1480	22	5165	62	51	1.242	919	13.67	91.9	5.2	76.7	10.5
-13	2020-12-16	8596	102	281	2	1538	16	5340	63	174	1.242	955	9.94	95.5	7.3	78.2	10.4
-12	2020-12-17	8939	109	343	7	1588	21	5553	67	213	4.349	986	13.05	98.6	8.2	76.3	10.7
-11	2020-12-18	9227	111	288	2	1630	17	5732	68	178	1.242	1012	10.56	101.2	7.4	74.0	11.2
-10	2020-12-19	9448	114	221	3	1578	18	5869	70	137	1.864	980	11.18	98.0	6.8	75.3	12.5
-9	2020-12-20	9664	117	216	3	1595	21	6003	72	134	1.864	990	13.05	99.0	7.5	72.1	14.4
-8	2020-12-21	9796	119	132	2	1564	21	6085	73	82	1.242	971	13.05	97.1	7.2	72.8	17.3
-7	2020-12-22	9899	121	103	2	1584	21	6149	75	63	1.242	984	13.05	98.4	8.1	74.6	22.0
-6	2020-12-23	10210	127	311	6	1614	25	6342	78	193	3.727	1002	15.53	100.2	7.9	75.2	28.6
-5	2020-12-24	10532	134	322	7	1593	25	6542	83	200	4.349	989	15.53	98.9	7.5	75.3	38.1
-4	2020-12-25	10681	134	149	0	1454	23	6635	83	92	0.0	903	14.29	90.3	7.1	73.0	70.5
-3	2020-12-26	10841	139	160	5	1393	25	6734	86	99	3.106	865	15.53	86.5	7.5	71.8	325.6
0	2020-12-29	11055	143	214	4	1391	26	6867	88	132	2.485	864	16.15	86.4			-73.0
