Days_Past	Date	Cases	Deaths	Cases_New	Deaths_New	Cases_Last_Week	Deaths_Last_Week	Cases_Per_Million	Deaths_Per_Million	Cases_New_Per_Million	Deaths_New_Per_Million	Cases_Last_Week_Per_Million	Deaths_Last_Week_Per_Million	Cases_Last_Week_Per_100000	DIVI_Intensivstationen_Covid_Prozent	DIVI_Intensivstationen_Betten_belegt_Prozent	Cases_Last_Week_Doubling_Time
-58	2021-03-30	20704	402	73	1	940	7	30313	588	106	1.464	1376	10.25	137.6	18.2	87.7	18.2
-57	2021-03-31	20821	404	117	2	948	8	30484	591	171	2.928	1387	11.71	138.7	18.7	85.4	19.6
-56	2021-04-01	20970	406	149	2	909	8	30702	594	218	2.928	1330	11.71	133.0	19.9	89.6	22.7
-55	2021-04-02	21129	406	159	0	902	6	30935	594	232	0.0	1320	8.78	132.0	20.2	84.1	25.6
-54	2021-04-03	21268	406	139	0	869	5	31139	594	203	0.0	1272	7.32	127.2	22.2	85.2	31.4
-53	2021-04-04	21374	406	106	0	840	5	31294	594	155	0.0	1229	7.32	122.9	25.6	86.4	41.9
-52	2021-04-05	21458	407	84	1	827	6	31417	595	122	1.464	1210	8.78	121.0	26.3	84.8	65.2
-51	2021-04-06	21512	409	54	2	808	7	31496	598	79	2.928	1183	10.25	118.3	23.8	84.8	184.2
-50	2021-04-07	21550	411	38	2	729	7	31551	601	55	2.928	1067	10.25	106.7	21.2	88.5	-142.2
-49	2021-04-08	21685	414	135	3	715	8	31749	606	197	4.392	1046	11.71	104.6	21.3	85.2	-56.7
-48	2021-04-09	22006	417	321	3	877	11	32219	610	469	4.392	1284	16.11	128.4	22.4	87.2	-50.5
-47	2021-04-10	22161	419	155	2	893	13	32446	613	226	2.928	1307	19.03	130.7	26.0	89.0	-55.2
-46	2021-04-11	22282	420	121	1	908	14	32623	614	177	1.464	1329	20.5	132.9	25.0	86.5	-70.4
-45	2021-04-12	22386	420	104	0	928	13	32775	614	152	0.0	1358	19.03	135.8	22.7	85.2	-126.8
-44	2021-04-13	22482	422	96	2	970	13	32916	617	140	2.928	1420	19.03	142.0	22.6	85.7	365.0
-43	2021-04-14	22653	427	171	5	1103	16	33166	625	250	7.321	1614	23.43	161.4	22.3	86.8	53.3
-42	2021-04-15	22923	427	270	0	1238	13	33562	625	395	0.0	1812	19.03	181.2	21.4	85.0	26.0
-41	2021-04-16	23116	433	193	6	1110	16	33844	633	282	8.785	1625	23.43	162.5	20.5	85.4	21.3
-40	2021-04-17	23276	435	160	2	1115	16	34079	636	234	2.928	1632	23.43	163.2	24.6	87.4	19.5
-39	2021-04-18	23441	435	165	0	1159	15	34320	636	241	0.0	1696	21.96	169.6	25.7	85.9	18.5
-38	2021-04-19	23532	435	91	0	1146	15	34453	636	133	0.0	1677	21.96	167.7	22.5	86.9	18.9
-37	2021-04-20	23598	436	66	1	1116	14	34550	638	96	1.464	1633	20.5	163.3	21.6	88.7	20.7
-36	2021-04-21	23794	440	196	4	1141	13	34837	644	286	5.857	1670	19.03	167.0	21.7	86.4	24.9
-35	2021-04-22	24013	443	219	3	1090	16	35158	648	320	4.392	1595	23.43	159.5	21.5	86.8	35.8
-34	2021-04-23	24230	443	217	0	1114	10	35475	648	317	0.0	1631	14.64	163.1	19.5	86.9	45.5
-33	2021-04-24	24380	444	150	1	1104	9	35695	650	219	1.464	1616	13.18	161.6	22.8	86.6	65.5
-32	2021-04-25	24539	444	159	0	1098	9	35928	650	232	0.0	1607	13.18	160.7	21.8	84.2	124.6
-31	2021-04-26	24588	446	49	2	1056	11	36000	653	71	2.928	1546	16.11	154.6	21.9	90.2	-365.0
-30	2021-04-27	24660	447	72	1	1062	11	36105	654	105	1.464	1554	16.11	155.4	19.9	89.1	-115.1
-29	2021-04-28	24812	451	152	4	1018	11	36327	660	222	5.857	1490	16.11	149.0	19.8	88.7	-76.3
-28	2021-04-29	25003	453	191	2	990	10	36607	663	279	2.928	1449	14.64	144.9	19.6	88.8	-81.6
-27	2021-04-30	25150	453	147	0	920	10	36822	663	215	0.0	1346	14.64	134.6	19.3	86.5	-55.0
-26	2021-05-01	25243	454	93	1	863	10	36959	664	136	1.464	1263	14.64	126.3	20.5	89.0	-39.7
-25	2021-05-02	25243	454	0	0	704	10	36959	664	0	0.0	1030	14.64	103.0	21.0	86.8	-28.6
-24	2021-05-03	25472	454	229	0	884	8	37294	664	335	0.0	1294	11.71	129.4	18.7	87.6	-27.4
-23	2021-05-04	25512	454	40	0	852	7	37352	664	58	0.0	1247	10.25	124.7	19.6	90.2	-25.4
-22	2021-05-05	25662	454	150	0	850	3	37572	664	219	0.0	1244	4.39	124.4	20.4	92.4	-25.3
-21	2021-05-06	25831	458	169	4	828	5	37819	670	247	5.857	1212	7.32	121.2	18.4	90.1	-24.2
-20	2021-05-07	25935	461	104	3	785	8	37972	674	152	4.392	1149	11.71	114.9	19.7	90.6	-23.9
-19	2021-05-08	26017	461	82	0	774	7	38092	674	120	0.0	1133	10.25	113.3	21.7	88.7	-24.4
-18	2021-05-09	26106	461	89	0	863	7	38222	674	130	0.0	1263	10.25	126.3	21.3	89.1	-29.6
-17	2021-05-10	26143	463	37	2	671	9	38276	677	54	2.928	982	13.18	98.2	20.9	87.7	-28.0
-16	2021-05-11	26168	463	25	0	656	9	38313	677	36	0.0	960	13.18	96.0	18.6	90.5	-28.6
-15	2021-05-12	26274	464	106	1	612	10	38468	679	155	1.464	896	14.64	89.6	19.7	90.6	-28.0
-14	2021-05-13	26392	467	118	3	561	9	38641	683	172	4.392	821	13.18	82.1	20.0	89.8	-26.6
-13	2021-05-14	26443	467	51	0	508	6	38715	683	74	0.0	743	8.78	74.3	21.7	94.1	-23.1
-12	2021-05-15	26472	468	29	1	455	7	38758	685	42	1.464	666	10.25	66.6	23.8	91.4	-19.1
-11	2021-05-16	26530	468	58	0	424	7	38843	685	84	0.0	620	10.25	62.0	20.5	86.0	-13.8
-10	2021-05-17	26573	468	43	0	430	5	38906	685	62	0.0	629	7.32	62.9	18.4	90.3	-12.6
-9	2021-05-18	26590	469	17	1	422	6	38931	686	24	1.464	617	8.78	61.7	19.6	89.0	-11.6
-8	2021-05-19	26625	469	35	0	351	5	38982	686	51	0.0	513	7.32	51.3	18.4	89.9	-10.6
-7	2021-05-20	26716	470	91	1	324	3	39115	688	133	1.464	474	4.39	47.4	16.9	89.5	-9.8
-6	2021-05-21	26778	471	62	1	335	4	39206	689	90	1.464	490	5.86	49.0	16.9	86.8	-9.2
-5	2021-05-22	26820	471	42	0	348	3	39267	689	61	0.0	509	4.39	50.9	18.8	85.6	-9.1
-4	2021-05-23	26853	471	33	0	323	3	39316	689	48	0.0	472	4.39	47.2	19.3	83.2	-10.7
-3	2021-05-24	26868	471	15	0	295	3	39338	689	21	0.0	431	4.39	43.1	18.7	81.8	-10.9
-2	2021-05-25	26883	471	15	0	293	2	39360	689	21	0.0	428	2.93	42.8	16.7	82.9	-11.8
-1	2021-05-26	26900	472	17	1	275	3	39385	691	24	1.464	402	4.39	40.2	16.7	86.0	-13.0
0	2021-05-27	26935	473	35	1	219	3	39436	692	51	1.464	320	4.39	32.0	14.1	82.7	-13.3
