bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,5,2,2,6,35,2021-03-22 12:15:00,33,2
01,01002,5,6,4,3,53,111,2021-03-22 12:15:00,111,47
01,01003,2,4,3,2,27,108,2021-03-22 12:15:00,108,27
01,01004,1,1,0,1,4,21,2021-03-22 12:15:00,21,4
01,01051,1,0,0,1,3,35,2021-03-22 12:15:00,35,3
01,01053,2,5,2,2,4,14,2021-03-22 12:15:00,14,4
01,01054,3,0,0,3,9,16,2021-03-22 12:15:00,16,9
01,01055,3,2,0,3,21,27,2021-03-22 12:15:00,27,21
01,01056,2,1,0,2,5,28,2021-03-22 12:15:00,28,5
01,01057,1,2,2,1,4,8,2021-03-22 12:15:00,8,4
01,01058,5,7,4,3,12,30,2021-03-22 12:15:00,27,9
01,01059,1,2,0,1,6,18,2021-03-22 12:15:00,18,6
01,01060,4,1,0,4,29,65,2021-03-22 12:15:00,65,29
01,01061,3,4,1,1,7,38,2021-03-22 12:15:00,27,5
01,01062,3,2,0,3,5,29,2021-03-22 12:15:00,29,5
02,02000,34,86,52,24,128,546,2021-03-22 12:15:00,481,83
03,03101,7,4,1,5,30,102,2021-03-22 12:15:00,89,26
03,03102,2,5,2,2,7,22,2021-03-22 12:15:00,22,7
03,03103,3,2,1,1,6,29,2021-03-22 12:15:00,22,4
03,03151,1,2,0,1,0,12,2021-03-22 12:15:00,12,0
03,03153,3,3,3,3,8,29,2021-03-22 12:15:00,29,8
03,03154,1,2,2,1,4,14,2021-03-22 12:15:00,14,4
03,03155,2,1,1,2,11,9,2021-03-22 12:15:00,9,11
03,03157,1,3,1,1,6,14,2021-03-22 12:15:00,14,6
03,03158,1,2,2,1,4,12,2021-03-22 12:15:00,12,4
03,03159,8,22,15,7,30,125,2021-03-22 12:15:00,111,26
03,03241,19,58,35,16,52,346,2021-03-22 12:15:00,311,41
03,03251,3,3,1,3,8,10,2021-03-22 12:15:00,10,8
03,03252,6,6,5,4,12,62,2021-03-22 12:15:00,62,6
03,03254,7,9,4,4,12,64,2021-03-22 12:15:00,57,9
03,03255,1,1,0,1,3,8,2021-03-22 12:15:00,8,3
03,03256,1,1,0,1,4,20,2021-03-22 12:15:00,20,4
03,03257,1,2,0,1,3,22,2021-03-22 12:15:00,22,3
03,03351,2,8,5,1,4,21,2021-03-22 12:15:00,19,1
03,03352,2,1,1,2,6,6,2021-03-22 12:15:00,6,6
03,03353,3,5,2,3,3,31,2021-03-22 12:15:00,31,3
03,03354,1,0,0,1,10,5,2021-03-22 12:15:00,5,10
03,03355,3,4,2,1,13,31,2021-03-22 12:15:00,21,7
03,03356,3,2,0,2,1,12,2021-03-22 12:15:00,12,1
03,03357,3,3,2,2,10,24,2021-03-22 12:15:00,22,8
03,03358,2,2,0,2,5,16,2021-03-22 12:15:00,16,5
03,03359,3,1,0,2,13,20,2021-03-22 12:15:00,20,10
03,03360,2,6,1,2,11,65,2021-03-22 12:15:00,65,11
03,03361,2,0,0,2,3,12,2021-03-22 12:15:00,12,3
03,03401,1,5,4,1,1,15,2021-03-22 12:15:00,15,1
03,03402,1,1,0,1,11,8,2021-03-22 12:15:00,8,11
03,03403,6,15,8,3,11,110,2021-03-22 12:15:00,94,2
03,03404,5,17,7,4,24,99,2021-03-22 12:15:00,86,21
03,03405,2,2,1,1,5,28,2021-03-22 12:15:00,22,3
03,03451,3,3,0,2,7,26,2021-03-22 12:15:00,26,7
03,03452,4,1,0,3,6,32,2021-03-22 12:15:00,27,3
03,03453,3,6,2,3,4,23,2021-03-22 12:15:00,23,4
03,03454,10,9,3,6,24,62,2021-03-22 12:15:00,52,8
03,03455,2,2,0,2,4,29,2021-03-22 12:15:00,29,4
03,03456,1,3,1,1,7,21,2021-03-22 12:15:00,21,7
03,03457,6,2,0,4,9,23,2021-03-22 12:15:00,23,4
03,03458,1,0,0,1,0,9,2021-03-22 12:15:00,9,0
03,03459,7,3,1,6,21,83,2021-03-22 12:15:00,83,21
03,03460,5,4,4,3,9,23,2021-03-22 12:15:00,22,2
03,03461,2,3,1,2,3,9,2021-03-22 12:15:00,9,3
03,03462,1,1,0,1,2,6,2021-03-22 12:15:00,6,2
04,04011,10,28,16,9,15,151,2021-03-22 12:15:00,144,10
04,04012,4,11,8,3,8,47,2021-03-22 12:15:00,35,6
05,05111,14,27,17,11,38,259,2021-03-22 12:15:00,240,28
05,05112,16,23,11,9,27,173,2021-03-22 12:15:00,152,20
05,05113,15,38,31,12,50,329,2021-03-22 12:15:00,308,42
05,05114,7,4,2,4,11,77,2021-03-22 12:15:00,66,10
05,05116,6,7,3,4,26,68,2021-03-22 12:15:00,64,23
05,05117,2,2,2,2,5,31,2021-03-22 12:15:00,31,5
05,05119,7,8,2,4,20,57,2021-03-22 12:15:00,48,16
05,05120,1,2,1,1,10,20,2021-03-22 12:15:00,20,10
05,05122,4,18,9,3,15,68,2021-03-22 12:15:00,67,12
05,05124,7,24,18,5,19,126,2021-03-22 12:15:00,116,15
05,05154,8,12,6,5,15,59,2021-03-22 12:15:00,59,7
05,05158,7,8,1,6,25,46,2021-03-22 12:15:00,46,22
05,05162,7,14,3,5,10,96,2021-03-22 12:15:00,88,4
05,05166,4,7,1,4,5,32,2021-03-22 12:15:00,32,5
05,05170,11,11,5,8,30,104,2021-03-22 12:15:00,103,22
05,05314,18,29,21,11,13,279,2021-03-22 12:15:00,222,9
05,05315,31,64,35,18,47,411,2021-03-22 12:15:00,356,42
05,05316,5,6,4,2,18,72,2021-03-22 12:15:00,59,7
05,05334,13,23,15,7,23,282,2021-03-22 12:15:00,263,21
05,05358,7,6,1,5,16,49,2021-03-22 12:15:00,45,12
05,05362,7,15,4,7,16,61,2021-03-22 12:15:00,61,16
05,05366,3,3,1,3,4,23,2021-03-22 12:15:00,23,4
05,05370,3,5,3,3,8,29,2021-03-22 12:15:00,29,8
05,05374,6,7,2,6,26,64,2021-03-22 12:15:00,64,26
05,05378,4,4,3,4,6,36,2021-03-22 12:15:00,36,6
05,05382,7,14,5,6,13,72,2021-03-22 12:15:00,65,8
05,05512,2,0,0,2,19,21,2021-03-22 12:15:00,21,19
05,05513,7,10,3,4,21,76,2021-03-22 12:15:00,66,5
05,05515,9,6,4,7,27,240,2021-03-22 12:15:00,226,24
05,05554,6,8,1,5,29,44,2021-03-22 12:15:00,43,28
05,05558,5,1,1,3,16,24,2021-03-22 12:15:00,14,16
05,05562,15,16,7,14,48,176,2021-03-22 12:15:00,154,38
05,05566,7,10,2,5,27,69,2021-03-22 12:15:00,63,18
05,05570,6,7,5,5,10,38,2021-03-22 12:15:00,37,9
05,05711,6,15,8,4,26,126,2021-03-22 12:15:00,106,20
05,05754,4,6,0,4,9,44,2021-03-22 12:15:00,44,9
05,05758,5,8,4,3,11,53,2021-03-22 12:15:00,48,6
05,05762,6,3,0,5,4,31,2021-03-22 12:15:00,27,4
05,05766,2,8,2,2,2,48,2021-03-22 12:15:00,48,2
05,05770,9,11,6,6,23,202,2021-03-22 12:15:00,179,19
05,05774,7,16,12,5,12,92,2021-03-22 12:15:00,80,9
05,05911,8,18,9,6,32,157,2021-03-22 12:15:00,145,23
05,05913,9,22,14,9,34,252,2021-03-22 12:15:00,252,34
05,05914,7,12,5,5,19,74,2021-03-22 12:15:00,72,11
05,05915,7,5,3,5,25,66,2021-03-22 12:15:00,58,11
05,05916,4,14,9,4,5,58,2021-03-22 12:15:00,58,5
05,05954,7,7,4,6,35,102,2021-03-22 12:15:00,102,35
05,05958,10,11,4,9,33,68,2021-03-22 12:15:00,66,27
05,05962,10,25,11,8,13,104,2021-03-22 12:15:00,101,8
05,05966,3,2,1,3,15,12,2021-03-22 12:15:00,12,15
05,05970,8,11,6,7,29,116,2021-03-22 12:15:00,99,20
05,05974,9,7,1,7,16,70,2021-03-22 12:15:00,60,14
05,05978,8,15,8,8,12,97,2021-03-22 12:15:00,97,12
06,06411,7,12,9,4,25,81,2021-03-22 12:15:00,54,7
06,06412,17,60,26,12,43,248,2021-03-22 12:15:00,222,40
06,06413,4,22,5,2,13,87,2021-03-22 12:15:00,82,5
06,06414,6,16,6,4,13,95,2021-03-22 12:15:00,85,11
06,06431,5,7,4,5,7,34,2021-03-22 12:15:00,34,7
06,06432,2,16,13,2,0,27,2021-03-22 12:15:00,27,0
06,06433,2,10,6,2,0,21,2021-03-22 12:15:00,21,0
06,06434,2,8,3,2,1,25,2021-03-22 12:15:00,25,1
06,06435,7,14,3,4,15,70,2021-03-22 12:15:00,67,4
06,06436,2,7,2,2,1,25,2021-03-22 12:15:00,25,1
06,06437,2,24,12,2,0,126,2021-03-22 12:15:00,126,0
06,06438,2,11,6,2,0,22,2021-03-22 12:15:00,22,0
06,06439,2,5,0,2,2,14,2021-03-22 12:15:00,14,2
06,06440,5,8,1,5,4,68,2021-03-22 12:15:00,68,4
06,06531,6,30,22,4,29,202,2021-03-22 12:15:00,182,24
06,06532,2,2,0,2,4,46,2021-03-22 12:15:00,46,4
06,06533,4,4,3,4,13,41,2021-03-22 12:15:00,41,13
06,06534,3,6,5,3,34,123,2021-03-22 12:15:00,123,34
06,06535,4,2,0,4,5,20,2021-03-22 12:15:00,20,5
06,06611,6,12,8,6,23,135,2021-03-22 12:15:00,135,23
06,06631,5,14,6,3,13,79,2021-03-22 12:15:00,71,10
06,06632,4,9,2,3,12,48,2021-03-22 12:15:00,44,9
06,06633,4,0,0,4,11,23,2021-03-22 12:15:00,23,11
06,06634,3,3,2,3,12,19,2021-03-22 12:15:00,19,12
06,06635,7,5,2,7,32,83,2021-03-22 12:15:00,83,32
06,06636,3,7,1,3,8,24,2021-03-22 12:15:00,24,8
07,07111,6,8,2,4,37,80,2021-03-22 12:15:00,66,33
07,07131,2,4,0,2,3,15,2021-03-22 12:15:00,15,3
07,07132,2,3,2,2,6,7,2021-03-22 12:15:00,7,6
07,07133,6,1,1,4,20,29,2021-03-22 12:15:00,23,12
07,07134,2,1,0,2,8,14,2021-03-22 12:15:00,14,8
07,07135,2,1,0,2,8,5,2021-03-22 12:15:00,5,8
07,07137,3,4,2,3,8,30,2021-03-22 12:15:00,30,8
07,07138,8,9,3,5,15,57,2021-03-22 12:15:00,43,13
07,07140,2,0,0,2,9,7,2021-03-22 12:15:00,7,9
07,07141,5,7,4,5,4,26,2021-03-22 12:15:00,26,4
07,07143,4,3,1,4,11,20,2021-03-22 12:15:00,20,11
07,07211,6,7,3,3,13,73,2021-03-22 12:15:00,62,12
07,07231,2,1,1,2,8,16,2021-03-22 12:15:00,16,8
07,07232,2,0,0,2,2,14,2021-03-22 12:15:00,14,2
07,07233,2,0,0,2,3,13,2021-03-22 12:15:00,13,3
07,07235,2,1,0,2,8,9,2021-03-22 12:15:00,9,8
07,07311,1,3,1,1,1,14,2021-03-22 12:15:00,14,1
07,07312,3,3,2,1,35,78,2021-03-22 12:15:00,75,25
