bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,3,2,2,7,34,2021-04-08 12:15:00,33,2
01,01002,5,6,5,3,49,117,2021-04-08 12:15:00,116,44
01,01003,2,8,4,2,32,103,2021-04-08 12:15:00,103,32
01,01004,1,1,0,1,4,21,2021-04-08 12:15:00,21,4
01,01051,1,0,0,1,4,34,2021-04-08 12:15:00,34,4
01,01053,2,1,1,2,1,18,2021-04-08 12:15:00,18,1
01,01054,3,1,1,3,8,16,2021-04-08 12:15:00,16,8
01,01055,3,2,1,3,16,31,2021-04-08 12:15:00,31,16
01,01056,2,5,0,2,1,35,2021-04-08 12:15:00,35,1
01,01057,1,2,1,1,4,8,2021-04-08 12:15:00,8,4
01,01058,5,5,4,3,12,30,2021-04-08 12:15:00,27,9
01,01059,1,1,1,1,4,20,2021-04-08 12:15:00,20,4
01,01060,4,6,6,4,25,69,2021-04-08 12:15:00,69,25
01,01061,3,9,2,1,9,33,2021-04-08 12:15:00,25,5
01,01062,3,2,2,3,6,30,2021-04-08 12:15:00,30,6
02,02000,34,102,60,24,115,571,2021-04-08 12:15:00,505,73
03,03101,7,13,7,5,22,110,2021-04-08 12:15:00,101,14
03,03102,2,8,3,2,7,22,2021-04-08 12:15:00,22,7
03,03103,3,5,1,1,3,32,2021-04-08 12:15:00,25,1
03,03151,1,5,1,1,1,11,2021-04-08 12:15:00,11,1
03,03153,3,3,3,3,4,25,2021-04-08 12:15:00,25,4
03,03154,1,5,4,1,1,17,2021-04-08 12:15:00,17,1
03,03155,2,2,1,2,3,17,2021-04-08 12:15:00,17,3
03,03157,1,4,2,1,7,14,2021-04-08 12:15:00,14,7
03,03158,1,1,1,1,4,12,2021-04-08 12:15:00,12,4
03,03159,8,26,9,7,24,135,2021-04-08 12:15:00,120,17
03,03241,19,63,37,16,35,365,2021-04-08 12:15:00,325,29
03,03251,3,1,1,3,4,13,2021-04-08 12:15:00,13,4
03,03252,6,6,5,4,9,64,2021-04-08 12:15:00,63,5
03,03254,7,5,1,4,26,49,2021-04-08 12:15:00,45,20
03,03255,1,1,0,1,2,9,2021-04-08 12:15:00,9,2
03,03256,1,2,2,1,4,20,2021-04-08 12:15:00,20,4
03,03257,1,6,0,1,1,23,2021-04-08 12:15:00,23,1
03,03351,2,8,3,1,2,31,2021-04-08 12:15:00,23,1
03,03352,2,4,3,2,5,9,2021-04-08 12:15:00,9,5
03,03353,3,6,4,3,4,30,2021-04-08 12:15:00,30,4
03,03354,1,1,1,1,6,9,2021-04-08 12:15:00,9,6
03,03355,3,4,4,1,10,34,2021-04-08 12:15:00,24,4
03,03356,3,1,1,2,3,11,2021-04-08 12:15:00,11,3
03,03357,3,3,0,2,15,17,2021-04-08 12:15:00,14,14
03,03358,2,2,2,2,0,20,2021-04-08 12:15:00,20,0
03,03359,3,6,2,2,4,29,2021-04-08 12:15:00,29,1
03,03360,2,2,2,2,4,72,2021-04-08 12:15:00,72,4
03,03361,2,1,0,2,4,11,2021-04-08 12:15:00,11,4
03,03401,1,2,1,1,0,16,2021-04-08 12:15:00,16,0
03,03402,1,3,1,1,4,14,2021-04-08 12:15:00,14,4
03,03403,6,19,13,3,7,119,2021-04-08 12:15:00,94,5
03,03404,5,19,15,4,22,102,2021-04-08 12:15:00,92,16
03,03405,2,2,2,1,5,26,2021-04-08 12:15:00,22,1
03,03451,3,3,1,2,6,27,2021-04-08 12:15:00,27,6
03,03452,4,4,1,3,10,28,2021-04-08 12:15:00,26,4
