bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,0,2,7,34,2021-06-21 12:15:00,32,3
01,01002,5,2,2,3,41,123,2021-06-21 12:15:00,120,38
01,01003,2,5,4,2,27,108,2021-06-21 12:15:00,108,27
01,01004,1,0,0,1,5,20,2021-06-21 12:15:00,20,5
01,01051,1,3,3,1,2,36,2021-06-21 12:15:00,36,2
01,01053,2,0,0,2,4,14,2021-06-21 12:15:00,14,4
01,01054,3,1,0,3,10,14,2021-06-21 12:15:00,14,10
01,01055,3,0,0,3,6,45,2021-06-21 12:15:00,45,6
01,01056,2,0,0,2,5,32,2021-06-21 12:15:00,32,5
01,01057,1,3,3,1,6,6,2021-06-21 12:15:00,6,6
01,01058,5,1,1,3,14,28,2021-06-21 12:15:00,27,9
01,01059,1,0,0,1,4,20,2021-06-21 12:15:00,20,4
01,01060,3,2,2,3,19,62,2021-06-21 12:15:00,62,19
01,01061,3,0,0,1,10,33,2021-06-21 12:15:00,23,7
01,01062,3,0,0,3,10,20,2021-06-21 12:15:00,20,10
02,02000,33,27,18,23,104,523,2021-06-21 12:15:00,449,71
03,03101,7,1,0,5,29,103,2021-06-21 12:15:00,87,28
03,03102,2,0,0,2,6,23,2021-06-21 12:15:00,23,6
03,03103,3,0,0,1,9,24,2021-06-21 12:15:00,18,6
03,03151,1,1,1,1,0,10,2021-06-21 12:15:00,10,0
03,03153,3,0,0,3,3,24,2021-06-21 12:15:00,24,3
03,03154,1,1,0,1,2,16,2021-06-21 12:15:00,16,2
03,03155,2,0,0,2,3,17,2021-06-21 12:15:00,17,3
03,03157,1,0,0,1,4,15,2021-06-21 12:15:00,15,4
03,03158,1,0,0,1,4,12,2021-06-21 12:15:00,12,4
03,03159,8,12,11,7,25,118,2021-06-21 12:15:00,105,16
03,03241,19,12,8,16,55,345,2021-06-21 12:15:00,302,54
03,03251,3,0,0,3,5,12,2021-06-21 12:15:00,12,5
03,03252,6,0,0,4,17,60,2021-06-21 12:15:00,59,12
03,03254,7,2,0,4,15,60,2021-06-21 12:15:00,54,11
03,03255,1,0,0,1,1,8,2021-06-21 12:15:00,8,1
03,03256,1,0,0,1,5,19,2021-06-21 12:15:00,19,5
03,03257,1,0,0,1,5,22,2021-06-21 12:15:00,22,5
03,03351,2,0,0,1,13,20,2021-06-21 12:15:00,15,8
03,03352,2,0,0,2,5,10,2021-06-21 12:15:00,10,5
03,03353,3,0,0,3,9,25,2021-06-21 12:15:00,25,9
03,03354,1,0,0,1,0,6,2021-06-21 12:15:00,6,0
03,03355,3,2,1,1,12,30,2021-06-21 12:15:00,17,9
03,03356,3,0,0,2,7,9,2021-06-21 12:15:00,9,7
03,03357,3,0,0,2,11,21,2021-06-21 12:15:00,19,9
03,03358,2,0,0,2,4,15,2021-06-21 12:15:00,15,4
03,03359,3,2,1,2,6,27,2021-06-21 12:15:00,27,3
03,03360,2,2,2,2,6,70,2021-06-21 12:15:00,70,6
03,03361,2,0,0,2,9,7,2021-06-21 12:15:00,7,9
03,03401,1,2,2,1,0,16,2021-06-21 12:15:00,16,0
03,03402,1,0,0,1,10,9,2021-06-21 12:15:00,9,10
03,03403,6,1,1,3,10,106,2021-06-21 12:15:00,88,1
03,03404,4,0,0,3,15,102,2021-06-21 12:15:00,87,14
03,03405,2,0,0,1,8,23,2021-06-21 12:15:00,20,3
03,03451,3,0,0,2,10,23,2021-06-21 12:15:00,23,10
03,03452,4,1,0,3,11,25,2021-06-21 12:15:00,21,7
03,03453,3,0,0,3,7,13,2021-06-21 12:15:00,13,7
03,03454,10,0,0,6,37,55,2021-06-21 12:15:00,44,20
03,03455,2,0,0,2,4,29,2021-06-21 12:15:00,29,4
03,03456,1,0,0,1,9,16,2021-06-21 12:15:00,16,9
03,03457,6,0,0,4,8,21,2021-06-21 12:15:00,20,4
03,03458,1,0,0,1,1,9,2021-06-21 12:15:00,9,1
03,03459,7,1,0,6,26,76,2021-06-21 12:15:00,76,26
03,03460,5,1,1,3,6,28,2021-06-21 12:15:00,25,1
03,03461,2,0,0,2,9,6,2021-06-21 12:15:00,6,9
03,03462,1,0,0,1,1,7,2021-06-21 12:15:00,7,1
04,04011,10,5,3,9,13,147,2021-06-21 12:15:00,133,13
04,04012,4,0,0,3,10,43,2021-06-21 12:15:00,36,7
05,05111,14,5,4,11,41,257,2021-06-21 12:15:00,235,34
05,05112,16,5,4,9,24,174,2021-06-21 12:15:00,152,18
05,05113,15,10,6,12,35,332,2021-06-21 12:15:00,307,32
05,05114,7,3,2,4,20,66,2021-06-21 12:15:00,56,18
05,05116,6,0,0,4,10,79,2021-06-21 12:15:00,73,9
05,05117,2,2,0,2,4,32,2021-06-21 12:15:00,32,4
05,05119,7,2,1,4,21,55,2021-06-21 12:15:00,45,12
05,05120,1,0,0,1,5,21,2021-06-21 12:15:00,21,5
05,05122,4,9,8,3,14,62,2021-06-21 12:15:00,61,11
05,05124,7,6,6,5,25,123,2021-06-21 12:15:00,114,20
05,05154,8,1,1,5,22,48,2021-06-21 12:15:00,48,14
05,05158,7,1,1,6,18,51,2021-06-21 12:15:00,51,15
05,05162,7,6,3,5,20,83,2021-06-21 12:15:00,76,13
05,05166,4,0,0,4,8,27,2021-06-21 12:15:00,27,8
05,05170,11,3,2,8,42,85,2021-06-21 12:15:00,84,34
05,05314,18,11,10,11,20,268,2021-06-21 12:15:00,213,12
