bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,1,2,5,35,2021-06-03 12:15:00,35,0
01,01002,5,3,3,3,51,113,2021-06-03 12:15:00,112,46
01,01003,2,5,4,2,26,108,2021-06-03 12:15:00,108,26
01,01004,1,0,0,1,3,22,2021-06-03 12:15:00,22,3
01,01051,1,3,3,1,2,36,2021-06-03 12:15:00,36,2
01,01053,2,0,0,2,3,13,2021-06-03 12:15:00,13,3
01,01054,3,0,0,3,8,16,2021-06-03 12:15:00,16,8
01,01055,3,0,0,3,10,41,2021-06-03 12:15:00,41,10
01,01056,2,1,1,2,0,37,2021-06-03 12:15:00,37,0
01,01057,1,3,3,1,6,6,2021-06-03 12:15:00,6,6
01,01058,5,1,1,3,15,26,2021-06-03 12:15:00,24,12
01,01059,1,0,0,1,3,21,2021-06-03 12:15:00,21,3
01,01060,4,3,2,4,23,72,2021-06-03 12:15:00,72,23
01,01061,3,0,0,1,19,24,2021-06-03 12:15:00,20,10
01,01062,3,1,1,3,8,26,2021-06-03 12:15:00,26,8
02,02000,33,42,38,23,114,531,2021-06-03 12:15:00,460,77
03,03101,7,2,2,5,20,113,2021-06-03 12:15:00,100,16
03,03102,2,1,1,2,7,22,2021-06-03 12:15:00,22,7
03,03103,3,0,0,1,7,25,2021-06-03 12:15:00,20,4
03,03151,1,3,2,1,0,10,2021-06-03 12:15:00,10,0
03,03153,3,3,3,3,11,19,2021-06-03 12:15:00,19,11
03,03154,1,2,1,1,2,16,2021-06-03 12:15:00,16,2
03,03155,2,1,0,2,6,14,2021-06-03 12:15:00,14,6
03,03157,1,2,1,1,0,15,2021-06-03 12:15:00,15,0
03,03158,1,0,0,1,3,13,2021-06-03 12:15:00,13,3
03,03159,8,18,12,7,25,126,2021-06-03 12:15:00,114,16
03,03241,19,35,26,16,43,349,2021-06-03 12:15:00,314,34
03,03251,3,0,0,3,5,13,2021-06-03 12:15:00,13,5
03,03252,6,0,0,4,11,63,2021-06-03 12:15:00,61,7
03,03254,7,1,0,4,16,59,2021-06-03 12:15:00,53,12
03,03255,1,1,0,1,3,8,2021-06-03 12:15:00,8,3
03,03256,1,0,0,1,4,16,2021-06-03 12:15:00,16,4
03,03257,1,0,0,1,4,18,2021-06-03 12:15:00,18,4
03,03351,2,1,1,1,10,23,2021-06-03 12:15:00,17,6
03,03352,2,1,0,2,9,3,2021-06-03 12:15:00,3,9
03,03353,3,1,1,3,4,30,2021-06-03 12:15:00,30,4
03,03354,1,0,0,1,6,4,2021-06-03 12:15:00,4,6
03,03355,3,2,1,1,8,33,2021-06-03 12:15:00,22,2
03,03356,3,2,1,2,5,11,2021-06-03 12:15:00,11,5
03,03357,3,1,0,2,8,24,2021-06-03 12:15:00,21,7
03,03358,2,0,0,2,4,15,2021-06-03 12:15:00,15,4
03,03359,3,3,2,2,9,24,2021-06-03 12:15:00,24,6
