bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,1,2,6,35,2021-09-19 12:15:00,33,2
01,01002,5,3,3,3,49,115,2021-09-19 12:15:00,114,44
01,01003,2,3,2,2,28,106,2021-09-19 12:15:00,106,28
01,01004,1,1,0,1,4,21,2021-09-19 12:15:00,21,4
01,01051,1,1,1,1,2,36,2021-09-19 12:15:00,36,2
01,01053,2,0,0,2,2,16,2021-09-19 12:15:00,16,2
01,01054,3,0,0,3,5,19,2021-09-19 12:15:00,19,5
01,01055,3,2,0,3,8,33,2021-09-19 12:15:00,33,8
01,01056,2,0,0,2,2,31,2021-09-19 12:15:00,31,2
01,01057,1,1,1,1,6,6,2021-09-19 12:15:00,6,6
01,01058,5,1,1,3,19,23,2021-09-19 12:15:00,23,13
01,01059,1,0,0,1,3,21,2021-09-19 12:15:00,21,3
01,01060,3,0,0,3,32,48,2021-09-19 12:15:00,48,32
01,01061,3,3,1,1,13,30,2021-09-19 12:15:00,22,8
01,01062,3,3,1,3,10,18,2021-09-19 12:15:00,18,10
02,02000,34,51,27,24,138,478,2021-09-19 12:15:00,415,92
03,03101,7,8,7,5,29,102,2021-09-19 12:15:00,86,28
03,03102,2,1,1,2,4,25,2021-09-19 12:15:00,25,4
03,03103,3,0,0,1,6,29,2021-09-19 12:15:00,23,1
03,03151,1,3,2,1,2,10,2021-09-19 12:15:00,10,2
03,03153,3,4,0,3,3,24,2021-09-19 12:15:00,24,3
03,03154,1,0,0,1,4,12,2021-09-19 12:15:00,12,4
03,03155,2,0,0,2,7,14,2021-09-19 12:15:00,14,7
03,03157,1,0,0,1,4,8,2021-09-19 12:15:00,8,4
03,03158,1,0,0,1,4,12,2021-09-19 12:15:00,12,4
03,03159,8,8,3,7,34,118,2021-09-19 12:15:00,102,30
03,03241,19,36,24,16,54,333,2021-09-19 12:15:00,296,34
03,03251,3,1,0,3,3,14,2021-09-19 12:15:00,14,3
03,03252,6,4,1,4,10,61,2021-09-19 12:15:00,59,6
03,03254,7,8,2,4,9,58,2021-09-19 12:15:00,51,8
03,03255,1,0,0,1,6,8,2021-09-19 12:15:00,8,6
03,03256,1,1,1,1,7,17,2021-09-19 12:15:00,17,7
03,03257,1,1,0,1,1,23,2021-09-19 12:15:00,23,1
03,03351,2,2,1,1,1,32,2021-09-19 12:15:00,22,1
03,03352,2,0,0,2,5,10,2021-09-19 12:15:00,10,5
03,03353,3,3,2,3,7,27,2021-09-19 12:15:00,27,7
03,03354,1,1,0,1,3,7,2021-09-19 12:15:00,7,3
03,03355,3,5,2,1,18,27,2021-09-19 12:15:00,14,14
03,03356,3,2,1,2,7,7,2021-09-19 12:15:00,7,7
03,03357,3,2,0,2,10,22,2021-09-19 12:15:00,22,6
03,03358,2,1,0,2,3,15,2021-09-19 12:15:00,15,3
03,03359,3,4,3,2,4,27,2021-09-19 12:15:00,27,1
03,03360,2,2,0,2,2,74,2021-09-19 12:15:00,74,2
03,03361,2,1,0,2,5,10,2021-09-19 12:15:00,10,5
03,03401,1,3,1,1,0,16,2021-09-19 12:15:00,16,0
03,03402,1,0,0,1,2,11,2021-09-19 12:15:00,11,2
03,03403,6,11,9,3,11,101,2021-09-19 12:15:00,86,5
03,03404,5,6,3,4,13,100,2021-09-19 12:15:00,87,10
03,03405,3,2,2,1,7,22,2021-09-19 12:15:00,16,0
03,03451,3,0,0,2,7,24,2021-09-19 12:15:00,24,7
03,03452,4,4,1,3,5,30,2021-09-19 12:15:00,23,4
03,03453,3,0,0,3,9,15,2021-09-19 12:15:00,15,9
03,03454,10,6,4,6,20,69,2021-09-19 12:15:00,49,13
03,03455,2,0,0,2,5,28,2021-09-19 12:15:00,28,5
03,03456,1,1,1,1,1,24,2021-09-19 12:15:00,24,1
03,03457,6,0,0,4,8,22,2021-09-19 12:15:00,21,4
03,03458,1,0,0,1,3,5,2021-09-19 12:15:00,5,3
03,03459,7,1,0,6,21,76,2021-09-19 12:15:00,76,21
03,03460,5,0,0,3,7,27,2021-09-19 12:15:00,21,5
03,03461,2,0,0,2,8,7,2021-09-19 12:15:00,7,8
03,03462,1,0,0,1,1,7,2021-09-19 12:15:00,7,1
