bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,4,3,2,8,33,2021-03-30 12:15:00,32,3
01,01002,5,12,10,3,49,117,2021-03-30 12:15:00,117,43
01,01003,2,5,2,2,23,113,2021-03-30 12:15:00,113,23
01,01004,1,1,0,1,3,22,2021-03-30 12:15:00,22,3
01,01051,1,1,0,1,1,37,2021-03-30 12:15:00,37,1
01,01053,2,5,2,2,4,14,2021-03-30 12:15:00,14,4
01,01054,3,1,1,3,6,18,2021-03-30 12:15:00,18,6
01,01055,3,3,1,3,15,33,2021-03-30 12:15:00,33,15
01,01056,2,3,0,2,3,34,2021-03-30 12:15:00,34,3
01,01057,1,2,2,1,1,11,2021-03-30 12:15:00,11,1
01,01058,5,4,4,3,17,25,2021-03-30 12:15:00,24,12
01,01059,1,0,0,1,3,21,2021-03-30 12:15:00,21,3
01,01060,4,5,1,4,26,68,2021-03-30 12:15:00,68,26
01,01061,3,6,1,1,4,40,2021-03-30 12:15:00,29,3
01,01062,3,4,3,3,8,26,2021-03-30 12:15:00,26,8
02,02000,34,93,56,24,125,560,2021-03-30 12:15:00,497,78
03,03101,7,6,3,5,38,94,2021-03-30 12:15:00,82,33
03,03102,2,5,3,2,6,23,2021-03-30 12:15:00,23,6
03,03103,3,5,0,1,7,28,2021-03-30 12:15:00,22,4
03,03151,1,5,0,1,2,12,2021-03-30 12:15:00,12,2
03,03153,3,4,3,3,2,35,2021-03-30 12:15:00,35,2
03,03154,1,2,2,1,2,16,2021-03-30 12:15:00,16,2
03,03155,2,1,1,2,7,14,2021-03-30 12:15:00,14,7
03,03157,1,2,1,1,7,12,2021-03-30 12:15:00,12,7
03,03158,1,0,0,1,4,12,2021-03-30 12:15:00,12,4
03,03159,8,16,12,7,19,134,2021-03-30 12:15:00,120,14
03,03241,19,59,38,16,38,370,2021-03-30 12:15:00,331,33
03,03251,3,3,1,3,6,11,2021-03-30 12:15:00,11,6
03,03252,6,4,2,4,16,59,2021-03-30 12:15:00,59,10
03,03254,7,7,2,4,28,50,2021-03-30 12:15:00,48,20
03,03255,1,0,0,1,5,6,2021-03-30 12:15:00,6,5
03,03256,1,2,2,1,3,21,2021-03-30 12:15:00,21,3
03,03257,1,3,0,1,0,25,2021-03-30 12:15:00,25,0
03,03351,2,9,7,1,2,26,2021-03-30 12:15:00,20,1
