bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,1,2,3,38,2021-09-06 12:15:00,35,0
01,01002,5,6,6,3,53,111,2021-09-06 12:15:00,110,48
01,01003,2,5,4,2,30,103,2021-09-06 12:15:00,103,30
01,01004,1,0,0,1,5,20,2021-09-06 12:15:00,20,5
01,01051,1,0,0,1,2,36,2021-09-06 12:15:00,36,2
01,01053,2,1,0,2,5,13,2021-09-06 12:15:00,13,5
01,01054,3,0,0,3,12,12,2021-09-06 12:15:00,12,12
01,01055,3,1,1,3,11,34,2021-09-06 12:15:00,34,11
01,01056,2,1,0,2,3,32,2021-09-06 12:15:00,32,3
01,01057,1,0,0,1,7,5,2021-09-06 12:15:00,5,7
01,01058,5,1,1,3,12,30,2021-09-06 12:15:00,28,8
01,01059,1,0,0,1,2,22,2021-09-06 12:15:00,22,2
01,01060,3,1,1,3,21,64,2021-09-06 12:15:00,64,21
01,01061,3,0,0,1,8,35,2021-09-06 12:15:00,24,6
01,01062,3,0,0,3,10,22,2021-09-06 12:15:00,22,10
02,02000,34,48,33,24,138,487,2021-09-06 12:15:00,418,98
03,03101,7,6,5,5,34,95,2021-09-06 12:15:00,81,31
03,03102,2,0,0,2,5,24,2021-09-06 12:15:00,24,5
03,03103,3,1,1,1,7,29,2021-09-06 12:15:00,21,3
03,03151,1,4,3,1,0,10,2021-09-06 12:15:00,10,0
03,03153,3,1,0,3,8,21,2021-09-06 12:15:00,21,8
03,03154,1,0,0,1,5,11,2021-09-06 12:15:00,11,5
03,03155,2,0,0,2,8,12,2021-09-06 12:15:00,12,8
03,03157,1,2,0,1,0,15,2021-09-06 12:15:00,15,0
03,03158,1,0,0,1,4,12,2021-09-06 12:15:00,12,4
03,03159,8,6,4,7,23,118,2021-09-06 12:15:00,104,21
03,03241,19,26,18,16,50,330,2021-09-06 12:15:00,293,43
03,03251,3,1,0,3,9,10,2021-09-06 12:15:00,10,9
03,03252,6,2,0,4,12,63,2021-09-06 12:15:00,62,7
03,03254,7,5,2,4,23,53,2021-09-06 12:15:00,49,16
03,03255,1,0,0,1,4,10,2021-09-06 12:15:00,10,4
03,03256,1,0,0,1,14,6,2021-09-06 12:15:00,6,14
03,03257,1,3,3,1,0,20,2021-09-06 12:15:00,20,0
03,03351,2,0,0,1,12,25,2021-09-06 12:15:00,17,10
03,03352,2,0,0,2,4,8,2021-09-06 12:15:00,8,4
03,03353,3,0,0,3,6,28,2021-09-06 12:15:00,28,6
03,03354,1,0,0,1,1,5,2021-09-06 12:15:00,5,1
03,03355,3,3,3,1,11,32,2021-09-06 12:15:00,25,1
03,03356,3,1,1,2,4,10,2021-09-06 12:15:00,10,4
03,03357,3,2,1,2,7,25,2021-09-06 12:15:00,23,5
03,03358,2,0,0,2,6,14,2021-09-06 12:15:00,14,6
03,03359,3,3,2,2,8,25,2021-09-06 12:15:00,25,5
03,03360,2,0,0,2,2,74,2021-09-06 12:15:00,74,2
03,03361,2,0,0,2,4,11,2021-09-06 12:15:00,11,4
03,03401,1,2,2,1,2,14,2021-09-06 12:15:00,14,2
03,03402,1,1,1,1,9,6,2021-09-06 12:15:00,6,9
03,03403,6,8,5,3,17,97,2021-09-06 12:15:00,80,13
03,03404,4,5,3,3,20,94,2021-09-06 12:15:00,82,16
03,03405,2,1,1,1,12,20,2021-09-06 12:15:00,18,6
03,03451,3,2,1,2,7,26,2021-09-06 12:15:00,26,7
03,03452,4,2,1,3,4,31,2021-09-06 12:15:00,23,4
03,03453,3,1,1,3,4,20,2021-09-06 12:15:00,20,4
03,03454,10,5,4,6,25,62,2021-09-06 12:15:00,48,15
03,03455,2,0,0,2,10,23,2021-09-06 12:15:00,23,10
03,03456,1,3,1,1,3,22,2021-09-06 12:15:00,22,3
03,03457,6,0,0,4,9,20,2021-09-06 12:15:00,20,4
03,03458,1,1,0,1,2,5,2021-09-06 12:15:00,5,2
03,03459,7,1,0,6,23,71,2021-09-06 12:15:00,71,23
03,03460,5,1,1,3,10,24,2021-09-06 12:15:00,22,4
03,03461,2,0,0,2,4,11,2021-09-06 12:15:00,11,4
03,03462,1,0,0,1,2,6,2021-09-06 12:15:00,6,2
04,04011,9,6,3,8,23,143,2021-09-06 12:15:00,134,16
04,04012,4,0,0,3,13,44,2021-09-06 12:15:00,34,9
05,05111,14,24,15,11,19,279,2021-09-06 12:15:00,254,15
05,05112,16,14,7,9,24,158,2021-09-06 12:15:00,137,17
05,05113,15,31,20,12,52,316,2021-09-06 12:15:00,298,41
05,05114,7,7,5,4,10,76,2021-09-06 12:15:00,65,9
05,05116,6,4,1,4,9,81,2021-09-06 12:15:00,75,8
05,05117,2,3,0,2,10,28,2021-09-06 12:15:00,28,10
05,05119,6,4,0,4,10,55,2021-09-06 12:15:00,44,2
05,05120,1,1,0,1,4,22,2021-09-06 12:15:00,22,4
05,05122,4,13,9,3,8,68,2021-09-06 12:15:00,64,8
05,05124,7,15,8,5,26,124,2021-09-06 12:15:00,113,23
05,05154,8,3,1,5,21,51,2021-09-06 12:15:00,51,13
05,05158,6,7,2,6,14,46,2021-09-06 12:15:00,46,14
05,05162,7,10,2,5,13,90,2021-09-06 12:15:00,84,5
05,05166,4,2,0,4,3,31,2021-09-06 12:15:00,31,3
05,05170,11,6,1,8,30,96,2021-09-06 12:15:00,96,19
05,05314,18,29,21,11,14,264,2021-09-06 12:15:00,205,13
05,05315,30,40,22,18,23,382,2021-09-06 12:15:00,327,18
05,05316,5,5,3,2,16,53,2021-09-06 12:15:00,40,11
05,05334,12,18,15,6,16,250,2021-09-06 12:15:00,234,13
