bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,1,2,6,35,2021-09-16 12:15:00,33,2
01,01002,5,3,2,3,49,113,2021-09-16 12:15:00,112,44
01,01003,2,3,2,2,36,98,2021-09-16 12:15:00,98,36
01,01004,1,0,0,1,5,20,2021-09-16 12:15:00,20,5
01,01051,1,1,1,1,2,36,2021-09-16 12:15:00,36,2
01,01053,2,0,0,2,3,15,2021-09-16 12:15:00,15,3
01,01054,3,0,0,3,5,20,2021-09-16 12:15:00,20,5
01,01055,3,1,0,3,7,38,2021-09-16 12:15:00,38,7
01,01056,2,2,0,2,5,32,2021-09-16 12:15:00,32,5
01,01057,1,1,1,1,4,8,2021-09-16 12:15:00,8,4
01,01058,5,2,1,3,11,31,2021-09-16 12:15:00,29,7
01,01059,1,0,0,1,3,21,2021-09-16 12:15:00,21,3
01,01060,3,0,0,3,22,63,2021-09-16 12:15:00,63,22
01,01061,3,2,0,1,9,34,2021-09-16 12:15:00,22,8
01,01062,3,3,0,3,7,25,2021-09-16 12:15:00,25,7
02,02000,34,52,27,24,131,497,2021-09-16 12:15:00,433,88
03,03101,7,10,5,5,22,109,2021-09-16 12:15:00,95,19
03,03102,2,1,0,2,1,28,2021-09-16 12:15:00,28,1
03,03103,3,0,0,1,10,25,2021-09-16 12:15:00,18,6
03,03151,1,3,2,1,1,11,2021-09-16 12:15:00,11,1
03,03153,3,2,0,3,1,28,2021-09-16 12:15:00,28,1
03,03154,1,0,0,1,1,15,2021-09-16 12:15:00,15,1
03,03155,2,0,0,2,7,14,2021-09-16 12:15:00,14,7
03,03157,1,1,1,1,2,10,2021-09-16 12:15:00,10,2
03,03158,1,0,0,1,4,12,2021-09-16 12:15:00,12,4
03,03159,8,6,3,7,18,124,2021-09-16 12:15:00,108,15
03,03241,19,35,25,16,52,348,2021-09-16 12:15:00,307,32
03,03251,3,2,0,3,3,16,2021-09-16 12:15:00,16,3
03,03252,6,5,1,4,11,64,2021-09-16 12:15:00,64,5
03,03254,7,8,4,4,14,55,2021-09-16 12:15:00,47,14
03,03255,1,0,0,1,6,8,2021-09-16 12:15:00,8,6
03,03256,1,1,1,1,4,20,2021-09-16 12:15:00,20,4
03,03257,1,2,0,1,4,20,2021-09-16 12:15:00,20,4
03,03351,2,4,1,1,2,31,2021-09-16 12:15:00,22,1
03,03352,2,0,0,2,6,6,2021-09-16 12:15:00,6,6
03,03353,3,3,2,3,3,31,2021-09-16 12:15:00,31,3
03,03354,1,1,0,1,3,7,2021-09-16 12:15:00,7,3
03,03355,3,4,2,1,6,33,2021-09-16 12:15:00,20,2
03,03356,3,1,1,2,9,5,2021-09-16 12:15:00,5,9
03,03357,3,2,1,2,8,24,2021-09-16 12:15:00,23,5
03,03358,2,0,0,2,9,11,2021-09-16 12:15:00,11,9
03,03359,3,5,3,2,4,28,2021-09-16 12:15:00,28,1
03,03360,2,2,0,2,2,74,2021-09-16 12:15:00,74,2
03,03361,2,0,0,2,1,14,2021-09-16 12:15:00,14,1
03,03401,1,3,1,1,1,13,2021-09-16 12:15:00,13,1
03,03402,1,0,0,1,0,13,2021-09-16 12:15:00,13,0
03,03403,6,11,9,3,9,104,2021-09-16 12:15:00,86,5
