bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,2,0,2,4,37,2021-08-19 12:15:00,34,1
01,01002,5,5,3,3,44,118,2021-08-19 12:15:00,116,40
01,01003,2,2,2,2,23,110,2021-08-19 12:15:00,110,23
01,01004,1,0,0,1,4,21,2021-08-19 12:15:00,21,4
01,01051,1,0,0,1,2,36,2021-08-19 12:15:00,36,2
01,01053,2,0,0,2,3,13,2021-08-19 12:15:00,13,3
01,01054,3,0,0,3,8,16,2021-08-19 12:15:00,16,8
01,01055,3,1,0,3,10,36,2021-08-19 12:15:00,36,10
01,01056,2,0,0,2,1,36,2021-08-19 12:15:00,36,1
01,01057,1,1,0,1,6,6,2021-08-19 12:15:00,6,6
01,01058,5,1,0,3,18,24,2021-08-19 12:15:00,24,12
01,01059,1,0,0,1,3,21,2021-08-19 12:15:00,21,3
01,01060,3,1,0,3,22,63,2021-08-19 12:15:00,63,22
01,01061,3,0,0,1,4,39,2021-08-19 12:15:00,29,1
01,01062,3,0,0,3,2,26,2021-08-19 12:15:00,26,2
02,02000,33,35,22,23,120,523,2021-08-19 12:15:00,455,79
03,03101,7,2,2,5,27,105,2021-08-19 12:15:00,91,24
03,03102,2,0,0,2,9,20,2021-08-19 12:15:00,20,9
03,03103,3,0,0,1,9,27,2021-08-19 12:15:00,19,5
03,03151,1,2,2,1,0,11,2021-08-19 12:15:00,11,0
03,03153,3,0,0,3,6,23,2021-08-19 12:15:00,23,6
03,03154,1,0,0,1,4,12,2021-08-19 12:15:00,12,4
03,03155,2,0,0,2,4,16,2021-08-19 12:15:00,16,4
03,03157,1,1,1,1,3,9,2021-08-19 12:15:00,9,3
03,03158,1,1,1,1,4,12,2021-08-19 12:15:00,12,4
03,03159,8,5,4,7,25,124,2021-08-19 12:15:00,109,21
03,03241,16,2,1,15,35,190,2021-08-19 12:15:00,174,31
03,03251,3,0,0,3,5,11,2021-08-19 12:15:00,11,5
03,03252,6,1,0,4,10,60,2021-08-19 12:15:00,59,5
03,03254,7,3,1,4,21,54,2021-08-19 12:15:00,48,16
03,03255,1,0,0,1,5,9,2021-08-19 12:15:00,9,5
03,03256,1,0,0,1,10,14,2021-08-19 12:15:00,14,10
03,03257,1,1,0,1,2,25,2021-08-19 12:15:00,25,2
03,03351,2,0,0,1,14,23,2021-08-19 12:15:00,17,10
03,03352,2,0,0,2,4,8,2021-08-19 12:15:00,8,4
03,03353,3,1,1,3,2,32,2021-08-19 12:15:00,32,2
03,03354,1,0,0,1,0,6,2021-08-19 12:15:00,6,0
03,03355,3,0,0,1,12,34,2021-08-19 12:15:00,23,6
03,03356,3,0,0,2,8,6,2021-08-19 12:15:00,6,8
03,03357,3,1,0,2,5,23,2021-08-19 12:15:00,21,3
03,03358,2,0,0,2,1,18,2021-08-19 12:15:00,18,1
03,03359,3,1,1,2,5,28,2021-08-19 12:15:00,28,2
03,03360,2,0,0,2,3,73,2021-08-19 12:15:00,73,3
03,03361,2,1,0,2,3,11,2021-08-19 12:15:00,11,3
03,03401,1,1,1,1,1,15,2021-08-19 12:15:00,15,1
03,03402,1,0,0,1,3,11,2021-08-19 12:15:00,11,3
03,03403,6,1,1,3,10,111,2021-08-19 12:15:00,88,8
03,03404,4,5,4,3,18,98,2021-08-19 12:15:00,84,16
03,03405,2,0,0,1,14,18,2021-08-19 12:15:00,14,10
03,03451,3,0,0,2,4,29,2021-08-19 12:15:00,29,4
03,03452,4,0,0,3,7,29,2021-08-19 12:15:00,21,7
03,03453,3,0,0,3,8,15,2021-08-19 12:15:00,15,8
03,03454,10,2,2,6,20,65,2021-08-19 12:15:00,51,11
03,03455,2,0,0,2,8,25,2021-08-19 12:15:00,25,8
03,03456,1,0,0,1,2,23,2021-08-19 12:15:00,23,2
03,03457,6,1,0,4,12,17,2021-08-19 12:15:00,17,7
03,03458,1,0,0,1,2,5,2021-08-19 12:15:00,5,2
03,03459,7,0,0,6,23,75,2021-08-19 12:15:00,75,23
03,03460,5,0,0,3,16,18,2021-08-19 12:15:00,16,10
03,03461,2,0,0,2,6,9,2021-08-19 12:15:00,9,6
03,03462,1,0,0,1,0,8,2021-08-19 12:15:00,8,0
