bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,5,4,2,5,41,2021-03-15 12:15:00,38,2
01,01002,5,6,5,3,54,110,2021-03-15 12:15:00,108,50
01,01003,2,9,5,2,23,113,2021-03-15 12:15:00,113,23
01,01004,1,0,0,1,3,22,2021-03-15 12:15:00,22,3
01,01051,1,4,2,1,5,33,2021-03-15 12:15:00,33,5
01,01053,2,4,2,2,5,13,2021-03-15 12:15:00,13,5
01,01054,3,1,0,3,8,16,2021-03-15 12:15:00,16,8
01,01055,3,1,0,3,28,20,2021-03-15 12:15:00,20,28
01,01056,2,3,1,2,4,33,2021-03-15 12:15:00,33,4
01,01057,1,2,1,1,3,9,2021-03-15 12:15:00,9,3
01,01058,5,4,4,3,15,27,2021-03-15 12:15:00,26,10
01,01059,1,1,0,1,2,22,2021-03-15 12:15:00,22,2
01,01060,4,3,2,4,18,76,2021-03-15 12:15:00,76,18
01,01061,3,1,0,1,9,36,2021-03-15 12:15:00,25,7
01,01062,3,7,6,3,11,23,2021-03-15 12:15:00,23,11
02,02000,34,102,60,24,113,564,2021-03-15 12:15:00,499,67
03,03101,7,3,1,5,37,95,2021-03-15 12:15:00,82,33
03,03102,2,3,0,2,9,20,2021-03-15 12:15:00,20,9
03,03103,3,2,2,1,10,25,2021-03-15 12:15:00,19,7
03,03151,1,2,1,1,2,12,2021-03-15 12:15:00,12,2
03,03153,3,4,4,3,3,34,2021-03-15 12:15:00,34,3
03,03154,1,2,2,1,2,16,2021-03-15 12:15:00,16,2
03,03155,2,1,1,2,13,10,2021-03-15 12:15:00,10,13
03,03157,1,4,1,1,4,16,2021-03-15 12:15:00,16,4
03,03158,1,1,1,1,4,12,2021-03-15 12:15:00,12,4
03,03159,8,15,11,7,29,126,2021-03-15 12:15:00,114,22
03,03241,19,63,37,16,53,354,2021-03-15 12:15:00,316,46
03,03251,3,5,4,3,5,15,2021-03-15 12:15:00,15,5
03,03252,6,3,2,4,17,55,2021-03-15 12:15:00,53,13
03,03254,7,13,6,4,16,58,2021-03-15 12:15:00,53,11
03,03255,1,0,0,1,3,8,2021-03-15 12:15:00,8,3
03,03256,1,2,0,1,2,22,2021-03-15 12:15:00,22,2
03,03257,1,1,0,1,7,18,2021-03-15 12:15:00,18,7
03,03351,2,6,5,1,2,31,2021-03-15 12:15:00,23,1
03,03352,2,4,2,2,4,10,2021-03-15 12:15:00,10,4
03,03353,3,2,1,3,4,30,2021-03-15 12:15:00,30,4
03,03354,1,0,0,1,9,6,2021-03-15 12:15:00,6,9
03,03355,3,4,3,1,6,38,2021-03-15 12:15:00,24,4
03,03356,3,2,1,2,5,8,2021-03-15 12:15:00,8,5
03,03357,3,0,0,2,8,26,2021-03-15 12:15:00,24,6
03,03358,2,0,0,2,7,13,2021-03-15 12:15:00,13,7
03,03359,3,2,0,2,5,26,2021-03-15 12:15:00,26,2
03,03360,2,5,1,2,7,69,2021-03-15 12:15:00,69,7
03,03361,2,1,0,2,1,14,2021-03-15 12:15:00,14,1
03,03401,1,4,3,1,0,16,2021-03-15 12:15:00,16,0
03,03402,1,1,1,1,5,10,2021-03-15 12:15:00,10,5
03,03403,6,12,9,3,17,106,2021-03-15 12:15:00,90,6
03,03404,5,15,10,4,23,96,2021-03-15 12:15:00,83,20
03,03405,2,2,1,1,12,23,2021-03-15 12:15:00,20,7
03,03451,3,3,1,2,9,24,2021-03-15 12:15:00,24,9
03,03452,4,3,0,3,5,32,2021-03-15 12:15:00,26,3
