bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,1,2,5,35,2021-06-09 12:15:00,35,0
01,01002,5,3,2,3,48,116,2021-06-09 12:15:00,114,44
01,01003,2,5,3,2,28,105,2021-06-09 12:15:00,105,28
01,01004,1,0,0,1,3,22,2021-06-09 12:15:00,22,3
01,01051,1,3,3,1,4,34,2021-06-09 12:15:00,34,4
01,01053,2,0,0,2,2,16,2021-06-09 12:15:00,16,2
01,01054,3,0,0,3,6,18,2021-06-09 12:15:00,18,6
01,01055,3,0,0,3,6,45,2021-06-09 12:15:00,45,6
01,01056,2,0,0,2,3,34,2021-06-09 12:15:00,34,3
01,01057,1,3,3,1,5,7,2021-06-09 12:15:00,7,5
01,01058,5,1,0,3,15,27,2021-06-09 12:15:00,25,11
01,01059,1,0,0,1,4,20,2021-06-09 12:15:00,20,4
01,01060,3,2,1,3,30,55,2021-06-09 12:15:00,55,30
01,01061,3,0,0,1,16,27,2021-06-09 12:15:00,19,11
01,01062,3,0,0,3,6,28,2021-06-09 12:15:00,28,6
02,02000,32,33,27,22,130,491,2021-06-09 12:15:00,419,94
03,03101,7,2,2,5,22,110,2021-06-09 12:15:00,94,21
03,03102,2,0,0,2,9,20,2021-06-09 12:15:00,20,9
03,03103,3,0,0,1,5,28,2021-06-09 12:15:00,20,4
03,03151,1,1,1,1,0,10,2021-06-09 12:15:00,10,0
03,03153,3,2,1,3,7,20,2021-06-09 12:15:00,20,7
03,03154,1,2,1,1,0,18,2021-06-09 12:15:00,18,0
03,03155,2,0,0,2,2,17,2021-06-09 12:15:00,17,2
03,03157,1,0,0,1,3,12,2021-06-09 12:15:00,12,3
03,03158,1,0,0,1,3,13,2021-06-09 12:15:00,13,3
03,03159,8,18,12,7,30,124,2021-06-09 12:15:00,111,21
03,03241,19,21,16,16,55,342,2021-06-09 12:15:00,300,53
03,03251,3,0,0,3,4,13,2021-06-09 12:15:00,13,4
03,03252,6,0,0,4,12,62,2021-06-09 12:15:00,60,8
03,03254,7,0,0,4,17,58,2021-06-09 12:15:00,52,13
03,03255,1,0,0,1,4,7,2021-06-09 12:15:00,7,4
03,03256,1,0,0,1,3,21,2021-06-09 12:15:00,21,3
03,03257,1,1,0,1,5,22,2021-06-09 12:15:00,22,5
03,03351,2,1,1,1,8,25,2021-06-09 12:15:00,18,5
03,03352,2,0,0,2,7,5,2021-06-09 12:15:00,5,7
03,03353,3,1,0,3,4,30,2021-06-09 12:15:00,30,4
03,03354,1,0,0,1,3,7,2021-06-09 12:15:00,7,3
03,03355,3,0,0,1,6,37,2021-06-09 12:15:00,22,4
03,03356,3,1,1,2,5,11,2021-06-09 12:15:00,11,5
03,03357,3,0,0,2,11,21,2021-06-09 12:15:00,17,11
03,03358,2,0,0,2,9,10,2021-06-09 12:15:00,10,9
03,03359,3,2,1,2,4,32,2021-06-09 12:15:00,32,1
03,03360,2,2,2,2,5,71,2021-06-09 12:15:00,71,5
03,03361,2,1,0,2,3,12,2021-06-09 12:15:00,12,3
03,03401,1,1,1,1,0,14,2021-06-09 12:15:00,14,0
03,03402,1,1,1,1,1,16,2021-06-09 12:15:00,16,1
03,03403,6,6,4,3,18,99,2021-06-09 12:15:00,84,6
03,03404,4,4,3,3,24,94,2021-06-09 12:15:00,82,20
03,03405,2,0,0,1,5,22,2021-06-09 12:15:00,19,0
03,03451,3,0,0,2,5,28,2021-06-09 12:15:00,28,5
03,03452,4,1,0,3,7,29,2021-06-09 12:15:00,23,5
03,03453,3,1,0,3,8,13,2021-06-09 12:15:00,13,8
03,03454,10,2,1,6,32,59,2021-06-09 12:15:00,53,10
03,03455,2,0,0,2,3,30,2021-06-09 12:15:00,30,3
03,03456,1,1,0,1,0,25,2021-06-09 12:15:00,25,0
03,03457,6,3,1,4,5,24,2021-06-09 12:15:00,21,3
03,03458,1,0,0,1,0,10,2021-06-09 12:15:00,10,0
03,03459,7,1,0,6,17,84,2021-06-09 12:15:00,84,17
03,03460,5,1,1,3,3,31,2021-06-09 12:15:00,25,1
03,03461,2,0,0,2,5,10,2021-06-09 12:15:00,10,5
03,03462,1,0,0,1,0,8,2021-06-09 12:15:00,8,0
04,04011,10,12,6,9,8,154,2021-06-09 12:15:00,142,6
04,04012,4,2,2,3,8,43,2021-06-09 12:15:00,32,7
05,05111,14,16,10,11,31,269,2021-06-09 12:15:00,245,26
05,05112,16,8,7,9,30,175,2021-06-09 12:15:00,157,18
05,05113,15,14,12,12,34,337,2021-06-09 12:15:00,313,31
05,05114,7,5,4,4,10,77,2021-06-09 12:15:00,64,10
05,05116,6,2,0,4,12,79,2021-06-09 12:15:00,73,11
05,05117,2,6,4,2,0,32,2021-06-09 12:15:00,32,0
05,05119,7,3,2,4,18,63,2021-06-09 12:15:00,52,10
05,05120,1,2,0,1,0,26,2021-06-09 12:15:00,26,0
05,05122,4,7,7,3,8,68,2021-06-09 12:15:00,66,6
05,05124,7,8,6,5,25,123,2021-06-09 12:15:00,110,24
05,05154,8,5,5,5,20,53,2021-06-09 12:15:00,53,12
05,05158,7,5,2,6,14,55,2021-06-09 12:15:00,55,11
05,05162,7,8,5,5,14,88,2021-06-09 12:15:00,81,7
05,05166,4,3,1,4,5,31,2021-06-09 12:15:00,31,5
05,05170,11,6,5,8,38,91,2021-06-09 12:15:00,90,30
05,05314,18,14,10,11,28,266,2021-06-09 12:15:00,206,23
05,05315,31,45,30,18,32,421,2021-06-09 12:15:00,365,28
05,05316,5,2,1,2,20,58,2021-06-09 12:15:00,48,6
05,05334,13,27,25,7,28,278,2021-06-09 12:15:00,260,26
05,05358,7,4,3,5,6,63,2021-06-09 12:15:00,58,3
05,05362,7,7,4,7,20,60,2021-06-09 12:15:00,60,20
05,05366,3,1,1,3,1,27,2021-06-09 12:15:00,27,1
05,05370,3,3,2,3,4,33,2021-06-09 12:15:00,33,4
05,05374,6,1,1,6,19,63,2021-06-09 12:15:00,63,19
05,05378,4,4,2,4,1,39,2021-06-09 12:15:00,39,1
05,05382,7,5,5,6,10,76,2021-06-09 12:15:00,65,9
05,05512,2,1,1,2,7,36,2021-06-09 12:15:00,36,7
05,05513,7,6,4,4,23,80,2021-06-09 12:15:00,69,8
05,05515,9,2,2,7,39,204,2021-06-09 12:15:00,198,26
05,05554,6,3,1,5,19,50,2021-06-09 12:15:00,50,17
05,05558,5,1,1,3,5,29,2021-06-09 12:15:00,19,5
05,05562,15,9,5,14,37,192,2021-06-09 12:15:00,168,29
05,05566,7,2,2,5,30,73,2021-06-09 12:15:00,62,26
