bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,1,2,5,36,2021-09-27 12:15:00,34,1
01,01002,5,1,0,3,47,117,2021-09-27 12:15:00,116,42
01,01003,2,0,0,2,32,102,2021-09-27 12:15:00,102,32
01,01004,1,0,0,1,3,22,2021-09-27 12:15:00,22,3
01,01051,1,2,1,1,2,36,2021-09-27 12:15:00,36,2
01,01053,2,0,0,2,9,9,2021-09-27 12:15:00,9,9
01,01054,3,1,1,3,5,19,2021-09-27 12:15:00,19,5
01,01055,3,0,0,3,12,34,2021-09-27 12:15:00,34,12
01,01056,2,0,0,2,1,27,2021-09-27 12:15:00,27,1
01,01057,1,2,1,1,3,9,2021-09-27 12:15:00,9,3
01,01058,5,4,3,3,10,32,2021-09-27 12:15:00,30,6
01,01059,1,1,1,1,5,19,2021-09-27 12:15:00,19,5
01,01060,3,0,0,3,20,65,2021-09-27 12:15:00,65,20
01,01061,3,1,1,1,7,36,2021-09-27 12:15:00,24,6
01,01062,3,2,1,3,11,21,2021-09-27 12:15:00,21,11
02,02000,34,41,26,24,118,505,2021-09-27 12:15:00,437,79
03,03101,7,8,6,5,27,104,2021-09-27 12:15:00,88,26
03,03102,2,2,2,2,4,25,2021-09-27 12:15:00,25,4
03,03103,3,0,0,1,3,32,2021-09-27 12:15:00,24,0
03,03151,1,3,2,1,1,11,2021-09-27 12:15:00,11,1
03,03153,3,3,2,3,4,25,2021-09-27 12:15:00,25,4
03,03154,1,1,1,1,0,16,2021-09-27 12:15:00,16,0
03,03155,2,0,0,2,7,13,2021-09-27 12:15:00,13,7
03,03157,1,0,0,1,5,10,2021-09-27 12:15:00,10,5
03,03158,1,0,0,1,4,12,2021-09-27 12:15:00,12,4
03,03159,8,13,9,7,26,105,2021-09-27 12:15:00,90,24
03,03241,19,36,28,16,55,340,2021-09-27 12:15:00,292,44
03,03251,3,1,0,3,5,12,2021-09-27 12:15:00,12,5
03,03252,6,5,4,4,12,59,2021-09-27 12:15:00,58,7
03,03254,7,7,2,4,14,55,2021-09-27 12:15:00,45,14
03,03255,1,0,0,1,4,10,2021-09-27 12:15:00,10,4
03,03256,1,0,0,1,6,18,2021-09-27 12:15:00,18,6
03,03257,1,0,0,1,2,25,2021-09-27 12:15:00,25,2
03,03351,2,0,0,1,4,29,2021-09-27 12:15:00,21,2
03,03352,2,0,0,2,5,10,2021-09-27 12:15:00,10,5
03,03353,3,4,4,3,3,29,2021-09-27 12:15:00,29,3
03,03354,1,1,0,1,0,8,2021-09-27 12:15:00,8,0
03,03355,3,3,2,1,9,36,2021-09-27 12:15:00,24,4
03,03356,3,1,1,2,9,4,2021-09-27 12:15:00,4,9
03,03357,3,2,1,2,8,24,2021-09-27 12:15:00,23,5
03,03358,2,1,0,2,10,12,2021-09-27 12:15:00,12,10
03,03359,3,3,2,2,7,26,2021-09-27 12:15:00,26,4
03,03360,2,1,0,2,2,74,2021-09-27 12:15:00,74,2
03,03361,2,0,0,2,4,11,2021-09-27 12:15:00,11,4
03,03401,1,1,0,1,0,16,2021-09-27 12:15:00,16,0
03,03402,1,0,0,1,8,11,2021-09-27 12:15:00,11,8
03,03403,6,10,7,3,17,97,2021-09-27 12:15:00,77,13
03,03404,5,1,1,4,23,97,2021-09-27 12:15:00,85,19
03,03405,2,1,0,1,3,24,2021-09-27 12:15:00,19,0
03,03451,3,0,0,2,5,26,2021-09-27 12:15:00,26,5
03,03452,4,2,1,3,9,26,2021-09-27 12:15:00,21,6
03,03453,3,1,0,3,9,15,2021-09-27 12:15:00,15,9
03,03454,10,3,2,6,21,66,2021-09-27 12:15:00,48,14
03,03455,2,0,0,2,8,25,2021-09-27 12:15:00,25,8
03,03456,1,1,1,1,2,25,2021-09-27 12:15:00,25,2
03,03457,6,0,0,4,14,17,2021-09-27 12:15:00,17,9
03,03458,1,1,0,1,1,8,2021-09-27 12:15:00,8,1
03,03459,7,3,0,6,16,77,2021-09-27 12:15:00,77,16
03,03460,5,0,0,3,7,27,2021-09-27 12:15:00,21,5
03,03461,2,0,0,2,9,6,2021-09-27 12:15:00,6,9
03,03462,1,0,0,1,1,7,2021-09-27 12:15:00,7,1
04,04011,9,13,7,8,13,135,2021-09-27 12:15:00,123,9
04,04012,4,8,3,3,9,44,2021-09-27 12:15:00,36,3
05,05111,14,22,13,11,29,264,2021-09-27 12:15:00,239,25
05,05112,16,10,3,9,27,158,2021-09-27 12:15:00,135,21
05,05113,15,31,22,12,52,315,2021-09-27 12:15:00,292,48
05,05114,7,5,2,4,18,68,2021-09-27 12:15:00,57,17
05,05116,6,7,3,4,8,82,2021-09-27 12:15:00,76,7
05,05117,2,4,0,2,4,30,2021-09-27 12:15:00,30,4
05,05119,6,7,3,4,19,53,2021-09-27 12:15:00,42,11
05,05120,1,1,0,1,0,26,2021-09-27 12:15:00,26,0
05,05122,4,8,7,3,11,65,2021-09-27 12:15:00,61,11
05,05124,7,12,8,5,26,117,2021-09-27 12:15:00,107,22
05,05154,8,4,3,5,19,51,2021-09-27 12:15:00,50,12
05,05158,6,2,2,6,26,40,2021-09-27 12:15:00,40,26
