bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,2,2,2,5,36,2021-04-10 12:15:00,33,2
01,01002,5,7,6,3,58,108,2021-04-10 12:15:00,107,53
01,01003,2,5,4,2,31,104,2021-04-10 12:15:00,104,31
01,01004,1,1,0,1,2,23,2021-04-10 12:15:00,23,2
01,01051,1,1,0,1,2,36,2021-04-10 12:15:00,36,2
01,01053,2,1,1,2,0,18,2021-04-10 12:15:00,18,0
01,01054,3,1,1,3,7,17,2021-04-10 12:15:00,17,7
01,01055,3,1,0,3,14,33,2021-04-10 12:15:00,33,14
01,01056,2,3,0,2,3,30,2021-04-10 12:15:00,30,3
01,01057,1,2,0,1,3,9,2021-04-10 12:15:00,9,3
01,01058,5,5,5,3,13,29,2021-04-10 12:15:00,26,10
01,01059,1,0,0,1,7,17,2021-04-10 12:15:00,17,7
01,01060,4,5,5,4,27,62,2021-04-10 12:15:00,62,27
01,01061,3,4,2,1,12,31,2021-04-10 12:15:00,24,6
01,01062,3,2,1,3,3,31,2021-04-10 12:15:00,31,3
02,02000,34,107,69,24,112,561,2021-04-10 12:15:00,491,74
03,03101,7,13,6,5,32,100,2021-04-10 12:15:00,93,22
03,03102,2,8,5,2,8,21,2021-04-10 12:15:00,21,8
03,03103,3,4,1,1,4,36,2021-04-10 12:15:00,24,2
03,03151,1,7,3,1,0,12,2021-04-10 12:15:00,12,0
03,03153,3,3,3,3,4,25,2021-04-10 12:15:00,25,4
03,03154,1,5,4,1,1,17,2021-04-10 12:15:00,17,1
03,03155,2,0,0,2,5,16,2021-04-10 12:15:00,16,5
03,03157,1,3,1,1,6,15,2021-04-10 12:15:00,15,6
03,03158,1,1,1,1,4,12,2021-04-10 12:15:00,12,4
03,03159,8,26,18,7,25,133,2021-04-10 12:15:00,118,22
03,03241,19,58,36,16,41,339,2021-04-10 12:15:00,307,27
03,03251,3,1,1,3,5,12,2021-04-10 12:15:00,12,5
03,03252,6,5,3,4,10,60,2021-04-10 12:15:00,58,8
03,03254,7,7,1,4,22,53,2021-04-10 12:15:00,49,16
03,03255,1,1,0,1,1,10,2021-04-10 12:15:00,10,1
03,03256,1,3,2,1,5,19,2021-04-10 12:15:00,19,5
03,03257,1,6,0,1,0,24,2021-04-10 12:15:00,24,0
03,03351,2,7,3,1,2,27,2021-04-10 12:15:00,22,0
03,03352,2,4,3,2,4,10,2021-04-10 12:15:00,10,4
03,03353,3,6,5,3,4,30,2021-04-10 12:15:00,30,4
03,03354,1,1,1,1,3,5,2021-04-10 12:15:00,5,3
03,03355,3,6,5,1,5,35,2021-04-10 12:15:00,22,2
03,03356,3,1,1,2,2,12,2021-04-10 12:15:00,12,2
03,03357,3,4,0,2,5,27,2021-04-10 12:15:00,24,4
03,03358,2,3,2,2,3,14,2021-04-10 12:15:00,14,3
03,03359,3,6,2,2,3,30,2021-04-10 12:15:00,30,0
03,03360,2,2,2,2,5,71,2021-04-10 12:15:00,71,5
03,03361,2,2,0,2,4,12,2021-04-10 12:15:00,12,4
03,03401,1,2,1,1,1,14,2021-04-10 12:15:00,14,1
03,03402,1,3,1,1,3,16,2021-04-10 12:15:00,16,3
03,03403,6,19,13,3,14,108,2021-04-10 12:15:00,87,8
03,03404,5,20,16,4,21,103,2021-04-10 12:15:00,91,17
03,03405,2,2,1,1,8,22,2021-04-10 12:15:00,15,7
03,03451,3,2,2,2,5,28,2021-04-10 12:15:00,28,5
03,03452,4,4,0,3,11,27,2021-04-10 12:15:00,25,5
03,03453,3,5,1,3,3,22,2021-04-10 12:15:00,22,3
03,03454,10,14,7,6,25,63,2021-04-10 12:15:00,51,11
03,03455,2,3,0,2,9,24,2021-04-10 12:15:00,24,9
03,03456,1,5,3,1,5,20,2021-04-10 12:15:00,20,5
03,03457,6,8,4,4,12,20,2021-04-10 12:15:00,20,7
03,03458,1,2,1,1,0,7,2021-04-10 12:15:00,7,0
03,03459,7,2,1,6,16,81,2021-04-10 12:15:00,81,16
03,03460,5,6,5,3,9,23,2021-04-10 12:15:00,22,2
03,03461,2,3,2,2,2,11,2021-04-10 12:15:00,11,2
03,03462,1,1,1,1,1,7,2021-04-10 12:15:00,7,1
04,04011,10,39,21,9,13,134,2021-04-10 12:15:00,127,6
04,04012,4,13,9,3,9,44,2021-04-10 12:15:00,39,2
05,05111,14,44,25,11,29,271,2021-04-10 12:15:00,248,23
05,05112,16,42,23,9,23,183,2021-04-10 12:15:00,161,16
05,05113,15,48,37,12,45,336,2021-04-10 12:15:00,317,34
05,05114,7,11,4,4,15,74,2021-04-10 12:15:00,65,9
05,05116,6,16,9,4,12,82,2021-04-10 12:15:00,76,11
05,05117,2,7,3,2,9,27,2021-04-10 12:15:00,27,9
05,05119,7,17,6,4,10,69,2021-04-10 12:15:00,58,8
05,05120,1,10,5,1,4,26,2021-04-10 12:15:00,26,4
05,05122,4,14,10,3,7,69,2021-04-10 12:15:00,67,5
05,05124,7,33,29,5,15,130,2021-04-10 12:15:00,121,10
05,05154,8,7,2,5,18,53,2021-04-10 12:15:00,51,14
05,05158,7,16,6,6,5,60,2021-04-10 12:15:00,60,2
05,05162,7,14,9,5,17,84,2021-04-10 12:15:00,78,9
05,05166,4,11,1,4,5,27,2021-04-10 12:15:00,27,5
