bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,1,2,7,34,2021-09-28 12:15:00,32,3
01,01002,5,2,1,3,42,122,2021-09-28 12:15:00,121,37
01,01003,2,0,0,2,27,107,2021-09-28 12:15:00,107,27
01,01004,1,0,0,1,2,23,2021-09-28 12:15:00,23,2
01,01051,1,2,1,1,6,32,2021-09-28 12:15:00,32,6
01,01053,2,0,0,2,3,15,2021-09-28 12:15:00,15,3
01,01054,3,1,1,3,0,24,2021-09-28 12:15:00,24,0
01,01055,3,0,0,3,9,37,2021-09-28 12:15:00,37,9
01,01056,2,0,0,2,3,34,2021-09-28 12:15:00,34,3
01,01057,1,0,0,1,3,9,2021-09-28 12:15:00,9,3
01,01058,5,4,3,3,9,33,2021-09-28 12:15:00,30,6
01,01059,1,1,1,1,5,19,2021-09-28 12:15:00,19,5
01,01060,3,0,0,3,21,64,2021-09-28 12:15:00,64,21
01,01061,3,1,1,1,7,36,2021-09-28 12:15:00,25,5
01,01062,3,2,0,3,3,29,2021-09-28 12:15:00,29,3
02,02000,34,41,25,24,123,497,2021-09-28 12:15:00,428,85
03,03101,7,8,6,5,24,107,2021-09-28 12:15:00,91,23
03,03102,2,2,2,2,2,27,2021-09-28 12:15:00,27,2
03,03103,3,0,0,1,9,26,2021-09-28 12:15:00,20,4
03,03151,1,3,1,1,0,12,2021-09-28 12:15:00,12,0
03,03153,3,3,2,3,4,25,2021-09-28 12:15:00,25,4
03,03154,1,2,2,1,0,16,2021-09-28 12:15:00,16,0
03,03155,2,0,0,2,4,18,2021-09-28 12:15:00,18,4
03,03157,1,0,0,1,3,12,2021-09-28 12:15:00,12,3
03,03158,1,0,0,1,5,11,2021-09-28 12:15:00,11,5
03,03159,8,11,9,7,29,112,2021-09-28 12:15:00,95,26
03,03241,19,37,28,16,46,344,2021-09-28 12:15:00,296,35
03,03251,3,1,0,3,5,12,2021-09-28 12:15:00,12,5
03,03252,6,5,4,4,8,64,2021-09-28 12:15:00,64,2
03,03254,7,6,2,4,9,66,2021-09-28 12:15:00,54,6
03,03255,1,0,0,1,1,13,2021-09-28 12:15:00,13,1
03,03256,1,0,0,1,2,22,2021-09-28 12:15:00,22,2
03,03257,1,0,0,1,5,22,2021-09-28 12:15:00,22,5
03,03351,2,0,0,1,7,26,2021-09-28 12:15:00,18,5
