bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,0,2,3,38,2021-08-16 12:15:00,32,3
01,01002,5,3,3,3,54,108,2021-08-16 12:15:00,108,48
01,01003,2,3,3,2,21,113,2021-08-16 12:15:00,113,21
01,01004,1,0,0,1,4,21,2021-08-16 12:15:00,21,4
01,01051,1,0,0,1,2,36,2021-08-16 12:15:00,36,2
01,01053,2,0,0,2,7,11,2021-08-16 12:15:00,11,7
01,01054,3,0,0,3,7,17,2021-08-16 12:15:00,17,7
01,01055,3,1,0,3,10,36,2021-08-16 12:15:00,36,10
01,01056,2,0,0,2,0,32,2021-08-16 12:15:00,32,0
01,01057,1,2,0,1,6,6,2021-08-16 12:15:00,6,6
01,01058,5,1,0,3,14,28,2021-08-16 12:15:00,24,12
01,01059,1,0,0,1,3,21,2021-08-16 12:15:00,21,3
01,01060,3,1,1,3,26,59,2021-08-16 12:15:00,59,26
01,01061,3,2,0,1,9,34,2021-08-16 12:15:00,23,7
01,01062,3,0,0,3,8,20,2021-08-16 12:15:00,20,8
02,02000,33,26,15,23,127,510,2021-08-16 12:15:00,438,90
03,03101,7,2,2,5,33,97,2021-08-16 12:15:00,83,30
03,03102,2,0,0,2,12,17,2021-08-16 12:15:00,17,12
03,03103,3,0,0,1,3,33,2021-08-16 12:15:00,24,0
03,03151,1,0,0,1,1,9,2021-08-16 12:15:00,9,1
03,03153,3,0,0,3,2,26,2021-08-16 12:15:00,26,2
03,03154,1,0,0,1,6,10,2021-08-16 12:15:00,10,6
03,03155,2,0,0,2,9,11,2021-08-16 12:15:00,11,9
03,03157,1,1,1,1,2,13,2021-08-16 12:15:00,13,2
03,03158,1,1,1,1,4,12,2021-08-16 12:15:00,12,4
03,03159,8,6,4,7,29,113,2021-08-16 12:15:00,100,26
03,03241,16,0,0,15,36,180,2021-08-16 12:15:00,167,29
03,03251,3,0,0,3,6,10,2021-08-16 12:15:00,10,6
03,03252,6,1,0,4,13,59,2021-08-16 12:15:00,58,8
03,03254,7,3,0,4,23,50,2021-08-16 12:15:00,43,19
03,03255,1,0,0,1,9,5,2021-08-16 12:15:00,5,9
03,03256,1,0,0,1,3,21,2021-08-16 12:15:00,21,3
03,03257,1,0,0,1,2,25,2021-08-16 12:15:00,25,2
03,03351,2,0,0,1,11,26,2021-08-16 12:15:00,20,7
03,03352,2,0,0,2,4,8,2021-08-16 12:15:00,8,4
03,03353,3,1,1,3,4,30,2021-08-16 12:15:00,30,4
03,03354,1,0,0,1,1,5,2021-08-16 12:15:00,5,1
03,03355,3,0,0,1,18,28,2021-08-16 12:15:00,14,15
03,03356,3,0,0,2,8,6,2021-08-16 12:15:00,6,8
03,03357,3,0,0,2,4,26,2021-08-16 12:15:00,23,3
03,03358,2,0,0,2,5,14,2021-08-16 12:15:00,14,5
