bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,0,2,2,39,2021-07-14 12:15:00,34,1
01,01002,5,1,1,3,46,118,2021-07-14 12:15:00,115,43
01,01003,2,3,2,2,31,102,2021-07-14 12:15:00,102,31
01,01004,1,0,0,1,0,25,2021-07-14 12:15:00,25,0
01,01051,1,0,0,1,1,37,2021-07-14 12:15:00,37,1
01,01053,2,0,0,2,9,13,2021-07-14 12:15:00,13,9
01,01054,3,0,0,3,4,20,2021-07-14 12:15:00,20,4
01,01055,3,0,0,3,13,38,2021-07-14 12:15:00,38,13
01,01056,2,0,0,2,4,33,2021-07-14 12:15:00,33,4
01,01057,1,0,0,1,7,5,2021-07-14 12:15:00,5,7
01,01058,5,0,0,3,10,30,2021-07-14 12:15:00,27,7
01,01059,1,0,0,1,4,20,2021-07-14 12:15:00,20,4
01,01060,3,0,0,3,22,63,2021-07-14 12:15:00,63,22
01,01061,3,0,0,1,11,32,2021-07-14 12:15:00,27,3
01,01062,3,0,0,3,3,29,2021-07-14 12:15:00,29,3
02,02000,33,19,14,23,135,501,2021-07-14 12:15:00,433,95
03,03101,7,0,0,5,28,104,2021-07-14 12:15:00,92,23
03,03102,2,0,0,2,6,23,2021-07-14 12:15:00,23,6
03,03103,3,0,0,1,7,26,2021-07-14 12:15:00,21,3
03,03151,1,0,0,1,0,10,2021-07-14 12:15:00,10,0
03,03153,3,0,0,3,4,25,2021-07-14 12:15:00,25,4
03,03154,1,0,0,1,1,17,2021-07-14 12:15:00,17,1
03,03155,2,0,0,2,4,16,2021-07-14 12:15:00,16,4
03,03157,1,0,0,1,2,17,2021-07-14 12:15:00,17,2
03,03158,1,0,0,1,4,12,2021-07-14 12:15:00,12,4
03,03159,8,9,4,7,30,123,2021-07-14 12:15:00,108,28
03,03241,16,2,2,15,27,191,2021-07-14 12:15:00,171,26
03,03251,3,0,0,3,5,12,2021-07-14 12:15:00,12,5
03,03252,6,3,2,4,17,57,2021-07-14 12:15:00,57,11
03,03254,7,0,0,4,14,62,2021-07-14 12:15:00,55,10
03,03255,1,0,0,1,3,6,2021-07-14 12:15:00,6,3
03,03256,1,0,0,1,16,8,2021-07-14 12:15:00,8,16
03,03257,1,0,0,1,12,15,2021-07-14 12:15:00,15,12
03,03351,2,1,0,1,4,27,2021-07-14 12:15:00,21,0
03,03352,2,0,0,2,3,9,2021-07-14 12:15:00,9,3
03,03353,3,1,1,3,3,31,2021-07-14 12:15:00,31,3
03,03354,1,0,0,1,0,9,2021-07-14 12:15:00,9,0
03,03355,3,0,0,1,9,36,2021-07-14 12:15:00,21,8
03,03356,3,0,0,2,6,12,2021-07-14 12:15:00,12,6
03,03357,3,0,0,2,11,21,2021-07-14 12:15:00,21,7
03,03358,2,0,0,2,0,19,2021-07-14 12:15:00,19,0
03,03359,3,0,0,2,9,24,2021-07-14 12:15:00,24,6
03,03360,2,0,0,2,6,70,2021-07-14 12:15:00,70,6
03,03361,2,0,0,2,3,12,2021-07-14 12:15:00,12,3
03,03401,1,1,1,1,0,16,2021-07-14 12:15:00,16,0
03,03402,1,0,0,1,2,10,2021-07-14 12:15:00,10,2
03,03403,6,0,0,3,10,105,2021-07-14 12:15:00,84,8
03,03404,4,0,0,3,19,94,2021-07-14 12:15:00,80,17
03,03405,2,0,0,1,12,20,2021-07-14 12:15:00,18,6
03,03451,3,0,0,2,3,30,2021-07-14 12:15:00,30,3
03,03452,4,0,0,3,10,25,2021-07-14 12:15:00,23,4
03,03453,3,0,0,3,6,18,2021-07-14 12:15:00,18,6
03,03454,10,0,0,6,32,56,2021-07-14 12:15:00,45,19
03,03455,2,0,0,2,7,26,2021-07-14 12:15:00,26,7
03,03456,1,0,0,1,5,20,2021-07-14 12:15:00,20,5
03,03457,6,0,0,4,11,18,2021-07-14 12:15:00,18,6
03,03458,1,0,0,1,1,6,2021-07-14 12:15:00,6,1
03,03459,7,0,0,6,18,78,2021-07-14 12:15:00,78,18
03,03460,5,0,0,3,6,28,2021-07-14 12:15:00,23,3
03,03461,2,0,0,2,5,10,2021-07-14 12:15:00,10,5
03,03462,1,0,0,1,0,8,2021-07-14 12:15:00,8,0
04,04011,9,1,1,8,19,148,2021-07-14 12:15:00,137,12
