bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,3,2,2,5,37,2021-04-14 12:15:00,34,2
01,01002,5,9,7,3,49,115,2021-04-14 12:15:00,114,44
01,01003,2,6,3,2,25,111,2021-04-14 12:15:00,111,25
01,01004,1,1,0,1,3,22,2021-04-14 12:15:00,22,3
01,01051,1,0,0,1,2,36,2021-04-14 12:15:00,36,2
01,01053,2,2,1,2,4,14,2021-04-14 12:15:00,14,4
01,01054,3,1,1,3,9,15,2021-04-14 12:15:00,15,9
01,01055,3,0,0,3,13,35,2021-04-14 12:15:00,35,13
01,01056,2,4,1,2,1,36,2021-04-14 12:15:00,36,1
01,01057,1,2,0,1,5,7,2021-04-14 12:15:00,7,5
01,01058,5,3,2,3,15,27,2021-04-14 12:15:00,26,10
01,01059,1,1,0,1,3,21,2021-04-14 12:15:00,21,3
01,01060,4,4,2,4,30,64,2021-04-14 12:15:00,64,30
01,01061,3,4,2,1,10,32,2021-04-14 12:15:00,24,6
01,01062,3,3,3,3,4,30,2021-04-14 12:15:00,30,4
02,02000,34,105,61,24,116,557,2021-04-14 12:15:00,483,82
03,03101,7,10,6,5,26,106,2021-04-14 12:15:00,96,19
03,03102,2,7,5,2,3,26,2021-04-14 12:15:00,26,3
03,03103,3,4,3,1,6,29,2021-04-14 12:15:00,24,2
03,03151,1,5,2,1,2,10,2021-04-14 12:15:00,10,2
03,03153,3,3,3,3,5,26,2021-04-14 12:15:00,26,5
03,03154,1,6,6,1,2,16,2021-04-14 12:15:00,16,2
03,03155,2,1,1,2,6,13,2021-04-14 12:15:00,13,6
03,03157,1,3,2,1,4,16,2021-04-14 12:15:00,16,4
03,03158,1,3,3,1,1,15,2021-04-14 12:15:00,15,1
03,03159,8,31,20,7,21,140,2021-04-14 12:15:00,121,19
03,03241,19,56,37,16,42,359,2021-04-14 12:15:00,325,31
03,03251,3,1,0,3,3,14,2021-04-14 12:15:00,14,3
03,03252,6,8,4,4,15,59,2021-04-14 12:15:00,57,11
03,03254,7,7,2,4,12,61,2021-04-14 12:15:00,56,7
03,03255,1,1,0,1,2,9,2021-04-14 12:15:00,9,2
03,03256,1,2,2,1,5,19,2021-04-14 12:15:00,19,5
03,03257,1,8,1,1,1,21,2021-04-14 12:15:00,21,1
03,03351,2,6,3,1,0,31,2021-04-14 12:15:00,24,0
03,03352,2,3,2,2,4,10,2021-04-14 12:15:00,10,4
03,03353,3,5,4,3,6,28,2021-04-14 12:15:00,28,6
03,03354,1,1,1,1,0,4,2021-04-14 12:15:00,4,0
03,03355,3,5,5,1,6,35,2021-04-14 12:15:00,22,2
03,03356,3,1,1,2,1,13,2021-04-14 12:15:00,13,1
03,03357,3,5,0,2,7,25,2021-04-14 12:15:00,23,5
03,03358,2,4,2,2,6,12,2021-04-14 12:15:00,12,6
03,03359,3,5,3,2,4,27,2021-04-14 12:15:00,27,1
03,03360,2,3,3,2,2,74,2021-04-14 12:15:00,74,2
03,03361,2,2,0,2,5,9,2021-04-14 12:15:00,9,5
03,03401,1,3,1,1,1,15,2021-04-14 12:15:00,15,1
03,03402,1,1,1,1,4,15,2021-04-14 12:15:00,15,4
03,03403,6,17,11,3,4,120,2021-04-14 12:15:00,95,2
03,03404,5,23,15,4,22,110,2021-04-14 12:15:00,103,13
03,03405,2,4,1,1,5,25,2021-04-14 12:15:00,19,3
03,03451,3,2,2,2,3,30,2021-04-14 12:15:00,30,3
03,03452,4,6,1,3,8,29,2021-04-14 12:15:00,24,5
03,03453,3,5,1,3,5,18,2021-04-14 12:15:00,18,5
03,03454,10,10,7,6,32,62,2021-04-14 12:15:00,53,15
03,03455,2,2,0,2,10,23,2021-04-14 12:15:00,23,10
03,03456,1,5,3,1,3,22,2021-04-14 12:15:00,22,3
03,03457,6,6,1,4,12,20,2021-04-14 12:15:00,20,7
03,03458,1,2,1,1,1,6,2021-04-14 12:15:00,6,1
03,03459,7,3,2,6,18,85,2021-04-14 12:15:00,85,18
03,03460,5,5,2,3,9,25,2021-04-14 12:15:00,24,2
03,03461,2,3,1,2,2,11,2021-04-14 12:15:00,11,2
03,03462,1,1,1,1,1,7,2021-04-14 12:15:00,7,1
04,04011,10,38,24,9,17,148,2021-04-14 12:15:00,140,11
04,04012,4,11,7,3,12,43,2021-04-14 12:15:00,38,5
05,05111,14,44,26,11,24,275,2021-04-14 12:15:00,253,17
05,05112,16,36,25,9,30,180,2021-04-14 12:15:00,164,17
05,05113,15,50,40,12,37,349,2021-04-14 12:15:00,327,29
05,05114,7,14,6,4,14,77,2021-04-14 12:15:00,64,12
05,05116,6,16,8,4,6,86,2021-04-14 12:15:00,80,5
05,05117,2,7,3,2,2,34,2021-04-14 12:15:00,34,2
05,05119,7,19,7,4,6,74,2021-04-14 12:15:00,63,4
05,05120,1,8,5,1,4,26,2021-04-14 12:15:00,26,4
05,05122,4,16,9,3,11,63,2021-04-14 12:15:00,60,10
05,05124,7,33,27,5,22,123,2021-04-14 12:15:00,114,17
05,05154,8,9,5,5,16,57,2021-04-14 12:15:00,56,9
05,05158,7,12,6,6,11,58,2021-04-14 12:15:00,58,8
05,05162,7,11,9,5,16,88,2021-04-14 12:15:00,83,7
05,05166,4,14,3,4,3,31,2021-04-14 12:15:00,31,3
05,05170,11,19,13,8,39,95,2021-04-14 12:15:00,94,31
05,05314,18,38,32,11,14,278,2021-04-14 12:15:00,217,12
05,05315,31,114,74,18,31,428,2021-04-14 12:15:00,373,26
05,05316,5,13,7,2,11,79,2021-04-14 12:15:00,63,3
05,05334,13,26,18,7,29,275,2021-04-14 12:15:00,259,27
05,05358,7,14,9,5,15,54,2021-04-14 12:15:00,49,12
05,05362,7,13,7,7,18,64,2021-04-14 12:15:00,64,18
05,05366,3,4,2,3,5,22,2021-04-14 12:15:00,22,5
05,05370,3,5,2,3,1,36,2021-04-14 12:15:00,36,1
05,05374,6,16,10,6,17,69,2021-04-14 12:15:00,69,17
05,05378,4,10,8,4,2,36,2021-04-14 12:15:00,36,2
05,05382,7,20,13,6,5,79,2021-04-14 12:15:00,69,2
05,05512,2,2,0,2,8,32,2021-04-14 12:15:00,32,8
05,05513,7,9,7,4,22,82,2021-04-14 12:15:00,71,7
05,05515,9,17,14,7,12,253,2021-04-14 12:15:00,239,12
05,05554,6,20,13,5,17,60,2021-04-14 12:15:00,60,15
05,05558,5,4,0,3,4,29,2021-04-14 12:15:00,19,4
05,05562,15,39,18,14,35,187,2021-04-14 12:15:00,166,24
05,05566,7,11,2,5,29,71,2021-04-14 12:15:00,64,21
05,05570,6,10,3,5,9,37,2021-04-14 12:15:00,36,8
05,05711,6,19,12,4,18,140,2021-04-14 12:15:00,115,17
05,05754,4,16,7,4,3,47,2021-04-14 12:15:00,47,3
05,05758,5,9,7,3,10,52,2021-04-14 12:15:00,44,8
05,05762,6,3,2,5,5,30,2021-04-14 12:15:00,26,5
05,05766,2,9,6,2,3,47,2021-04-14 12:15:00,47,3
05,05770,9,19,13,6,27,188,2021-04-14 12:15:00,166,23
05,05774,7,23,18,5,10,87,2021-04-14 12:15:00,75,7
05,05911,8,26,11,6,25,164,2021-04-14 12:15:00,153,15
05,05913,9,31,19,9,20,268,2021-04-14 12:15:00,268,20
05,05914,7,20,12,5,11,81,2021-04-14 12:15:00,76,6
05,05915,7,6,3,5,18,71,2021-04-14 12:15:00,58,9
05,05916,4,19,14,4,3,60,2021-04-14 12:15:00,60,3
05,05954,8,17,8,6,33,108,2021-04-14 12:15:00,79,25
05,05958,10,9,2,9,32,73,2021-04-14 12:15:00,72,25
05,05962,10,25,10,8,17,102,2021-04-14 12:15:00,100,11
05,05966,3,3,2,3,8,20,2021-04-14 12:15:00,20,8
05,05970,8,17,10,7,23,118,2021-04-14 12:15:00,100,15
05,05974,9,6,1,7,19,65,2021-04-14 12:15:00,58,16
05,05978,8,13,7,8,4,108,2021-04-14 12:15:00,108,4
06,06411,7,12,7,4,17,90,2021-04-14 12:15:00,56,6
06,06412,17,87,34,12,31,263,2021-04-14 12:15:00,238,27
06,06413,4,19,8,2,9,91,2021-04-14 12:15:00,82,5
06,06414,6,24,11,4,14,90,2021-04-14 12:15:00,81,12
06,06431,5,8,4,5,0,41,2021-04-14 12:15:00,41,0
06,06432,2,16,11,2,2,24,2021-04-14 12:15:00,24,2
06,06433,2,10,3,2,0,22,2021-04-14 12:15:00,22,0
06,06434,2,7,2,2,3,24,2021-04-14 12:15:00,24,3
06,06435,7,18,8,4,12,71,2021-04-14 12:15:00,65,4
06,06436,2,12,4,2,0,33,2021-04-14 12:15:00,33,0
06,06437,2,23,10,2,0,126,2021-04-14 12:15:00,126,0
06,06438,2,12,10,2,2,19,2021-04-14 12:15:00,19,2
06,06439,2,6,2,2,1,15,2021-04-14 12:15:00,15,1
06,06440,5,14,10,5,0,67,2021-04-14 12:15:00,67,0
06,06531,6,44,32,4,17,221,2021-04-14 12:15:00,200,13
06,06532,2,0,0,2,8,42,2021-04-14 12:15:00,42,8
