bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,0,2,6,35,2021-10-02 12:15:00,33,2
01,01002,5,4,4,3,41,123,2021-10-02 12:15:00,120,38
01,01003,2,1,0,2,36,97,2021-10-02 12:15:00,97,36
01,01004,1,0,0,1,5,20,2021-10-02 12:15:00,20,5
01,01051,1,2,2,1,4,34,2021-10-02 12:15:00,34,4
01,01053,2,0,0,2,5,13,2021-10-02 12:15:00,13,5
01,01054,3,2,1,3,4,20,2021-10-02 12:15:00,20,4
01,01055,3,0,0,3,8,37,2021-10-02 12:15:00,37,8
01,01056,2,0,0,2,7,26,2021-10-02 12:15:00,26,7
01,01057,1,1,0,1,3,9,2021-10-02 12:15:00,9,3
01,01058,5,5,3,3,9,33,2021-10-02 12:15:00,31,5
01,01059,1,1,1,1,6,18,2021-10-02 12:15:00,18,6
01,01060,3,0,0,3,25,55,2021-10-02 12:15:00,55,25
01,01061,3,3,1,1,9,34,2021-10-02 12:15:00,22,8
01,01062,3,4,1,3,3,29,2021-10-02 12:15:00,29,3
02,02000,33,34,21,23,80,519,2021-10-02 12:15:00,441,52
03,03101,7,4,3,5,29,100,2021-10-02 12:15:00,85,27
03,03102,2,3,2,2,2,27,2021-10-02 12:15:00,27,2
03,03103,3,0,0,1,4,30,2021-10-02 12:15:00,22,2
03,03151,1,1,1,1,0,12,2021-10-02 12:15:00,12,0
03,03153,3,4,1,3,0,29,2021-10-02 12:15:00,29,0
03,03154,1,2,2,1,2,14,2021-10-02 12:15:00,14,2
03,03155,2,0,0,2,2,16,2021-10-02 12:15:00,16,2
03,03157,1,0,0,1,1,14,2021-10-02 12:15:00,14,1
03,03158,1,0,0,1,5,11,2021-10-02 12:15:00,11,5
03,03159,8,7,7,7,25,112,2021-10-02 12:15:00,100,17
03,03241,19,35,25,16,34,342,2021-10-02 12:15:00,295,26
03,03251,3,0,0,3,6,11,2021-10-02 12:15:00,11,6
03,03252,6,6,4,4,17,54,2021-10-02 12:15:00,54,12
03,03254,7,1,1,4,17,55,2021-10-02 12:15:00,45,14
03,03255,1,1,0,1,0,11,2021-10-02 12:15:00,11,0
03,03256,1,1,0,1,2,12,2021-10-02 12:15:00,12,2
03,03257,1,0,0,1,6,21,2021-10-02 12:15:00,21,6
03,03351,2,1,1,1,7,26,2021-10-02 12:15:00,18,5
03,03352,2,0,0,2,6,9,2021-10-02 12:15:00,9,6
03,03353,3,5,4,3,4,28,2021-10-02 12:15:00,28,4
