bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,1,2,9,31,2021-06-12 12:15:00,31,4
01,01002,5,2,1,3,41,123,2021-06-12 12:15:00,120,38
01,01003,2,5,3,2,35,99,2021-06-12 12:15:00,99,35
01,01004,1,0,0,1,3,22,2021-06-12 12:15:00,22,3
01,01051,1,3,3,1,3,35,2021-06-12 12:15:00,35,3
01,01053,2,0,0,2,4,15,2021-06-12 12:15:00,15,4
01,01054,3,0,0,3,10,14,2021-06-12 12:15:00,14,10
01,01055,3,0,0,3,12,39,2021-06-12 12:15:00,39,12
01,01056,2,0,0,2,12,25,2021-06-12 12:15:00,25,12
01,01057,1,3,3,1,5,7,2021-06-12 12:15:00,7,5
01,01058,5,1,1,3,10,32,2021-06-12 12:15:00,28,8
01,01059,1,0,0,1,7,17,2021-06-12 12:15:00,17,7
01,01060,3,3,3,3,27,53,2021-06-12 12:15:00,53,27
01,01061,3,0,0,1,9,34,2021-06-12 12:15:00,26,4
01,01062,3,2,0,3,5,27,2021-06-12 12:15:00,27,5
02,02000,33,31,26,23,111,523,2021-06-12 12:15:00,453,76
03,03101,7,2,2,5,26,106,2021-06-12 12:15:00,90,25
03,03102,2,0,0,2,6,23,2021-06-12 12:15:00,23,6
03,03103,3,0,0,1,1,32,2021-06-12 12:15:00,23,1
03,03151,1,1,0,1,0,10,2021-06-12 12:15:00,10,0
03,03153,3,0,0,3,7,20,2021-06-12 12:15:00,20,7
03,03154,1,2,1,1,3,15,2021-06-12 12:15:00,15,3
03,03155,2,0,0,2,4,14,2021-06-12 12:15:00,14,4
03,03157,1,0,0,1,2,13,2021-06-12 12:15:00,13,2
03,03158,1,0,0,1,3,13,2021-06-12 12:15:00,13,3
03,03159,8,14,10,7,27,124,2021-06-12 12:15:00,110,19
03,03241,19,17,12,16,45,337,2021-06-12 12:15:00,298,44
03,03251,3,0,0,3,5,11,2021-06-12 12:15:00,11,5
03,03252,6,0,0,4,16,56,2021-06-12 12:15:00,55,11
03,03254,7,0,0,4,15,60,2021-06-12 12:15:00,52,13
03,03255,1,0,0,1,4,7,2021-06-12 12:15:00,7,4
03,03256,1,0,0,1,2,22,2021-06-12 12:15:00,22,2
03,03257,1,1,0,1,5,22,2021-06-12 12:15:00,22,5
03,03351,2,1,1,1,7,26,2021-06-12 12:15:00,19,4
03,03352,2,0,0,2,7,5,2021-06-12 12:15:00,5,7
03,03353,3,0,0,3,4,30,2021-06-12 12:15:00,30,4
03,03354,1,0,0,1,0,6,2021-06-12 12:15:00,6,0
03,03355,3,1,0,1,13,33,2021-06-12 12:15:00,21,8
03,03356,3,0,0,2,5,11,2021-06-12 12:15:00,11,5
03,03357,3,0,0,2,7,25,2021-06-12 12:15:00,21,7
03,03358,2,0,0,2,6,12,2021-06-12 12:15:00,12,6
03,03359,3,2,1,2,3,30,2021-06-12 12:15:00,30,0
03,03360,2,2,2,2,5,71,2021-06-12 12:15:00,71,5
03,03361,2,1,0,2,4,11,2021-06-12 12:15:00,11,4
03,03401,1,1,1,1,0,13,2021-06-12 12:15:00,13,0
03,03402,1,2,1,1,5,12,2021-06-12 12:15:00,12,5
03,03403,6,6,3,3,14,105,2021-06-12 12:15:00,89,3
03,03404,4,2,1,3,16,99,2021-06-12 12:15:00,86,13
03,03405,2,0,0,1,5,30,2021-06-12 12:15:00,26,1
