bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,10,5,2,7,33,2021-03-19 12:15:00,31,3
01,01002,5,5,3,3,43,121,2021-03-19 12:15:00,120,38
01,01003,2,5,3,2,23,113,2021-03-19 12:15:00,113,23
01,01004,1,0,0,1,5,20,2021-03-19 12:15:00,20,5
01,01051,1,2,1,1,4,34,2021-03-19 12:15:00,34,4
01,01053,2,5,2,2,5,13,2021-03-19 12:15:00,13,5
01,01054,3,1,0,3,8,16,2021-03-19 12:15:00,16,8
01,01055,3,1,0,3,19,29,2021-03-19 12:15:00,29,19
01,01056,2,1,1,2,1,36,2021-03-19 12:15:00,36,1
01,01057,1,1,1,1,3,9,2021-03-19 12:15:00,9,3
01,01058,5,7,4,3,13,29,2021-03-19 12:15:00,28,8
01,01059,1,0,0,1,5,19,2021-03-19 12:15:00,19,5
01,01060,4,4,4,4,20,69,2021-03-19 12:15:00,69,20
01,01061,3,2,0,1,6,39,2021-03-19 12:15:00,28,4
01,01062,3,5,3,3,8,26,2021-03-19 12:15:00,26,8
02,02000,34,89,60,24,115,575,2021-03-19 12:15:00,512,67
03,03101,7,1,0,5,21,111,2021-03-19 12:15:00,97,18
03,03102,2,4,2,2,6,23,2021-03-19 12:15:00,23,6
03,03103,3,1,1,1,10,25,2021-03-19 12:15:00,18,8
03,03151,1,4,0,1,4,10,2021-03-19 12:15:00,10,4
03,03153,3,2,2,3,4,33,2021-03-19 12:15:00,33,4
03,03154,1,3,3,1,1,17,2021-03-19 12:15:00,17,1
03,03155,2,1,1,2,4,14,2021-03-19 12:15:00,14,4
03,03157,1,2,0,1,8,13,2021-03-19 12:15:00,13,8
03,03158,1,1,1,1,4,12,2021-03-19 12:15:00,12,4
03,03159,8,23,14,7,29,129,2021-03-19 12:15:00,114,22
03,03241,19,54,34,16,33,367,2021-03-19 12:15:00,328,27
03,03251,3,2,2,3,8,10,2021-03-19 12:15:00,10,8
03,03252,6,4,2,4,17,57,2021-03-19 12:15:00,57,11
03,03254,7,13,6,4,12,65,2021-03-19 12:15:00,58,9
03,03255,1,0,0,1,0,11,2021-03-19 12:15:00,11,0
03,03256,1,0,0,1,7,17,2021-03-19 12:15:00,17,7
03,03257,1,2,0,1,0,25,2021-03-19 12:15:00,25,0
03,03351,2,10,6,1,5,24,2021-03-19 12:15:00,20,2
03,03352,2,3,3,2,4,8,2021-03-19 12:15:00,8,4
03,03353,3,4,2,3,2,32,2021-03-19 12:15:00,32,2
03,03354,1,0,0,1,8,7,2021-03-19 12:15:00,7,8
03,03355,3,3,3,1,9,35,2021-03-19 12:15:00,22,6
03,03356,3,2,0,2,2,11,2021-03-19 12:15:00,11,2
03,03357,3,2,0,2,8,26,2021-03-19 12:15:00,24,6
03,03358,2,2,0,2,2,18,2021-03-19 12:15:00,18,2
03,03359,3,2,0,2,7,24,2021-03-19 12:15:00,24,4
