bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,3,3,2,10,31,2021-03-26 12:15:00,30,5
01,01002,5,11,8,3,51,115,2021-03-26 12:15:00,113,47
01,01003,2,5,3,2,28,108,2021-03-26 12:15:00,108,28
01,01004,1,1,0,1,4,21,2021-03-26 12:15:00,21,4
01,01051,1,0,0,1,4,34,2021-03-26 12:15:00,34,4
01,01053,2,2,2,2,3,15,2021-03-26 12:15:00,15,3
01,01054,3,0,0,3,10,17,2021-03-26 12:15:00,17,10
01,01055,3,3,0,3,16,32,2021-03-26 12:15:00,32,16
01,01056,2,5,2,2,0,38,2021-03-26 12:15:00,38,0
01,01057,1,2,1,1,4,8,2021-03-26 12:15:00,8,4
01,01058,5,7,4,3,13,29,2021-03-26 12:15:00,28,8
01,01059,1,1,1,1,3,21,2021-03-26 12:15:00,21,3
01,01060,4,2,0,4,27,62,2021-03-26 12:15:00,62,27
01,01061,3,2,1,1,10,34,2021-03-26 12:15:00,23,9
01,01062,3,1,0,3,9,25,2021-03-26 12:15:00,25,9
02,02000,34,87,56,24,98,581,2021-03-26 12:15:00,509,60
03,03101,7,4,1,5,25,107,2021-03-26 12:15:00,95,20
03,03102,2,3,2,2,5,24,2021-03-26 12:15:00,24,5
03,03103,3,4,2,1,3,32,2021-03-26 12:15:00,26,0
03,03151,1,2,0,1,0,14,2021-03-26 12:15:00,14,0
03,03153,3,3,2,3,1,36,2021-03-26 12:15:00,36,1
03,03154,1,2,2,1,3,15,2021-03-26 12:15:00,15,3
03,03155,2,1,1,2,7,13,2021-03-26 12:15:00,13,7
03,03157,1,2,1,1,5,14,2021-03-26 12:15:00,14,5
03,03158,1,1,1,1,4,12,2021-03-26 12:15:00,12,4
03,03159,8,14,10,7,22,129,2021-03-26 12:15:00,114,17
03,03241,19,57,34,16,27,379,2021-03-26 12:15:00,336,23
03,03251,3,4,1,3,3,14,2021-03-26 12:15:00,14,3
03,03252,6,5,3,4,11,63,2021-03-26 12:15:00,62,6
03,03254,7,5,2,4,14,64,2021-03-26 12:15:00,57,11
03,03255,1,0,0,1,2,9,2021-03-26 12:15:00,9,2
03,03256,1,1,1,1,8,16,2021-03-26 12:15:00,16,8
03,03257,1,2,0,1,4,21,2021-03-26 12:15:00,21,4
03,03351,2,9,4,1,2,27,2021-03-26 12:15:00,22,0
03,03352,2,1,1,2,3,9,2021-03-26 12:15:00,9,3
03,03353,3,5,2,3,2,32,2021-03-26 12:15:00,32,2
03,03354,1,3,1,1,7,8,2021-03-26 12:15:00,8,7
03,03355,3,2,2,1,17,28,2021-03-26 12:15:00,17,11
03,03356,3,3,0,2,4,9,2021-03-26 12:15:00,9,4
03,03357,3,4,2,2,6,26,2021-03-26 12:15:00,22,6
03,03358,2,3,1,2,0,20,2021-03-26 12:15:00,20,0
03,03359,3,3,1,2,7,26,2021-03-26 12:15:00,26,4
03,03360,2,5,2,2,13,63,2021-03-26 12:15:00,63,13
03,03361,2,1,0,2,6,9,2021-03-26 12:15:00,9,6
03,03401,1,5,4,1,0,17,2021-03-26 12:15:00,17,0
03,03402,1,0,0,1,4,14,2021-03-26 12:15:00,14,4
03,03403,6,14,7,3,12,111,2021-03-26 12:15:00,91,5
03,03404,5,17,9,4,22,108,2021-03-26 12:15:00,94,20
03,03405,2,2,2,1,7,24,2021-03-26 12:15:00,20,3
03,03451,3,2,1,2,8,25,2021-03-26 12:15:00,25,8
03,03452,4,2,0,3,6,32,2021-03-26 12:15:00,28,2
03,03453,3,6,3,3,5,24,2021-03-26 12:15:00,24,5
03,03454,10,10,2,6,32,59,2021-03-26 12:15:00,52,13
03,03455,2,1,1,2,9,24,2021-03-26 12:15:00,24,9
03,03456,1,6,2,1,0,28,2021-03-26 12:15:00,28,0
03,03457,6,2,1,4,10,22,2021-03-26 12:15:00,22,5
03,03458,1,0,0,1,0,7,2021-03-26 12:15:00,7,0
03,03459,7,2,0,6,25,78,2021-03-26 12:15:00,78,25
03,03460,5,4,2,3,3,31,2021-03-26 12:15:00,25,1
03,03461,2,1,0,2,3,9,2021-03-26 12:15:00,9,3
03,03462,1,1,0,1,1,7,2021-03-26 12:15:00,7,1
04,04011,10,25,16,9,15,141,2021-03-26 12:15:00,134,10
04,04012,4,10,7,3,11,48,2021-03-26 12:15:00,38,5
05,05111,14,25,16,11,30,268,2021-03-26 12:15:00,246,23
05,05112,16,25,12,9,26,179,2021-03-26 12:15:00,158,18
05,05113,15,32,26,12,32,339,2021-03-26 12:15:00,315,27
05,05114,7,5,1,4,8,81,2021-03-26 12:15:00,68,8
05,05116,6,9,4,4,13,81,2021-03-26 12:15:00,75,12
05,05117,2,5,2,2,1,35,2021-03-26 12:15:00,35,1
05,05119,7,8,3,4,13,62,2021-03-26 12:15:00,52,10
05,05120,1,2,2,1,8,22,2021-03-26 12:15:00,22,8
05,05122,4,19,14,3,13,71,2021-03-26 12:15:00,71,9
05,05124,7,23,15,5,16,129,2021-03-26 12:15:00,119,12
05,05154,8,11,5,5,13,61,2021-03-26 12:15:00,61,5
05,05158,7,14,2,6,17,52,2021-03-26 12:15:00,52,14
05,05162,7,11,2,5,13,94,2021-03-26 12:15:00,87,6
05,05166,4,4,1,4,4,29,2021-03-26 12:15:00,29,4
05,05170,11,11,3,8,30,103,2021-03-26 12:15:00,101,23
05,05314,18,33,22,11,13,275,2021-03-26 12:15:00,219,10
05,05315,31,67,40,18,45,416,2021-03-26 12:15:00,363,38
05,05316,5,9,3,2,11,79,2021-03-26 12:15:00,63,3
05,05334,13,22,17,7,38,265,2021-03-26 12:15:00,248,36
05,05358,7,8,4,5,22,43,2021-03-26 12:15:00,42,15
05,05362,7,11,4,7,18,62,2021-03-26 12:15:00,62,18
05,05366,3,4,2,3,12,15,2021-03-26 12:15:00,15,12
05,05370,3,4,2,3,3,34,2021-03-26 12:15:00,34,3
05,05374,6,8,2,6,15,75,2021-03-26 12:15:00,75,15
05,05378,4,2,1,4,7,35,2021-03-26 12:15:00,35,7
05,05382,7,13,7,6,11,74,2021-03-26 12:15:00,64,9
05,05512,2,1,0,2,8,32,2021-03-26 12:15:00,32,8
05,05513,7,13,3,4,19,84,2021-03-26 12:15:00,75,2
05,05515,9,7,6,7,29,238,2021-03-26 12:15:00,226,24
05,05554,6,11,3,5,23,50,2021-03-26 12:15:00,50,21
05,05558,5,1,0,3,16,24,2021-03-26 12:15:00,14,16
05,05562,15,15,3,14,35,182,2021-03-26 12:15:00,156,29
05,05566,7,8,4,5,23,74,2021-03-26 12:15:00,67,15
05,05570,6,7,5,5,6,42,2021-03-26 12:15:00,42,4
05,05711,6,15,7,4,16,142,2021-03-26 12:15:00,120,12
05,05754,4,5,1,4,6,46,2021-03-26 12:15:00,46,6
05,05758,5,6,4,3,10,54,2021-03-26 12:15:00,49,5
05,05762,6,0,0,5,11,24,2021-03-26 12:15:00,20,11
05,05766,2,6,5,2,5,45,2021-03-26 12:15:00,45,5
05,05770,9,11,5,6,23,205,2021-03-26 12:15:00,179,20
05,05774,7,16,13,5,9,91,2021-03-26 12:15:00,79,6
05,05911,8,16,7,6,20,169,2021-03-26 12:15:00,155,13
05,05913,9,21,9,9,23,264,2021-03-26 12:15:00,264,23
05,05914,7,12,6,5,15,78,2021-03-26 12:15:00,77,6
05,05915,7,5,4,5,26,63,2021-03-26 12:15:00,54,13
05,05916,4,11,6,4,6,57,2021-03-26 12:15:00,57,6
05,05954,7,5,3,6,32,105,2021-03-26 12:15:00,79,29
05,05958,10,12,7,9,26,75,2021-03-26 12:15:00,74,19
05,05962,10,29,12,8,20,107,2021-03-26 12:15:00,105,14
05,05966,3,2,1,3,9,19,2021-03-26 12:15:00,19,9
05,05970,8,13,7,7,21,126,2021-03-26 12:15:00,109,12
05,05974,9,6,0,7,17,69,2021-03-26 12:15:00,62,12
05,05978,8,11,9,8,16,95,2021-03-26 12:15:00,95,16
06,06411,7,14,7,4,14,92,2021-03-26 12:15:00,59,2
06,06412,17,65,25,12,37,258,2021-03-26 12:15:00,234,32
06,06413,4,22,5,2,12,88,2021-03-26 12:15:00,81,6
06,06414,6,16,8,4,9,97,2021-03-26 12:15:00,88,8
06,06431,5,9,5,5,3,38,2021-03-26 12:15:00,38,3
06,06432,2,15,10,2,3,23,2021-03-26 12:15:00,23,3
06,06433,2,9,3,2,0,22,2021-03-26 12:15:00,22,0
06,06434,2,8,3,2,2,26,2021-03-26 12:15:00,26,2
06,06435,7,25,3,4,15,69,2021-03-26 12:15:00,65,5
06,06436,2,7,3,2,2,27,2021-03-26 12:15:00,27,2
06,06437,2,21,9,2,3,123,2021-03-26 12:15:00,123,3
06,06438,2,12,8,2,1,20,2021-03-26 12:15:00,20,1
06,06439,2,3,0,2,1,15,2021-03-26 12:15:00,15,1
06,06440,5,12,6,5,0,72,2021-03-26 12:15:00,72,0
06,06531,6,32,24,4,16,217,2021-03-26 12:15:00,195,13
06,06532,2,4,0,2,4,46,2021-03-26 12:15:00,46,4
06,06533,4,6,5,4,8,46,2021-03-26 12:15:00,46,8
06,06534,3,7,4,3,26,131,2021-03-26 12:15:00,131,26
06,06535,4,0,0,4,5,20,2021-03-26 12:15:00,20,5
06,06611,6,10,6,6,21,135,2021-03-26 12:15:00,135,21
06,06631,5,17,7,3,9,83,2021-03-26 12:15:00,77,4
06,06632,4,9,4,3,14,44,2021-03-26 12:15:00,43,8
06,06633,4,0,0,4,11,23,2021-03-26 12:15:00,23,11
06,06634,3,4,2,3,10,21,2021-03-26 12:15:00,21,10
06,06635,7,3,1,7,24,90,2021-03-26 12:15:00,90,24
06,06636,3,4,1,3,9,23,2021-03-26 12:15:00,23,9
07,07111,6,11,5,4,35,79,2021-03-26 12:15:00,69,27
07,07131,2,4,2,2,2,16,2021-03-26 12:15:00,16,2
07,07132,2,4,2,2,5,8,2021-03-26 12:15:00,8,5
07,07133,6,2,2,4,16,34,2021-03-26 12:15:00,27,9
07,07134,2,2,0,2,3,19,2021-03-26 12:15:00,19,3
07,07135,2,1,0,2,8,5,2021-03-26 12:15:00,5,8
07,07137,3,3,2,3,9,29,2021-03-26 12:15:00,29,9
07,07138,8,10,6,5,14,54,2021-03-26 12:15:00,43,11
07,07140,2,0,0,2,7,9,2021-03-26 12:15:00,9,7
07,07141,5,5,5,5,5,25,2021-03-26 12:15:00,25,5
07,07143,4,5,3,4,9,22,2021-03-26 12:15:00,22,9
07,07211,6,6,5,3,12,74,2021-03-26 12:15:00,65,9
07,07231,2,1,1,2,9,15,2021-03-26 12:15:00,15,9
07,07232,2,1,0,2,1,15,2021-03-26 12:15:00,15,1
07,07233,2,1,0,2,3,13,2021-03-26 12:15:00,13,3
07,07235,2,1,1,2,6,11,2021-03-26 12:15:00,11,6
07,07311,1,3,0,1,6,9,2021-03-26 12:15:00,9,6
07,07312,3,4,1,1,18,95,2021-03-26 12:15:00,86,14
07,07313,3,0,0,2,17,12,2021-03-26 12:15:00,11,11
07,07314,6,15,8,4,25,96,2021-03-26 12:15:00,83,22
07,07315,2,8,2,2,9,102,2021-03-26 12:15:00,102,9
07,07316,1,0,0,1,2,13,2021-03-26 12:15:00,13,2
07,07317,2,2,0,1,1,15,2021-03-26 12:15:00,12,0
07,07318,3,7,3,2,1,31,2021-03-26 12:15:00,31,1
07,07319,3,3,1,1,22,30,2021-03-26 12:15:00,23,7
07,07320,1,0,0,1,6,8,2021-03-26 12:15:00,8,6
