bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,2,2,2,3,38,2021-04-11 12:15:00,35,0
01,01002,5,7,6,3,60,104,2021-04-11 12:15:00,103,55
01,01003,2,6,3,2,29,106,2021-04-11 12:15:00,106,29
01,01004,1,1,0,1,2,23,2021-04-11 12:15:00,23,2
01,01051,1,1,0,1,2,36,2021-04-11 12:15:00,36,2
01,01053,2,1,1,2,0,16,2021-04-11 12:15:00,16,0
01,01054,3,1,1,3,13,11,2021-04-11 12:15:00,11,13
01,01055,3,0,0,3,13,34,2021-04-11 12:15:00,34,13
01,01056,2,3,0,2,2,29,2021-04-11 12:15:00,29,2
01,01057,1,1,0,1,6,6,2021-04-11 12:15:00,6,6
01,01058,5,5,5,3,13,29,2021-04-11 12:15:00,26,10
01,01059,1,0,0,1,3,21,2021-04-11 12:15:00,21,3
01,01060,4,6,5,4,27,62,2021-04-11 12:15:00,62,27
01,01061,3,5,2,1,11,32,2021-04-11 12:15:00,24,6
01,01062,3,2,2,3,9,25,2021-04-11 12:15:00,25,9
02,02000,34,104,66,24,107,549,2021-04-11 12:15:00,479,69
03,03101,7,12,6,5,34,98,2021-04-11 12:15:00,89,26
03,03102,2,7,4,2,8,21,2021-04-11 12:15:00,21,8
03,03103,3,4,1,1,5,35,2021-04-11 12:15:00,23,3
03,03151,1,7,3,1,1,11,2021-04-11 12:15:00,11,1
03,03153,3,3,3,3,4,25,2021-04-11 12:15:00,25,4
03,03154,1,5,4,1,1,17,2021-04-11 12:15:00,17,1
03,03155,2,1,0,2,8,12,2021-04-11 12:15:00,12,8
03,03157,1,3,0,1,4,13,2021-04-11 12:15:00,13,4
03,03158,1,2,2,1,2,14,2021-04-11 12:15:00,14,2
03,03159,8,27,19,7,29,128,2021-04-11 12:15:00,114,25
03,03241,19,61,36,16,36,350,2021-04-11 12:15:00,317,23
03,03251,3,1,1,3,6,11,2021-04-11 12:15:00,11,6
03,03252,6,5,4,4,7,61,2021-04-11 12:15:00,59,5
03,03254,7,8,1,4,20,54,2021-04-11 12:15:00,50,14
03,03255,1,1,0,1,2,9,2021-04-11 12:15:00,9,2
03,03256,1,3,3,1,6,18,2021-04-11 12:15:00,18,6
03,03257,1,6,0,1,0,24,2021-04-11 12:15:00,24,0
03,03351,2,7,3,1,1,27,2021-04-11 12:15:00,21,0
03,03352,2,4,3,2,4,10,2021-04-11 12:15:00,10,4
03,03353,3,5,4,3,4,30,2021-04-11 12:15:00,30,4
03,03354,1,1,1,1,2,6,2021-04-11 12:15:00,6,2
03,03355,3,6,5,1,6,34,2021-04-11 12:15:00,20,4
03,03356,3,1,1,2,2,12,2021-04-11 12:15:00,12,2
03,03357,3,6,0,2,7,25,2021-04-11 12:15:00,23,5
03,03358,2,3,2,2,0,17,2021-04-11 12:15:00,17,0
03,03359,3,6,2,2,4,27,2021-04-11 12:15:00,27,1
03,03360,2,2,2,2,2,74,2021-04-11 12:15:00,74,2
03,03361,2,2,0,2,3,12,2021-04-11 12:15:00,12,3
03,03401,1,2,1,1,1,14,2021-04-11 12:15:00,14,1
03,03402,1,3,1,1,6,13,2021-04-11 12:15:00,13,6
03,03403,6,17,13,3,11,114,2021-04-11 12:15:00,93,5
03,03404,5,21,18,4,22,101,2021-04-11 12:15:00,89,18
03,03405,2,2,1,1,4,26,2021-04-11 12:15:00,21,1
03,03451,3,2,2,2,5,28,2021-04-11 12:15:00,28,5
03,03452,4,5,0,3,10,28,2021-04-11 12:15:00,25,5
03,03453,3,4,1,3,2,23,2021-04-11 12:15:00,23,2
03,03454,10,12,6,6,27,60,2021-04-11 12:15:00,48,13
03,03455,2,3,0,2,15,18,2021-04-11 12:15:00,18,15
03,03456,1,5,3,1,4,21,2021-04-11 12:15:00,21,4
03,03457,6,9,5,4,7,25,2021-04-11 12:15:00,25,2
03,03458,1,2,1,1,0,8,2021-04-11 12:15:00,8,0
03,03459,7,2,1,6,15,82,2021-04-11 12:15:00,82,15
03,03460,5,6,5,3,9,23,2021-04-11 12:15:00,22,2
03,03461,2,3,2,2,2,11,2021-04-11 12:15:00,11,2
03,03462,1,1,1,1,1,7,2021-04-11 12:15:00,7,1
04,04011,10,38,25,9,17,129,2021-04-11 12:15:00,122,10
04,04012,4,12,9,3,10,44,2021-04-11 12:15:00,39,3
05,05111,14,42,25,11,28,273,2021-04-11 12:15:00,249,23
05,05112,16,42,22,9,31,173,2021-04-11 12:15:00,155,20
05,05113,15,47,40,12,51,327,2021-04-11 12:15:00,307,41
05,05114,7,11,4,4,13,76,2021-04-11 12:15:00,65,9
05,05116,6,16,10,4,13,79,2021-04-11 12:15:00,73,12
05,05117,2,8,3,2,4,32,2021-04-11 12:15:00,32,4
05,05119,7,17,6,4,15,65,2021-04-11 12:15:00,54,13
05,05120,1,10,4,1,2,28,2021-04-11 12:15:00,28,2
