bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,5,2,2,6,33,2021-03-21 12:15:00,30,3
01,01002,5,5,3,3,54,110,2021-03-21 12:15:00,109,49
01,01003,2,4,3,2,26,110,2021-03-21 12:15:00,110,26
01,01004,1,1,0,1,3,22,2021-03-21 12:15:00,22,3
01,01051,1,2,1,1,3,35,2021-03-21 12:15:00,35,3
01,01053,2,5,2,2,2,13,2021-03-21 12:15:00,13,2
01,01054,3,0,0,3,6,18,2021-03-21 12:15:00,18,6
01,01055,3,2,0,3,18,30,2021-03-21 12:15:00,30,18
01,01056,2,1,1,2,5,32,2021-03-21 12:15:00,32,5
01,01057,1,2,2,1,3,9,2021-03-21 12:15:00,9,3
01,01058,5,6,6,3,10,32,2021-03-21 12:15:00,29,7
01,01059,1,2,0,1,7,17,2021-03-21 12:15:00,17,7
01,01060,4,1,0,4,32,57,2021-03-21 12:15:00,57,32
01,01061,3,4,1,1,13,32,2021-03-21 12:15:00,22,10
01,01062,3,3,1,3,6,28,2021-03-21 12:15:00,28,6
02,02000,34,94,61,24,148,533,2021-03-21 12:15:00,474,96
03,03101,7,5,1,5,23,109,2021-03-21 12:15:00,94,21
03,03102,2,4,2,2,8,21,2021-03-21 12:15:00,21,8
03,03103,3,2,1,1,6,29,2021-03-21 12:15:00,22,4
03,03151,1,4,0,1,0,12,2021-03-21 12:15:00,12,0
03,03153,3,2,2,3,4,33,2021-03-21 12:15:00,33,4
03,03154,1,3,3,1,2,16,2021-03-21 12:15:00,16,2
03,03155,2,1,1,2,5,13,2021-03-21 12:15:00,13,5
03,03157,1,4,3,1,5,14,2021-03-21 12:15:00,14,5
03,03158,1,1,1,1,4,12,2021-03-21 12:15:00,12,4
03,03159,8,21,11,7,29,126,2021-03-21 12:15:00,110,27
03,03241,19,55,35,16,56,333,2021-03-21 12:15:00,298,46
03,03251,3,2,2,3,11,7,2021-03-21 12:15:00,7,11
03,03252,6,6,2,4,15,59,2021-03-21 12:15:00,59,9
03,03254,7,8,4,4,15,60,2021-03-21 12:15:00,53,12
03,03255,1,1,0,1,4,7,2021-03-21 12:15:00,7,4
03,03256,1,0,0,1,8,16,2021-03-21 12:15:00,16,8
03,03257,1,2,0,1,3,22,2021-03-21 12:15:00,22,3
03,03351,2,10,6,1,7,22,2021-03-21 12:15:00,20,2
03,03352,2,2,2,2,5,7,2021-03-21 12:15:00,7,5
03,03353,3,5,2,3,3,31,2021-03-21 12:15:00,31,3
03,03354,1,0,0,1,11,4,2021-03-21 12:15:00,4,11
03,03355,3,3,3,1,11,33,2021-03-21 12:15:00,23,5
03,03356,3,2,0,2,4,9,2021-03-21 12:15:00,9,4
03,03357,3,2,1,2,13,21,2021-03-21 12:15:00,21,9
03,03358,2,2,1,2,6,14,2021-03-21 12:15:00,14,6
03,03359,3,1,0,2,13,18,2021-03-21 12:15:00,18,10
03,03360,2,5,0,2,13,63,2021-03-21 12:15:00,63,13
03,03361,2,1,0,2,5,12,2021-03-21 12:15:00,12,5
03,03401,1,5,4,1,3,14,2021-03-21 12:15:00,14,3
03,03402,1,1,0,1,7,8,2021-03-21 12:15:00,8,7
03,03403,6,14,8,3,14,106,2021-03-21 12:15:00,90,6
03,03404,5,18,7,4,21,102,2021-03-21 12:15:00,89,18
03,03405,2,3,1,1,4,31,2021-03-21 12:15:00,26,1
03,03451,3,2,0,2,11,22,2021-03-21 12:15:00,22,11
03,03452,4,1,0,3,7,30,2021-03-21 12:15:00,25,4
03,03453,3,7,2,3,8,19,2021-03-21 12:15:00,19,8
03,03454,10,8,3,6,32,57,2021-03-21 12:15:00,45,18
03,03455,2,2,0,2,7,26,2021-03-21 12:15:00,26,7
03,03456,1,2,1,1,11,17,2021-03-21 12:15:00,17,11
03,03457,6,1,0,4,12,20,2021-03-21 12:15:00,20,7
03,03458,1,0,0,1,1,8,2021-03-21 12:15:00,8,1
03,03459,7,3,1,6,22,82,2021-03-21 12:15:00,82,22
03,03460,5,4,4,3,14,19,2021-03-21 12:15:00,19,6
03,03461,2,4,2,2,2,8,2021-03-21 12:15:00,8,2
03,03462,1,1,0,1,0,8,2021-03-21 12:15:00,8,0
04,04011,10,29,13,9,16,128,2021-03-21 12:15:00,121,11
04,04012,4,11,8,3,12,44,2021-03-21 12:15:00,33,9
05,05111,14,25,18,11,40,254,2021-03-21 12:15:00,234,31
05,05112,16,23,11,9,23,179,2021-03-21 12:15:00,159,15
05,05113,15,37,31,12,49,327,2021-03-21 12:15:00,305,42
05,05114,7,4,3,4,9,79,2021-03-21 12:15:00,68,8
05,05116,6,6,3,4,25,69,2021-03-21 12:15:00,66,21
05,05117,2,2,2,2,6,30,2021-03-21 12:15:00,30,6
05,05119,7,8,2,4,15,62,2021-03-21 12:15:00,52,12
05,05120,1,1,1,1,7,23,2021-03-21 12:15:00,23,7
05,05122,4,17,9,3,18,68,2021-03-21 12:15:00,68,14
05,05124,7,22,16,5,26,119,2021-03-21 12:15:00,109,22
05,05154,8,11,5,5,19,54,2021-03-21 12:15:00,53,12
05,05158,7,8,3,6,23,48,2021-03-21 12:15:00,48,20
05,05162,7,13,3,5,13,93,2021-03-21 12:15:00,86,6
05,05166,4,6,1,4,4,33,2021-03-21 12:15:00,33,4
05,05170,11,12,4,8,34,100,2021-03-21 12:15:00,100,25
