bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,5,3,2,7,34,2021-03-28 12:15:00,33,2
01,01002,5,10,8,3,53,113,2021-03-28 12:15:00,111,49
01,01003,2,5,3,2,28,108,2021-03-28 12:15:00,108,28
01,01004,1,2,1,1,3,22,2021-03-28 12:15:00,22,3
01,01051,1,0,0,1,1,37,2021-03-28 12:15:00,37,1
01,01053,2,4,2,2,4,14,2021-03-28 12:15:00,14,4
01,01054,3,0,0,3,9,16,2021-03-28 12:15:00,16,9
01,01055,3,3,0,3,15,33,2021-03-28 12:15:00,33,15
01,01056,2,5,0,2,3,34,2021-03-28 12:15:00,34,3
01,01057,1,2,1,1,1,11,2021-03-28 12:15:00,11,1
01,01058,5,5,4,3,15,27,2021-03-28 12:15:00,26,10
01,01059,1,0,0,1,7,17,2021-03-28 12:15:00,17,7
01,01060,4,5,1,4,27,62,2021-03-28 12:15:00,62,27
01,01061,3,3,1,1,13,31,2021-03-28 12:15:00,20,12
01,01062,3,2,2,3,13,21,2021-03-28 12:15:00,21,13
02,02000,34,88,52,24,124,553,2021-03-28 12:15:00,488,79
03,03101,7,6,4,5,33,99,2021-03-28 12:15:00,87,28
03,03102,2,6,3,2,3,26,2021-03-28 12:15:00,26,3
03,03103,3,5,2,1,7,28,2021-03-28 12:15:00,22,4
03,03151,1,3,0,1,1,13,2021-03-28 12:15:00,13,1
03,03153,3,4,3,3,2,35,2021-03-28 12:15:00,35,2
03,03154,1,2,2,1,1,17,2021-03-28 12:15:00,17,1
03,03155,2,1,1,2,4,16,2021-03-28 12:15:00,16,4
03,03157,1,2,1,1,2,13,2021-03-28 12:15:00,13,2
03,03158,1,1,1,1,4,12,2021-03-28 12:15:00,12,4
03,03159,8,16,10,7,22,129,2021-03-28 12:15:00,113,18
03,03241,19,60,34,16,50,341,2021-03-28 12:15:00,305,41
03,03251,3,2,1,3,5,12,2021-03-28 12:15:00,12,5
03,03252,6,4,2,4,20,52,2021-03-28 12:15:00,52,14
03,03254,7,8,2,4,24,52,2021-03-28 12:15:00,46,20
03,03255,1,0,0,1,5,6,2021-03-28 12:15:00,6,5
03,03256,1,3,2,1,8,16,2021-03-28 12:15:00,16,8
03,03257,1,2,0,1,2,23,2021-03-28 12:15:00,23,2
03,03351,2,10,6,1,1,29,2021-03-28 12:15:00,22,0
03,03352,2,1,1,2,3,9,2021-03-28 12:15:00,9,3
03,03353,3,5,2,3,4,30,2021-03-28 12:15:00,30,4
03,03354,1,3,1,1,7,8,2021-03-28 12:15:00,8,7
03,03355,3,1,0,1,11,34,2021-03-28 12:15:00,20,8
03,03356,3,3,1,2,3,10,2021-03-28 12:15:00,10,3
