bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,0,2,5,36,2021-07-13 12:15:00,33,2
01,01002,5,1,0,3,46,118,2021-07-13 12:15:00,115,43
01,01003,2,3,2,2,30,103,2021-07-13 12:15:00,103,30
01,01004,1,0,0,1,6,19,2021-07-13 12:15:00,19,6
01,01051,1,0,0,1,2,36,2021-07-13 12:15:00,36,2
01,01053,2,0,0,2,6,16,2021-07-13 12:15:00,16,6
01,01054,3,0,0,3,5,19,2021-07-13 12:15:00,19,5
01,01055,3,0,0,3,12,39,2021-07-13 12:15:00,39,12
01,01056,2,0,0,2,3,34,2021-07-13 12:15:00,34,3
01,01057,1,0,0,1,5,7,2021-07-13 12:15:00,7,5
01,01058,5,0,0,3,15,25,2021-07-13 12:15:00,21,13
01,01059,1,0,0,1,4,20,2021-07-13 12:15:00,20,4
01,01060,3,1,1,3,21,64,2021-07-13 12:15:00,64,21
01,01061,3,0,0,1,8,35,2021-07-13 12:15:00,28,2
01,01062,3,0,0,3,5,25,2021-07-13 12:15:00,25,5
02,02000,33,18,14,23,132,493,2021-07-13 12:15:00,424,93
03,03101,7,0,0,5,20,112,2021-07-13 12:15:00,100,15
03,03102,2,0,0,2,8,21,2021-07-13 12:15:00,21,8
03,03103,3,0,0,1,7,26,2021-07-13 12:15:00,20,4
03,03151,1,0,0,1,0,10,2021-07-13 12:15:00,10,0
03,03153,3,0,0,3,2,27,2021-07-13 12:15:00,27,2
03,03154,1,0,0,1,2,16,2021-07-13 12:15:00,16,2
03,03155,2,0,0,2,3,13,2021-07-13 12:15:00,13,3
03,03157,1,0,0,1,2,17,2021-07-13 12:15:00,17,2
03,03158,1,0,0,1,4,12,2021-07-13 12:15:00,12,4
03,03159,8,8,4,7,39,121,2021-07-13 12:15:00,104,34
03,03241,16,3,2,15,28,197,2021-07-13 12:15:00,179,25
03,03251,3,0,0,3,6,11,2021-07-13 12:15:00,11,6
03,03252,6,3,2,4,11,63,2021-07-13 12:15:00,63,5
03,03254,7,0,0,4,17,58,2021-07-13 12:15:00,51,13
03,03255,1,0,0,1,2,7,2021-07-13 12:15:00,7,2
03,03256,1,0,0,1,13,11,2021-07-13 12:15:00,11,13
03,03257,1,0,0,1,15,12,2021-07-13 12:15:00,12,15
03,03351,2,1,0,1,4,27,2021-07-13 12:15:00,21,0
03,03352,2,0,0,2,2,10,2021-07-13 12:15:00,10,2
03,03353,3,1,1,3,2,32,2021-07-13 12:15:00,32,2
03,03354,1,0,0,1,0,9,2021-07-13 12:15:00,9,0
03,03355,3,0,0,1,8,37,2021-07-13 12:15:00,22,7
03,03356,3,0,0,2,4,14,2021-07-13 12:15:00,14,4
03,03357,3,0,0,2,8,24,2021-07-13 12:15:00,24,4
03,03358,2,0,0,2,2,18,2021-07-13 12:15:00,18,2
03,03359,3,0,0,2,11,22,2021-07-13 12:15:00,22,8
03,03360,2,0,0,2,2,74,2021-07-13 12:15:00,74,2
03,03361,2,0,0,2,2,13,2021-07-13 12:15:00,13,2
03,03401,1,1,1,1,0,16,2021-07-13 12:15:00,16,0
03,03402,1,0,0,1,2,10,2021-07-13 12:15:00,10,2
03,03403,6,0,0,3,10,104,2021-07-13 12:15:00,84,7
03,03404,4,0,0,3,20,93,2021-07-13 12:15:00,80,17
03,03405,2,0,0,1,8,24,2021-07-13 12:15:00,21,3
03,03451,3,0,0,2,5,28,2021-07-13 12:15:00,28,5
03,03452,4,0,0,3,9,26,2021-07-13 12:15:00,24,3
03,03453,3,0,0,3,6,18,2021-07-13 12:15:00,18,6
03,03454,10,0,0,6,31,56,2021-07-13 12:15:00,45,18
03,03455,2,0,0,2,13,20,2021-07-13 12:15:00,20,13
03,03456,1,0,0,1,7,18,2021-07-13 12:15:00,18,7
03,03457,6,0,0,4,10,19,2021-07-13 12:15:00,19,5
03,03458,1,0,0,1,1,6,2021-07-13 12:15:00,6,1
03,03459,7,0,0,6,18,80,2021-07-13 12:15:00,80,18
03,03460,5,0,0,3,9,25,2021-07-13 12:15:00,20,6
03,03461,2,0,0,2,7,8,2021-07-13 12:15:00,8,7
03,03462,1,0,0,1,2,6,2021-07-13 12:15:00,6,2
04,04011,9,1,1,8,18,145,2021-07-13 12:15:00,134,11
04,04012,4,0,0,3,21,36,2021-07-13 12:15:00,30,13
05,05111,14,2,2,11,34,265,2021-07-13 12:15:00,242,28
05,05112,16,1,0,9,33,158,2021-07-13 12:15:00,138,25
05,05113,15,5,4,12,48,325,2021-07-13 12:15:00,306,42
05,05114,7,1,0,4,20,66,2021-07-13 12:15:00,54,20
05,05116,6,0,0,4,13,78,2021-07-13 12:15:00,71,13
05,05117,2,0,0,2,6,28,2021-07-13 12:15:00,28,6
05,05119,7,0,0,4,12,69,2021-07-13 12:15:00,54,8
05,05120,1,0,0,1,1,25,2021-07-13 12:15:00,25,1
05,05122,4,7,7,3,18,58,2021-07-13 12:15:00,57,15
