bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,3,2,2,7,35,2021-04-21 12:15:00,33,3
01,01002,5,10,10,3,43,123,2021-04-21 12:15:00,121,39
01,01003,2,6,4,2,29,106,2021-04-21 12:15:00,106,29
01,01004,1,0,0,1,2,23,2021-04-21 12:15:00,23,2
01,01051,1,3,1,1,1,37,2021-04-21 12:15:00,37,1
01,01053,2,1,1,2,3,15,2021-04-21 12:15:00,15,3
01,01054,3,0,0,3,10,14,2021-04-21 12:15:00,14,10
01,01055,3,3,2,3,13,38,2021-04-21 12:15:00,38,13
01,01056,2,3,0,2,2,35,2021-04-21 12:15:00,35,2
01,01057,1,2,1,1,6,6,2021-04-21 12:15:00,6,6
01,01058,5,5,2,3,10,32,2021-04-21 12:15:00,30,6
01,01059,1,1,0,1,3,21,2021-04-21 12:15:00,21,3
01,01060,4,5,4,4,16,78,2021-04-21 12:15:00,78,16
01,01061,3,5,1,1,13,30,2021-04-21 12:15:00,26,4
01,01062,3,6,4,3,2,32,2021-04-21 12:15:00,32,2
02,02000,34,116,66,24,94,565,2021-04-21 12:15:00,496,55
03,03101,7,17,5,5,24,108,2021-04-21 12:15:00,98,17
03,03102,2,9,7,2,8,21,2021-04-21 12:15:00,21,8
03,03103,3,10,5,1,4,35,2021-04-21 12:15:00,29,1
03,03151,1,6,2,1,2,10,2021-04-21 12:15:00,10,2
03,03153,3,6,4,3,3,26,2021-04-21 12:15:00,26,3
03,03154,1,7,7,1,0,18,2021-04-21 12:15:00,18,0
03,03155,2,1,1,2,7,11,2021-04-21 12:15:00,11,7
03,03157,1,4,3,1,4,15,2021-04-21 12:15:00,15,4
03,03158,1,2,0,1,1,15,2021-04-21 12:15:00,15,1
03,03159,8,33,19,7,30,131,2021-04-21 12:15:00,118,23
03,03241,19,58,38,16,39,359,2021-04-21 12:15:00,322,27
03,03251,3,0,0,3,4,14,2021-04-21 12:15:00,14,4
03,03252,6,5,3,4,11,63,2021-04-21 12:15:00,62,6
03,03254,7,7,2,4,19,57,2021-04-21 12:15:00,51,15
03,03255,1,1,0,1,6,5,2021-04-21 12:15:00,5,6
03,03256,1,1,1,1,6,18,2021-04-21 12:15:00,18,6
03,03257,1,5,1,1,3,19,2021-04-21 12:15:00,19,3
03,03351,2,7,3,1,1,27,2021-04-21 12:15:00,21,0
03,03352,2,3,0,2,3,9,2021-04-21 12:15:00,9,3
03,03353,3,7,6,3,4,30,2021-04-21 12:15:00,30,4
03,03354,1,1,1,1,0,5,2021-04-21 12:15:00,5,0
03,03355,3,4,2,1,8,35,2021-04-21 12:15:00,24,2
03,03356,3,1,0,2,3,11,2021-04-21 12:15:00,11,3
03,03357,3,7,1,2,9,23,2021-04-21 12:15:00,22,6
03,03358,2,1,0,2,7,11,2021-04-21 12:15:00,11,7
03,03359,3,8,5,2,6,27,2021-04-21 12:15:00,27,3
03,03360,2,4,3,2,2,74,2021-04-21 12:15:00,74,2
03,03361,2,2,0,2,4,11,2021-04-21 12:15:00,11,4
03,03401,1,2,0,1,1,16,2021-04-21 12:15:00,16,1
03,03402,1,2,1,1,6,13,2021-04-21 12:15:00,13,6
03,03403,6,19,12,3,6,117,2021-04-21 12:15:00,95,3
03,03404,5,21,14,4,25,106,2021-04-21 12:15:00,93,22
03,03405,2,4,3,1,7,19,2021-04-21 12:15:00,14,4
03,03451,3,2,2,2,4,29,2021-04-21 12:15:00,29,4
03,03452,4,3,1,3,5,33,2021-04-21 12:15:00,27,3
03,03453,3,2,1,3,6,17,2021-04-21 12:15:00,17,6
03,03454,10,12,6,6,32,61,2021-04-21 12:15:00,48,17
03,03455,2,3,1,2,8,25,2021-04-21 12:15:00,25,8
03,03456,1,5,3,1,3,22,2021-04-21 12:15:00,22,3
03,03457,6,5,2,4,6,26,2021-04-21 12:15:00,23,4
03,03458,1,4,1,1,0,8,2021-04-21 12:15:00,8,0
03,03459,7,3,2,6,17,87,2021-04-21 12:15:00,87,17
03,03460,5,2,1,3,9,22,2021-04-21 12:15:00,19,4
03,03461,2,3,1,2,2,11,2021-04-21 12:15:00,11,2
03,03462,1,1,1,1,1,7,2021-04-21 12:15:00,7,1
04,04011,10,40,28,9,16,149,2021-04-21 12:15:00,140,11
04,04012,4,8,7,3,14,42,2021-04-21 12:15:00,39,5
05,05111,14,48,30,11,25,274,2021-04-21 12:15:00,250,20
05,05112,16,39,25,9,33,170,2021-04-21 12:15:00,152,23
05,05113,15,51,36,12,31,352,2021-04-21 12:15:00,329,24
05,05114,7,11,7,4,13,78,2021-04-21 12:15:00,66,10
05,05116,6,15,5,4,5,87,2021-04-21 12:15:00,81,4
05,05117,2,11,5,2,3,35,2021-04-21 12:15:00,35,3
05,05119,7,20,7,4,13,67,2021-04-21 12:15:00,57,10
05,05120,1,11,8,1,2,28,2021-04-21 12:15:00,28,2
05,05122,4,19,13,3,16,64,2021-04-21 12:15:00,62,14
05,05124,7,31,24,5,19,128,2021-04-21 12:15:00,119,14
05,05154,8,12,6,5,11,62,2021-04-21 12:15:00,62,3
05,05158,7,17,14,6,11,58,2021-04-21 12:15:00,58,8
