Date	Int Betten gesamt	Int Betten belegt	Prozent Int Betten belegt	Int COVID-19 Patienten	Prozent Int COVID-19 Patienten
2020-04-22	1028	570	55.4		
2020-04-23	1032	599	58.0		
2020-04-24	1045	589	56.4	63	6.0
2020-04-25	1041	585	56.2	63	6.1
2020-04-26	1028	564	54.9		
2020-04-27	1064	600	56.4	59	5.5
2020-04-28	1070	597	55.8	59	5.5
2020-04-29	1071	623	58.2	55	5.1
2020-04-30	1069	618	57.8	57	5.3
2020-05-01	1067	604	56.6	55	5.2
2020-05-02	1049	608	58.0	53	5.1
2020-05-03	1048	588	56.1	49	4.7
2020-05-04	1038	573	55.2	51	4.9
2020-05-05	1068	596	55.8	49	4.6
2020-05-06	1066	615	57.7	47	4.4
2020-05-07	1053	622	59.1	43	4.1
2020-05-08	1051	610	58.0	42	4.0
2020-05-09	1036	616	59.5	39	3.8
2020-05-10	1034	609	58.9	41	4.0
2020-05-11	1051	606	57.7	39	3.7
2020-05-12	1045	602	57.6	40	3.8
2020-05-13	1047	626	59.8	35	3.3
2020-05-14	1048	643	61.4	34	3.2
2020-05-15	1057	627	59.3	34	3.2
2020-05-16	1048	636	60.7	34	3.2
2020-05-17	1002	630	62.9	35	3.5
2020-05-18	965	570	59.1	33	3.4
2020-05-19	1022	617	60.4	34	3.3
2020-05-20	1025	614	59.9	34	3.3
2020-05-21	1010	614	60.8	34	3.4
2020-05-22	1004	597	59.5	32	3.2
2020-05-23	1017	579	56.9	33	3.2
2020-05-24	1018	559	54.9	31	3.0
2020-05-25	1019	552	54.2	29	2.8
2020-05-26	1022	601	58.8	27	2.6
2020-05-27	1013	599	59.1	22	2.2
2020-05-28	1027	605	58.9	21	2.0
2020-05-29	1027	609	59.3	20	1.9
2020-05-30	1002	608	60.7	20	2.0
2020-05-31	1003	586	58.4	17	1.7
2020-06-01	986	574	58.2	18	1.8
2020-06-02	1011	572	56.6	20	2.0
2020-06-03	1004	589	58.7	18	1.8
2020-06-04	1005	609	60.6	20	2.0
2020-06-05	1005	622	61.9	16	1.6
2020-06-06	1005	625	62.2	15	1.5
2020-06-07	1005	623	62.0	15	1.5
2020-06-08	1014	568	56.0	11	1.1
2020-06-09	1013	596	58.8	13	1.3
2020-06-11	997	619	62.1	12	1.2
2020-06-12	997	619	62.1	12	1.2
2020-06-13	995	620	62.3	12	1.2
2020-06-14	994	620	62.4	12	1.2
2020-06-15	1000	594	59.4	10	1.0
2020-06-16	1002	598	59.7	9	0.9
2020-06-17	1002	617	61.6	6	0.6
2020-06-18	998	638	63.9	5	0.5
2020-06-19	1002	642	64.1	5	0.5
2020-06-20	997	633	63.5	4	0.4
2020-06-21	992	585	59.0	5	0.5
2020-06-22	1004	569	56.7	4	0.4
2020-06-23	997	564	56.6	6	0.6
2020-06-24	996	605	60.7	6	0.6
2020-06-25	1007	586	58.2	5	0.5
2020-06-26	1010	623	61.7	5	0.5
2020-06-27	1018	638	62.7	5	0.5
2020-06-28	1003	605	60.3	6	0.6
2020-06-29	1000	572	57.2	5	0.5
2020-06-30	1001	569	56.8	4	0.4
2020-07-01	1016	617	60.7	4	0.4
2020-07-02	1016	618	60.8	4	0.4
2020-07-03	1011	630	62.3	3	0.3
2020-07-04	1001	623	62.2	3	0.3
2020-07-05	1001	615	61.4	3	0.3
2020-07-06	998	581	58.2	3	0.3
2020-07-07	1005	595	59.2	4	0.4
2020-07-08	1004	606	60.4	5	0.5
2020-07-09	1005	605	60.2	5	0.5
2020-07-10	1008	628	62.3	5	0.5
2020-07-11	1004	629	62.6	5	0.5
2020-07-12	1000	602	60.2	4	0.4
2020-07-13	997	583	58.5	4	0.4
2020-07-14	984	585	59.5	4	0.4
2020-07-15	1000	635	63.5	4	0.4
2020-07-16	998	633	63.4	4	0.4
2020-07-17	994	640	64.4	4	0.4
2020-07-18	995	631	63.4	4	0.4
2020-07-19	1005	599	59.6	4	0.4
2020-07-20	1006	593	58.9	2	0.2
2020-07-21	1013	609	60.1	2	0.2
2020-07-22	1048	671	64.0	2	0.2
2020-07-23	1043	656	62.9	2	0.2
2020-07-24	1042	639	61.3	2	0.2
2020-07-25	1043	645	61.8	2	0.2
2020-07-26	1043	640	61.4	4	0.4
2020-07-27	1033	603	58.4	5	0.5
2020-07-28	1045	604	57.8	5	0.5
2020-07-29	1049	664	63.3	4	0.4
2020-07-30	1046	663	63.4	3	0.3
2020-07-31	1044	659	63.1	3	0.3
2020-08-01	1059	666	62.9	3	0.3
2020-08-02	1048	640	61.1	3	0.3
2020-08-03	1050	607	57.8	2	0.2
2020-08-04	1066	618	58.0	4	0.4
2020-08-05	1015	602	59.3	3	0.3
