Days_Past	Date	Cases	Deaths	Cases_New	Deaths_New	Cases_Last_Week	Deaths_Last_Week	Cases_Per_Million	Deaths_Per_Million	Cases_New_Per_Million	Deaths_New_Per_Million	Cases_Last_Week_Per_Million	Deaths_Last_Week_Per_Million	DIVI_Intensivstationen_Covid_Prozent	DIVI_Intensivstationen_Betten_belegt_Prozent	Cases_Last_Week_7Day_Percent
-531	2020-01-04	0	0	0	0	0	0	0	0	0	0.0	0	0.0			
-530	2020-01-05	0	0	0	0	0	0	0	0	0	0.0	0	0.0			
-529	2020-01-06	0	0	0	0	0	0	0	0	0	0.0	0	0.0			
-528	2020-01-07	0	0	0	0	0	0	0	0	0	0.0	0	0.0			
-527	2020-01-08	0	0	0	0	0	0	0	0	0	0.0	0	0.0			
-526	2020-01-09	0	0	0	0	0	0	0	0	0	0.0	0	0.0			
-525	2020-01-10	0	0	0	0	0	0	0	0	0	0.0	0	0.0			
-524	2020-01-11	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-523	2020-01-12	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-522	2020-01-13	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-521	2020-01-14	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-520	2020-01-15	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-519	2020-01-16	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-518	2020-01-17	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-517	2020-01-18	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-516	2020-01-19	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-515	2020-01-20	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-514	2020-01-21	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-513	2020-01-22	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-512	2020-01-23	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-511	2020-01-24	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-510	2020-01-25	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-509	2020-01-26	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-508	2020-01-27	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-507	2020-01-28	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-506	2020-01-29	1	0	1	0	1	0	0	0	0	0.0	0	0.0			0
-505	2020-01-30	1	0	0	0	1	0	0	0	0	0.0	0	0.0			0
-504	2020-01-31	1	0	0	0	1	0	0	0	0	0.0	0	0.0			0
-503	2020-02-01	1	0	0	0	1	0	0	0	0	0.0	0	0.0			0
-502	2020-02-02	1	0	0	0	1	0	0	0	0	0.0	0	0.0			0
-501	2020-02-03	2	0	1	0	2	0	1	0	0	0.0	1	0.0			0
-500	2020-02-04	2	0	0	0	2	0	1	0	0	0.0	1	0.0			0
-499	2020-02-05	2	0	0	0	1	0	1	0	0	0.0	0	0.0			0.0
-498	2020-02-06	2	0	0	0	1	0	1	0	0	0.0	0	0.0			0.0
-497	2020-02-07	2	0	0	0	1	0	1	0	0	0.0	0	0.0			0.0
-496	2020-02-08	2	0	0	0	1	0	1	0	0	0.0	0	0.0			0.0
-495	2020-02-09	2	0	0	0	1	0	1	0	0	0.0	0	0.0			0.0
-494	2020-02-10	2	0	0	0	0	0	1	0	0	0.0	0	0.0			-100.0
-493	2020-02-11	3	0	1	0	1	0	2	0	0	0.0	0	0.0			-50.0
-492	2020-02-12	3	0	0	0	1	0	2	0	0	0.0	0	0.0			0.0
-491	2020-02-13	3	0	0	0	1	0	2	0	0	0.0	0	0.0			0.0
-490	2020-02-14	3	0	0	0	1	0	2	0	0	0.0	0	0.0			0.0
-489	2020-02-15	3	0	0	0	1	0	2	0	0	0.0	0	0.0			0.0
-488	2020-02-16	3	0	0	0	1	0	2	0	0	0.0	0	0.0			0.0
-487	2020-02-17	3	0	0	0	1	0	2	0	0	0.0	0	0.0			0
-486	2020-02-18	3	0	0	0	0	0	2	0	0	0.0	0	0.0			-100.0
-485	2020-02-19	3	0	0	0	0	0	2	0	0	0.0	0	0.0			-100.0
-484	2020-02-20	3	0	0	0	0	0	2	0	0	0.0	0	0.0			-100.0
-483	2020-02-21	3	0	0	0	0	0	2	0	0	0.0	0	0.0			-100.0
-482	2020-02-22	3	0	0	0	0	0	2	0	0	0.0	0	0.0			-100.0
-481	2020-02-23	3	0	0	0	0	0	2	0	0	0.0	0	0.0			-100.0
-480	2020-02-24	3	0	0	0	0	0	2	0	0	0.0	0	0.0			-100.0
-479	2020-02-25	3	0	0	0	0	0	2	0	0	0.0	0	0.0			0
-478	2020-02-26	3	0	0	0	0	0	2	0	0	0.0	0	0.0			0
-477	2020-02-27	3	0	0	0	0	0	2	0	0	0.0	0	0.0			0
-476	2020-02-28	5	0	2	0	2	0	3	0	1	0.0	1	0.0			0
-475	2020-02-29	5	0	0	0	2	0	3	0	0	0.0	1	0.0			0
-474	2020-03-01	5	0	0	0	2	0	3	0	0	0.0	1	0.0			0
-473	2020-03-02	8	0	3	0	5	0	5	0	2	0.0	3	0.0			0
-472	2020-03-03	9	0	1	0	6	0	6	0	0	0.0	4	0.0			0
-471	2020-03-04	12	0	3	0	9	0	8	0	2	0.0	6	0.0			0
-470	2020-03-05	14	0	2	0	11	0	9	0	1	0.0	7	0.0			0
-469	2020-03-06	27	0	13	0	22	0	18	0	8	0.0	14	0.0			1000.0
-468	2020-03-07	27	0	0	0	22	0	18	0	0	0.0	14	0.0			1000.0
-467	2020-03-08	27	0	0	0	22	0	18	0	0	0.0	14	0.0			1000.0
-466	2020-03-09	50	0	23	0	42	0	33	0	15	0.0	28	0.0			740.0
-465	2020-03-10	81	0	31	0	72	0	54	0	20	0.0	48	0.0			1100.0
-464	2020-03-11	103	0	22	0	91	0	69	0	14	0.0	61	0.0			911.1111111111111
-463	2020-03-12	121	1	18	1	107	1	81	0	12	0.674	72	0.67			872.7272727272726
-462	2020-03-13	169	1	48	0	142	1	113	0	32	0.0	95	0.67			545.4545454545454
-461	2020-03-14	233	1	64	0	206	1	156	0	43	0.0	138	0.67			836.3636363636364
-460	2020-03-15	252	1	19	0	225	1	169	0	12	0.0	151	0.67			922.7272727272726
-459	2020-03-16	319	2	67	1	269	2	214	1	45	0.674	181	1.35			540.4761904761905
-458	2020-03-17	463	3	144	1	382	3	311	2	97	0.674	257	2.02			430.55555555555554
-457	2020-03-18	675	6	212	3	572	6	454	4	142	2.021	385	4.04			528.5714285714286
-456	2020-03-19	848	6	173	0	727	5	571	4	116	0.0	489	3.37			579.4392523364486
-455	2020-03-20	1043	7	195	1	874	6	702	4	131	0.674	588	4.04			515.4929577464789
-454	2020-03-21	1219	10	176	3	986	9	821	6	118	2.021	664	6.06			378.6407766990291
-453	2020-03-22	1307	13	88	3	1055	12	880	8	59	2.021	710	8.09			368.8888888888889
-452	2020-03-23	1401	17	94	4	1082	15	943	11	63	2.695	728	10.11			302.2304832713755
-451	2020-03-24	1571	24	170	7	1108	21	1058	16	114	4.716	746	14.15			190.05235602094243
-450	2020-03-25	1810	29	239	5	1135	23	1219	19	161	3.369	764	15.5			98.42657342657343
-449	2020-03-26	2067	35	257	6	1219	29	1392	23	173	4.043	821	19.54			67.67537826685007
-448	2020-03-27	2325	38	258	3	1282	31	1566	25	173	2.021	863	20.89			46.681922196796336
-447	2020-03-28	2464	43	139	5	1245	33	1660	28	93	3.369	838	22.23			26.267748478701826
-446	2020-03-29	2642	47	178	4	1335	34	1780	31	119	2.695	899	22.91			26.540284360189574
-445	2020-03-30	2756	50	114	3	1355	33	1856	33	76	2.021	912	22.23			25.231053604436227
-444	2020-03-31	3066	65	310	15	1495	41	2065	43	208	10.106	1007	27.62			34.92779783393502
-443	2020-04-01	3297	75	231	10	1487	46	2221	50	155	6.738	1001	30.99			31.013215859030836
-442	2020-04-02	3440	81	143	6	1373	46	2317	54	96	4.043	925	30.99			12.633305988515175
-441	2020-04-03	3618	92	178	11	1293	54	2437	61	119	7.411	871	36.38			0.858034321372855
-440	2020-04-04	3753	96	135	4	1289	53	2528	64	90	2.695	868	35.71			3.5341365461847385
-439	2020-04-05	3837	102	84	6	1195	55	2585	68	56	4.043	805	37.06			-10.486891385767791
-438	2020-04-06	3955	104	118	2	1199	54	2664	70	79	1.348	807	36.38			-11.512915129151292
-437	2020-04-07	4096	111	141	7	1030	46	2759	74	94	4.716	693	30.99			-31.103678929765888
-436	2020-04-08	4253	121	157	10	956	46	2865	81	105	6.738	644	30.99			-35.709482178883654
-435	2020-04-09	4365	127	112	6	925	46	2940	85	75	4.043	623	30.99			-32.62927895120175
-434	2020-04-10	4463	131	98	4	845	39	3006	88	66	2.695	569	26.28			-34.64810518174787
-433	2020-04-11	4567	134	104	3	814	38	3077	90	70	2.021	548	25.6			-36.850271528316526
-432	2020-04-12	4639	138	72	4	802	36	3125	92	48	2.695	540	24.26			-32.88702928870293
-431	2020-04-13	4700	140	61	2	745	36	3166	94	41	1.348	501	24.26			-37.86488740617181
-430	2020-04-14	4786	145	86	5	690	34	3224	97	57	3.369	464	22.91			-33.00970873786408
-429	2020-04-15	4894	149	108	4	641	28	3297	100	72	2.695	431	18.87			-32.94979079497908
-428	2020-04-16	4989	158	95	9	624	31	3361	106	64	6.064	420	20.89			-32.54054054054054
-427	2020-04-17	5082	162	93	4	619	31	3424	109	62	2.695	417	20.89			-26.745562130177515
-426	2020-04-18	5128	164	46	2	561	30	3454	110	30	1.348	377	20.21			-31.08108108108108
-425	2020-04-19	5177	170	49	6	538	32	3488	114	33	4.043	362	21.56			-32.917705735660846
