Landkreis	Bundesland	Population	Cases	Deaths	Cases_Per_Million	Deaths_Per_Million	DIVI_Intensivstationen_Covid_Prozent	DIVI_Intensivstationen_Betten_belegt_Prozent	DoublingTime_Cases_Last_Week_Per_100000
Flensburg (Kreisfreie Stadt)	Schleswig-Holstein	90164	2525	39	28004	432	2.4	100.0	14.8
Kiel (Kreisfreie Stadt)	Schleswig-Holstein	246794	6118	105	24789	425	2.5	71.6	
Lübeck (Kreisfreie Stadt)	Schleswig-Holstein	216530	6190	100	28587	461	1.5	82.0	
Neumünster (Kreisfreie Stadt)	Schleswig-Holstein	80196	2059	23	25674	286	0.0	80.0	
Dithmarschen (Kreis)	Schleswig-Holstein	133193	2136	53	16036	397	0.0	97.4	
Herzogtum Lauenburg (Kreis)	Schleswig-Holstein	198019	5520	115	27876	580	0.0	72.2	22.5
Nordfriesland (Kreis)	Schleswig-Holstein	165951	2999	82	18071	494	0.0	68.0	
Ostholstein (Kreis)	Schleswig-Holstein	200539	3530	86	17602	428	2.2	78.3	
Pinneberg (Kreis)	Schleswig-Holstein	316103	11303	378	35757	1195	0.0	97.3	
Plön (Kreis)	Schleswig-Holstein	128686	1528	32	11873	248	8.3	50.0	
Rendsburg-Eckernförde (Kreis)	Schleswig-Holstein	274098	4353	58	15881	211	2.4	71.4	
Schleswig-Flensburg (Kreis)	Schleswig-Holstein	201156	3066	60	15241	298	0.0	87.5	
Segeberg (Kreis)	Schleswig-Holstein	277175	7315	161	26391	580	1.2	72.9	31.9
Steinburg (Kreis)	Schleswig-Holstein	131013	2525	41	19272	312	4.7	76.7	
Stormarn (Kreis)	Schleswig-Holstein	244156	7466	308	30578	1261	0.0	71.4	15.7
Regionalverband Saarbrücken (Landkreis)	Saarland	328714	16430	466	49982	1417	5.4	83.2	50.0
Merzig-Wadern (Landkreis)	Saarland	103243	3653	61	35382	590	16.7	75.0	
Neunkirchen (Landkreis)	Saarland	131408	5647	126	42973	958	0.0	86.1	
Saarlouis (Landkreis)	Saarland	194319	8884	151	45718	777	0.0	86.0	9.7
Saarpfalz-Kreis (Landkreis)	Saarland	142196	5065	113	35619	794	2.5	92.6	
St. Wendel (Landkreis)	Saarland	87007	3318	113	38134	1298	7.1	57.1	
Berlin Reinickendorf (Bezirk)	Berlin	259689	14517	298	55901	1147	4.5	89.4	34.3
Berlin Charlottenburg-Wilmersdorf (Bezirk)	Berlin	334401	16153	302	48304	903	4.5	89.4	13.0
Berlin Treptow-Köpenick (Bezirk)	Berlin	266488	10168	216	38155	810	4.5	89.4	
Berlin Pankow (Bezirk)	Berlin	398036	15833	221	39777	555	4.5	89.4	20.8
Berlin Neukölln (Bezirk)	Berlin	321123	21984	416	68459	1295	4.5	89.4	40.7
Berlin Lichtenberg (Bezirk)	Berlin	286522	12605	256	43993	893	4.5	89.4	15.0
Berlin Marzahn-Hellersdorf (Bezirk)	Berlin	262967	11410	248	43389	943	4.5	89.4	18.2
Berlin Spandau (Bezirk)	Berlin	239019	14429	258	60367	1079	4.5	89.4	25.2
Berlin Steglitz-Zehlendorf (Bezirk)	Berlin	302177	13186	420	43636	1389	4.5	89.4	14.3
Berlin Mitte (Bezirk)	Berlin	375238	23483	303	62581	807	4.5	89.4	14.6
Berlin Friedrichshain-Kreuzberg (Bezirk)	Berlin	282059	15568	170	55194	602	4.5	89.4	33.2
Berlin Tempelhof-Schöneberg (Bezirk)	Berlin	341772	18345	479	53676	1401	4.5	89.4	11.8
Brandenburg an der Havel (Kreisfreie Stadt)	Brandenburg	72184	2349	89	32541	1232	0.0	80.6	
Cottbus (Kreisfreie Stadt)	Brandenburg	99678	6072	206	60916	2066	1.1	86.7	
Frankfurt (Oder) (Kreisfreie Stadt)	Brandenburg	57751	2306	113	39930	1956	0.0	91.7	
Potsdam (Kreisfreie Stadt)	Brandenburg	180334	7286	244	40402	1353	0.0	84.1	
Barnim (Landkreis)	Brandenburg	185244	6200	225	33469	1214	0.0	84.1	
Dahme-Spreewald (Landkreis)	Brandenburg	170791	7205	253	42186	1481	0.0	70.3	
Elbe-Elster (Landkreis)	Brandenburg	101827	7200	247	70708	2425	0.0	75.0	
Havelland (Landkreis)	Brandenburg	162996	6418	182	39375	1116	0.0	76.2	
Märkisch-Oderland (Landkreis)	Brandenburg	195751	7057	277	36050	1415	0.0	52.2	
Oberhavel (Landkreis)	Brandenburg	212914	8542	307	40119	1441	5.6	77.8	
Oberspreewald-Lausitz (Landkreis)	Brandenburg	109371	7235	261	66150	2386	0.0	87.5	
Oder-Spree (Landkreis)	Brandenburg	178803	8312	313	46486	1750	0.0	92.1	
Ostprignitz-Ruppin (Landkreis)	Brandenburg	98861	4190	155	42382	1567	0.0	87.8	
Potsdam-Mittelmark (Landkreis)	Brandenburg	216566	8025	208	37055	960	2.2	93.5	
Prignitz (Landkreis)	Brandenburg	76158	3292	164	43225	2153	0.0	50.0	
Spree-Neiße (Landkreis)	Brandenburg	113720	7686	200	67587	1758	0.0	55.0	
Teltow-Fläming (Landkreis)	Brandenburg	169997	7029	209	41347	1229	0.0	92.9	
Uckermark (Landkreis)	Brandenburg	118947	3957	166	33266	1395	0.0	72.4	
Rostock (Kreisfreie Stadt)	Mecklenburg-Vorpommern	209191	3397	44	16238	210	2.6	87.9	6.8
Schwerin (Kreisfreie Stadt)	Mecklenburg-Vorpommern	95653	2828	109	29565	1139	0.0	80.6	
Mecklenburgische Seenplatte (Landkreis)	Mecklenburg-Vorpommern	258074	8816	162	34160	627	0.0	89.3	
Rostock (Landkreis)	Mecklenburg-Vorpommern	215794	4629	151	21451	699	0.0	60.0	
Vorpommern-Rügen (Landkreis)	Mecklenburg-Vorpommern	224702	3973	79	17681	351	0.0	78.0	
Nordwestmecklenburg (Landkreis)	Mecklenburg-Vorpommern	157322	3995	86	25393	546	0.0	58.8	
Vorpommern-Greifswald (Landkreis)	Mecklenburg-Vorpommern	235623	10158	287	43111	1218	0.6	85.6	
Ludwigslust-Parchim (Landkreis)	Mecklenburg-Vorpommern	211779	7512	266	35470	1256	1.2	76.2	
Chemnitz (Kreisfreie Stadt)	Sachsen	246334	17129	546	69535	2216	2.2	91.2	
Erzgebirgskreis (Landkreis)	Sachsen	334948	32062	907	95722	2707	2.7	76.0	
Mittelsachsen (Landkreis)	Sachsen	304099	24399	703	80233	2311	0.0	70.0	
Vogtlandkreis (Landkreis)	Sachsen	225997	18874	841	83514	3721	1.5	69.7	
Zwickau (Landkreis)	Sachsen	315002	26880	1054	85332	3346	0.0	69.3	
Dresden (Kreisfreie Stadt)	Sachsen	556780	31096	1111	55849	1995	3.5	82.1	14.1
Bautzen (Landkreis)	Sachsen	299758	27551	940	91910	3135	3.2	46.0	
Görlitz (Landkreis)	Sachsen	252725	20485	1161	81056	4593	1.6	73.8	
Meißen (Landkreis)	Sachsen	241717	17277	603	71476	2494	0.0	73.0	
Sächsische Schweiz-Osterzgebirge (Landkreis)	Sachsen	245586	20702	981	84296	3994	1.0	90.8	
Leipzig (Kreisfreie Stadt)	Sachsen	593145	22860	536	38540	903	0.3	81.1	21.6
Leipzig (Landkreis)	Sachsen	258139	14924	359	57813	1390	0.0	82.8	
Nordsachsen (Landkreis)	Sachsen	197741	13573	408	68640	2063	0.0	68.3	
Dessau-Roßlau (Kreisfreie Stadt)	Sachsen-Anhalt	80103	3314	123	41371	1535	0.0	79.4	
Halle (Saale) (Kreisfreie Stadt)	Sachsen-Anhalt	238762	11848	353	49622	1478	0.8	83.6	
Magdeburg (Kreisfreie Stadt)	Sachsen-Anhalt	237565	6802	161	28632	677	0.0	94.5	
Altmarkkreis Salzwedel (Landkreis)	Sachsen-Anhalt	83173	2542	80	30562	961	5.6	66.7	
Anhalt-Bitterfeld (Landkreis)	Sachsen-Anhalt	158486	6789	183	42836	1154	0.0	60.0	
Börde (Landkreis)	Sachsen-Anhalt	170923	6139	140	35916	819	0.0	75.0	
Burgenlandkreis (Landkreis)	Sachsen-Anhalt	178846	13222	597	73929	3338	0.0	64.0	
Harz (Landkreis)	Sachsen-Anhalt	213310	8848	280	41479	1312	1.6	65.6	
Jerichower Land (Landkreis)	Sachsen-Anhalt	89589	3395	158	37895	1763	0.0	52.9	
Mansfeld-Südharz (Landkreis)	Sachsen-Anhalt	134942	6430	225	47650	1667	3.7	85.2	
Saalekreis (Landkreis)	Sachsen-Anhalt	183815	10242	355	55719	1931	0.0	54.5	
Salzlandkreis (Landkreis)	Sachsen-Anhalt	189125	8941	323	47275	1707	0.0	84.8	
Stendal (Landkreis)	Sachsen-Anhalt	111190	4836	194	43493	1744	0.0	47.8	
Wittenberg (Landkreis)	Sachsen-Anhalt	124953	6718	299	53764	2392	0.0	81.2	
Erfurt (Kreisfreie Stadt)	Thüringen	213981	8710	273	40704	1275	0.0	90.8	
Gera (Kreisfreie Stadt)	Thüringen	93125	5766	205	61916	2201	0.0	92.5	
Jena (Kreisfreie Stadt)	Thüringen	111343	4369	84	39239	754	1.7	94.9	
Suhl (Kreisfreie Stadt)	Thüringen	36789	2185	113	59392	3071	3.1	53.1	
Weimar (Kreisfreie Stadt)	Thüringen	65228	2630	103	40320	1579	0.0	80.0	
Eisenach (Kreisfreie Stadt)	Thüringen	42250	1978	78	46816	1846	0.0	76.5	
Eichsfeld (Landkreis)	Thüringen	100006	6280	250	62796	2499	0.0	80.0	
Nordhausen (Landkreis)	Thüringen	83416	2961	70	35496	839	3.4	58.6	
Wartburgkreis (Landkreis)	Thüringen	118974	8346	250	70149	2101	0.0	88.2	
Unstrut-Hainich-Kreis (Landkreis)	Thüringen	102232	6435	264	62945	2582	0.0	76.5	
Kyffhäuserkreis (Landkreis)	Thüringen	74212	3690	145	49722	1953	0.0	28.6	
Schmalkalden-Meiningen (Landkreis)	Thüringen	124916	10091	371	80782	2969	4.8	81.0	
Gotha (Landkreis)	Thüringen	134908	8731	205	64718	1519	0.0	52.9	
Sömmerda (Landkreis)	Thüringen	69427	4179	136	60192	1958	0.0	100.0	
Hildburghausen (Landkreis)	Thüringen	63197	5436	249	86016	3940	0.0	62.5	
Ilm-Kreis (Landkreis)	Thüringen	106249	6550	218	61647	2051	0.0	47.1	
Weimarer Land (Landkreis)	Thüringen	82156	4122	78	50172	949	0.0	85.3	
Sonneberg (Landkreis)	Thüringen	57717	4268	164	73947	2841	0.0	100.0	
Saalfeld-Rudolstadt (Landkreis)	Thüringen	103199	6799	288	65882	2790	0.0	70.8	
Saale-Holzland-Kreis (Landkreis)	Thüringen	82950	4772	128	57528	1543	0.0	75.0	
Saale-Orla-Kreis (Landkreis)	Thüringen	80312	6519	185	81170	2303	20.0	40.0	
Greiz (Landkreis)	Thüringen	97398	7897	240	81079	2464	0.0	100.0	
Altenburger Land (Landkreis)	Thüringen	89393	6972	293	77992	3277	0.0	90.6	
Hamburg (Kreisfreie Stadt)	Hamburg	1847253	82280	1636	44541	885	5.3	78.8	
Braunschweig (Kreisfreie Stadt)	Niedersachsen	249406	6810	189	27304	757	1.5	80.0	
Salzgitter (Kreisfreie Stadt)	Niedersachsen	104291	5577	79	53475	757	0.0	58.6	
Wolfsburg (Kreisfreie Stadt)	Niedersachsen	124371	4345	87	34935	699	0.0	86.1	
Gifhorn (Landkreis)	Niedersachsen	176523	6304	191	35712	1082	0.0	100.0	
Goslar (Landkreis)	Niedersachsen	136292	2694	137	19766	1005	0.0	86.2	
Helmstedt (Landkreis)	Niedersachsen	91297	2498	95	27361	1040	0.0	75.0	
Northeim (Landkreis)	Niedersachsen	132285	2680	61	20259	461	0.0	70.0	
Peine (Landkreis)	Niedersachsen	134801	5538	104	41082	771	8.3	91.7	
Wolfenbüttel (Landkreis)	Niedersachsen	119622	3038	100	25396	835	6.2	75.0	
Göttingen (Landkreis)	Niedersachsen	326041	8268	271	25358	831	4.1	77.9	
Region Hannover (Landkreis)	Niedersachsen	1157115	50478	1058	43624	914	0.0	85.8	10.3
Diepholz (Landkreis)	Niedersachsen	217089	7276	109	33516	502	0.0	58.8	
