Days_Past	Date	Cases	Deaths	Cases_New	Deaths_New	Cases_Last_Week	Deaths_Last_Week	Cases_Per_Million	Deaths_Per_Million	Cases_New_Per_Million	Deaths_New_Per_Million	Cases_Last_Week_Per_Million	Deaths_Last_Week_Per_Million	DIVI_Intensivstationen_Covid_Prozent	DIVI_Intensivstationen_Betten_belegt_Prozent
-362	2020-01-02	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-361	2020-01-03	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-360	2020-01-04	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-359	2020-01-05	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-358	2020-01-06	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-357	2020-01-07	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-356	2020-01-08	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-355	2020-01-09	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-354	2020-01-10	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-353	2020-01-11	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-352	2020-01-12	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-351	2020-01-13	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-350	2020-01-14	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-349	2020-01-15	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-348	2020-01-16	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-347	2020-01-17	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-346	2020-01-18	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-345	2020-01-19	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-344	2020-01-20	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-343	2020-01-21	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-342	2020-01-22	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-341	2020-01-23	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-340	2020-01-24	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-339	2020-01-25	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-338	2020-01-26	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-337	2020-01-27	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-336	2020-01-28	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-335	2020-01-29	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-334	2020-01-30	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-333	2020-01-31	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-332	2020-02-01	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-331	2020-02-02	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-330	2020-02-03	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-329	2020-02-04	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-328	2020-02-05	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-327	2020-02-06	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-326	2020-02-07	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-325	2020-02-08	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-324	2020-02-09	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-323	2020-02-10	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-322	2020-02-11	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-321	2020-02-12	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-320	2020-02-13	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-319	2020-02-14	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-318	2020-02-15	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-317	2020-02-16	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-316	2020-02-17	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-315	2020-02-18	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-314	2020-02-19	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-313	2020-02-20	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-312	2020-02-21	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-311	2020-02-22	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-310	2020-02-23	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-309	2020-02-24	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-308	2020-02-25	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-307	2020-02-26	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-306	2020-02-27	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-305	2020-02-28	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-304	2020-02-29	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-303	2020-03-01	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-302	2020-03-02	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-301	2020-03-03	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-300	2020-03-04	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-299	2020-03-05	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-298	2020-03-06	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-297	2020-03-07	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-296	2020-03-08	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-295	2020-03-09	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-294	2020-03-10	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-293	2020-03-11	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-292	2020-03-12	2	0	2	0	2	0	9	0	9	0.0	9	0.0		
-291	2020-03-13	2	0	0	0	2	0	9	0	0	0.0	9	0.0		
-290	2020-03-14	2	0	0	0	2	0	9	0	0	0.0	9	0.0		
-289	2020-03-15	2	0	0	0	2	0	9	0	0	0.0	9	0.0		
-288	2020-03-16	2	0	0	0	2	0	9	0	0	0.0	9	0.0		
-287	2020-03-17	8	0	6	0	8	0	37	0	28	0.0	37	0.0		
-286	2020-03-18	8	0	0	0	8	0	37	0	0	0.0	37	0.0		
-285	2020-03-19	14	0	6	0	12	0	65	0	28	0.0	56	0.0		
-284	2020-03-20	14	0	0	0	12	0	65	0	0	0.0	56	0.0		
-283	2020-03-21	14	0	0	0	12	0	65	0	0	0.0	56	0.0		
-282	2020-03-22	14	0	0	0	12	0	65	0	0	0.0	56	0.0		
-281	2020-03-23	22	0	8	0	20	0	103	0	37	0.0	93	0.0		
-280	2020-03-24	25	1	3	1	17	1	117	4	14	4.688	79	4.69		
-279	2020-03-25	29	1	4	0	21	1	135	4	18	0.0	98	4.69		
-278	2020-03-26	35	2	6	1	21	2	164	9	28	4.688	98	9.38		
-277	2020-03-27	42	2	7	0	28	2	196	9	32	0.0	131	9.38		
-276	2020-03-28	44	2	2	0	30	2	206	9	9	0.0	140	9.38		
-275	2020-03-29	46	2	2	0	32	2	215	9	9	0.0	150	9.38		
-274	2020-03-30	50	2	4	0	28	2	234	9	18	0.0	131	9.38		
-273	2020-03-31	63	2	13	0	38	1	295	9	60	0.0	178	4.69		
-272	2020-04-01	63	2	0	0	34	1	295	9	0	0.0	159	4.69		
-271	2020-04-02	68	3	5	1	33	1	318	14	23	4.688	154	4.69		
-270	2020-04-03	73	3	5	0	31	1	342	14	23	0.0	145	4.69		
-269	2020-04-04	75	3	2	0	31	1	351	14	9	0.0	145	4.69		
-268	2020-04-05	92	3	17	0	46	1	431	14	79	0.0	215	4.69		
-267	2020-04-06	105	3	13	0	55	1	492	14	60	0.0	257	4.69		
-266	2020-04-07	109	3	4	0	46	1	510	14	18	0.0	215	4.69		
-265	2020-04-08	122	3	13	0	59	1	571	14	60	0.0	276	4.69		
-264	2020-04-09	126	3	4	0	58	0	590	14	18	0.0	271	0.0		
-263	2020-04-10	137	3	11	0	64	0	642	14	51	0.0	300	0.0		
-262	2020-04-11	141	3	4	0	66	0	661	14	18	0.0	309	0.0		
-261	2020-04-12	141	3	0	0	49	0	661	14	0	0.0	229	0.0		
-260	2020-04-13	141	3	0	0	36	0	661	14	0	0.0	168	0.0		
-259	2020-04-14	150	3	9	0	41	0	703	14	42	0.0	192	0.0		
-258	2020-04-15	153	3	3	0	31	0	717	14	14	0.0	145	0.0		
-257	2020-04-16	162	4	9	1	36	1	759	18	42	4.688	168	4.69		
-256	2020-04-17	207	4	45	0	70	1	970	18	210	0.0	328	4.69		
-255	2020-04-18	218	4	11	0	77	1	1021	18	51	0.0	360	4.69		
-254	2020-04-19	222	4	4	0	81	1	1040	18	18	0.0	379	4.69		
-253	2020-04-20	222	4	0	0	81	1	1040	18	0	0.0	379	4.69		
-252	2020-04-21	225	4	3	0	75	1	1054	18	14	0.0	351	4.69		
-251	2020-04-22	226	4	1	0	73	1	1059	18	4	0.0	342	4.69		
-250	2020-04-23	229	4	3	0	67	0	1073	18	14	0.0	314	0.0		
-249	2020-04-24	231	4	2	0	24	0	1082	18	9	0.0	112	0.0		
-248	2020-04-25	234	4	3	0	16	0	1096	18	14	0.0	75	0.0		
-247	2020-04-26	234	4	0	0	12	0	1096	18	0	0.0	56	0.0	5.2	44.8
-246	2020-04-27	238	4	4	0	16	0	1115	18	18	0.0	75	0.0	4.8	48.4
-245	2020-04-28	239	4	1	0	14	0	1120	18	4	0.0	65	0.0	4.9	44.3
-244	2020-04-29	240	4	1	0	14	0	1125	18	4	0.0	65	0.0	5.3	50.9
-243	2020-04-30	242	5	2	1	13	1	1134	23	9	4.688	60	4.69	1.7	44.8
-242	2020-05-01	244	5	2	0	13	1	1143	23	9	0.0	60	4.69	1.7	46.6
-241	2020-05-02	244	5	0	0	10	1	1143	23	0	0.0	46	4.69	1.7	46.7
-240	2020-05-03	246	5	2	0	12	1	1153	23	9	0.0	56	4.69	1.7	44.8
-239	2020-05-04	250	5	4	0	12	1	1172	23	18	0.0	56	4.69	1.6	50.8
-238	2020-05-05	254	5	4	0	15	1	1190	23	18	0.0	70	4.69	1.6	51.6
-237	2020-05-06	254	5	0	0	14	1	1190	23	0	0.0	65	4.69	1.8	60.0
-236	2020-05-07	254	5	0	0	12	0	1190	23	0	0.0	56	0.0	1.8	53.6
-235	2020-05-08	254	5	0	0	10	0	1190	23	0	0.0	46	0.0	1.8	57.9
-234	2020-05-09	254	5	0	0	10	0	1190	23	0	0.0	46	0.0	1.8	63.6
-233	2020-05-10	254	5	0	0	8	0	1190	23	0	0.0	37	0.0	1.8	67.9
-232	2020-05-11	254	5	0	0	4	0	1190	23	0	0.0	18	0.0	1.8	60.7
-231	2020-05-12	254	5	0	0	0	0	1190	23	0	0.0	0	0.0	1.9	64.8
-230	2020-05-13	255	5	1	0	1	0	1195	23	4	0.0	4	0.0	1.8	64.3
-229	2020-05-14	255	5	0	0	1	0	1195	23	0	0.0	4	0.0	1.7	61.0
-228	2020-05-15	255	5	0	0	1	0	1195	23	0	0.0	4	0.0	0.0	67.2
-227	2020-05-16	257	5	2	0	3	0	1204	23	9	0.0	14	0.0	0.0	71.0
-226	2020-05-17	258	5	1	0	4	0	1209	23	4	0.0	18	0.0	0.0	58.3
-225	2020-05-18	258	5	0	0	4	0	1209	23	0	0.0	18	0.0	0.0	58.3
-224	2020-05-19	258	5	0	0	4	0	1209	23	0	0.0	18	0.0	0.0	55.1
-223	2020-05-20	258	5	0	0	3	0	1209	23	0	0.0	14	0.0	0.0	52.7
-222	2020-05-21	258	5	0	0	3	0	1209	23	0	0.0	14	0.0	0.0	58.9
-221	2020-05-22	258	5	0	0	3	0	1209	23	0	0.0	14	0.0	0.0	48.2
-220	2020-05-23	258	5	0	0	1	0	1209	23	0	0.0	4	0.0	0.0	48.2
-219	2020-05-24	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	54.9
-218	2020-05-25	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	56.4
-217	2020-05-26	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	52.7
-216	2020-05-27	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	51.8
-215	2020-05-28	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	49.1
-214	2020-05-29	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	50.9
-213	2020-05-30	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	48.1
-212	2020-05-31	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	43.6
-211	2020-06-01	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	51.9
-210	2020-06-02	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	47.2
-209	2020-06-03	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	55.6
-208	2020-06-04	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	58.2
-207	2020-06-05	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	60.7
-206	2020-06-06	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	55.4
-205	2020-06-07	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	60.0
-204	2020-06-08	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	49.1
-203	2020-06-09	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	40.5
-202	2020-06-10	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	29.7
-201	2020-06-11	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	25.6
-200	2020-06-12	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	30.8
-199	2020-06-13	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	40.0
-198	2020-06-14	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	41.7
-197	2020-06-15	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	36.1
-196	2020-06-16	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	34.3
-195	2020-06-17	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	48.6
-194	2020-06-18	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	51.5
-193	2020-06-19	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	48.6
-192	2020-06-20	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	35.1
-191	2020-06-21	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	43.2
-190	2020-06-22	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	40.5
-189	2020-06-23	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	40.5
-188	2020-06-24	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	43.6
-187	2020-06-25	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	40.0
-186	2020-06-26	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	53.8
-185	2020-06-27	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	51.0
-184	2020-06-28	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	45.3
-183	2020-06-29	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	46.3
-182	2020-06-30	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	54.5
-181	2020-07-01	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	46.3
-180	2020-07-02	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	56.6
-179	2020-07-03	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	58.0
-178	2020-07-04	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	63.0
-177	2020-07-05	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	65.2
-176	2020-07-06	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	50.9
-175	2020-07-07	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	52.8
-174	2020-07-08	258	5	0	0	0	0	1209	23	0	0.0	0	0.0	0.0	59.6
-173	2020-07-09	259	5	1	0	1	0	1214	23	4	0.0	4	0.0	0.0	60.4
-172	2020-07-10	261	5	2	0	3	0	1223	23	9	0.0	14	0.0	0.0	61.1
-171	2020-07-11	261	5	0	0	3	0	1223	23	0	0.0	14	0.0	0.0	63.6
-170	2020-07-12	261	5	0	0	3	0	1223	23	0	0.0	14	0.0	0.0	60.5
-169	2020-07-13	261	5	0	0	3	0	1223	23	0	0.0	14	0.0	0.0	56.4
-168	2020-07-14	261	5	0	0	3	0	1223	23	0	0.0	14	0.0	0.0	57.9
-167	2020-07-15	261	5	0	0	3	0	1223	23	0	0.0	14	0.0	0.0	52.6
-166	2020-07-16	261	5	0	0	2	0	1223	23	0	0.0	9	0.0	0.0	50.9
-165	2020-07-17	261	5	0	0	0	0	1223	23	0	0.0	0	0.0	0.0	45.3
-164	2020-07-18	261	5	0	0	0	0	1223	23	0	0.0	0	0.0	0.0	66.7
-163	2020-07-19	261	5	0	0	0	0	1223	23	0	0.0	0	0.0	0.0	72.7
-162	2020-07-20	261	5	0	0	0	0	1223	23	0	0.0	0	0.0	0.0	50.9
-161	2020-07-21	261	5	0	0	0	0	1223	23	0	0.0	0	0.0	0.0	66.0
-160	2020-07-22	261	5	0	0	0	0	1223	23	0	0.0	0	0.0	0.0	62.5
-159	2020-07-23	261	5	0	0	0	0	1223	23	0	0.0	0	0.0	0.0	66.0
-158	2020-07-24	261	5	0	0	0	0	1223	23	0	0.0	0	0.0	0.0	76.6
-157	2020-07-25	261	5	0	0	0	0	1223	23	0	0.0	0	0.0	0.0	74.5
-156	2020-07-26	261	5	0	0	0	0	1223	23	0	0.0	0	0.0	0.0	73.8
-155	2020-07-27	261	5	0	0	0	0	1223	23	0	0.0	0	0.0	0.0	64.6
-154	2020-07-28	262	5	1	0	1	0	1228	23	4	0.0	4	0.0	0.0	53.2
-153	2020-07-29	262	5	0	0	1	0	1228	23	0	0.0	4	0.0	0.0	50.9
-152	2020-07-30	262	5	0	0	1	0	1228	23	0	0.0	4	0.0	0.0	52.5
-151	2020-07-31	263	5	1	0	2	0	1232	23	4	0.0	9	0.0	0.0	55.2
-150	2020-08-01	263	5	0	0	2	0	1232	23	0	0.0	9	0.0	0.0	43.5
-149	2020-08-02	263	5	0	0	2	0	1232	23	0	0.0	9	0.0	0.0	51.7
-148	2020-08-03	263	5	0	0	2	0	1232	23	0	0.0	9	0.0	0.0	43.8
