Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2021-08-21	20	20	100.0	0	0.0	0	0
2021-04-12	22	21	95.5	8	36.4	4	50.0
2020-05-10	35	21	60.0	1	2.9	1	100.0
2021-09-11	20	16	80.0	0	0.0	0	0
2020-10-31	22	17	77.3	1	4.5	0	0.0
2020-07-26	22	18	81.8	0	0.0	0	0
2020-12-01	22	22	100.0	5	22.7	2	40.0
2021-03-22	22	17	77.3	5	22.7	3	60.0
2021-04-14	22	18	81.8	6	27.3	4	66.7
2020-09-27	22	19	86.4	0	0.0	0	0
2021-09-14	19	19	100.0	0	0.0	0	0
2021-05-16	22	22	100.0	8	36.4	5	62.5
2021-05-13	22	21	95.5	6	27.3	4	66.7
2020-09-25	22	16	72.7	0	0.0	0	0
2021-06-03	22	18	81.8	4	18.2	4	100.0
2021-09-26	20	16	80.0	1	5.0	1	100.0
2020-12-09	22	22	100.0	3	13.6	2	66.7
2020-10-30	22	21	95.5	1	4.5	0	0.0
2021-04-04	22	19	86.4	5	22.7	4	80.0
2021-01-13	22	22	100.0	6	27.3	4	66.7
2021-05-10	22	19	86.4	6	27.3	4	66.7
2021-07-22	20	15	75.0	0	0.0	0	0
2021-05-20	22	21	95.5	6	27.3	4	66.7
2021-06-16	20	20	100.0	2	10.0	2	100.0
2021-02-26	22	13	59.1	4	18.2	4	100.0
2020-09-09	22	21	95.5	0	0.0	0	0
2021-01-21	22	17	77.3	3	13.6	3	100.0
2021-05-27	22	22	100.0	6	27.3	5	83.3
2021-06-18	20	16	80.0	1	5.0	1	100.0
2020-08-05	22	17	77.3	0	0.0	0	0
2020-07-27	22	19	86.4	0	0.0	0	0
2021-06-22	20	17	85.0	1	5.0	1	100.0
2020-09-04	22	16	72.7	0	0.0	0	0
2021-03-01	22	14	63.6	4	18.2	2	50.0
2021-04-15	22	17	77.3	4	18.2	4	100.0
2021-08-04	20	18	90.0	0	0.0	0	0
2021-08-27	20	16	80.0	0	0.0	0	0
2021-02-09	22	19	86.4	6	27.3	5	83.3
2020-05-23	30	25	83.3	1	3.3	1	100.0
2020-10-01	22	20	90.9	0	0.0	0	0
2020-12-27	22	19	86.4	8	36.4	6	75.0
2021-06-08	22	17	77.3	3	13.6	2	66.7
2021-04-28	22	22	100.0	5	22.7	5	100.0
2020-06-25	30	24	80.0	0	0.0	0	0
2021-07-21	20	15	75.0	0	0.0	0	0
2020-08-31	22	9	40.9	0	0.0	0	0
2020-06-22	0	0		0		0	0
2021-02-13	22	20	90.9	8	36.4	5	62.5
2021-09-06	20	18	90.0	0	0.0	0	0
2021-02-19	22	19	86.4	9	40.9	8	88.9
2021-08-18	20	16	80.0	0	0.0	0	0
2021-04-16	22	20	90.9	4	18.2	4	100.0
2020-09-24	22	16	72.7	0	0.0	0	0
2021-07-13	20	17	85.0	1	5.0	1	100.0
2021-05-22	22	19	86.4	8	36.4	5	62.5
2020-10-13	22	14	63.6	0	0.0	0	0
2020-05-31	30	21	70.0	1	3.3	0	0.0
2020-07-29	22	21	95.5	0	0.0	0	0
2021-08-16	20	20	100.0	0	0.0	0	0
2021-04-24	22	18	81.8	5	22.7	4	80.0
2021-07-12	20	12	60.0	1	5.0	1	100.0
2021-07-17	20	9	45.0	0	0.0	0	0
