Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-05-10	15	4	26.7	1	6.7	1	100.0
2020-05-18	14	5	35.7	0	0.0	0	0
2020-05-08	15	4	26.7	1	6.7	1	100.0
2020-09-28	14	3	21.4	0	0.0	0	0
2020-05-12	14	6	42.9	1	7.1	1	100.0
2020-09-27	14	2	14.3	0	0.0	0	0
2020-06-19	14	6	42.9	0	0.0	0	0
2020-07-28	14	8	57.1	0	0.0	0	0
2020-07-22	14	7	50.0	0	0.0	0	0
2020-06-02	14	6	42.9	0	0.0	0	0
2020-12-07	14	7	50.0	0	0.0	0	0
2020-08-29	14	4	28.6	0	0.0	0	0
2020-08-27	14	6	42.9	0	0.0	0	0
2020-09-24	14	4	28.6	0	0.0	0	0
2020-08-16	14	8	57.1	0	0.0	0	0
2020-08-23	14	6	42.9	0	0.0	0	0
2020-10-02	14	7	50.0	0	0.0	0	0
2020-09-08	14	8	57.1	0	0.0	0	0
2020-06-22	0	0		0		0	0
2020-11-05	14	7	50.0	0	0.0	0	0
2020-06-24	0	0		0		0	0
2020-10-28	14	6	42.9	0	0.0	0	0
2020-10-03	14	7	50.0	0	0.0	0	0
2020-09-15	14	6	42.9	0	0.0	0	0
2020-11-01	14	6	42.9	0	0.0	0	0
2020-12-03	14	8	57.1	0	0.0	0	0
2020-11-17	14	7	50.0	0	0.0	0	0
2020-05-15	14	6	42.9	1	7.1	1	100.0
2020-11-15	14	4	28.6	0	0.0	0	0
2020-09-14	14	6	42.9	0	0.0	0	0
2020-11-30	14	8	57.1	0	0.0	0	0
2020-06-26	14	6	42.9	0	0.0	0	0
2020-09-02	14	7	50.0	0	0.0	0	0
2020-09-25	14	2	14.3	0	0.0	0	0
2020-11-08	14	8	57.1	0	0.0	0	0
2020-08-14	14	8	57.1	0	0.0	0	0
2020-06-15	15	9	60.0	0	0.0	0	0
2020-08-02	14	9	64.3	0	0.0	0	0
2020-10-22	14	6	42.9	0	0.0	0	0
2020-06-05	14	7	50.0	0	0.0	0	0
2020-04-26	15	7	46.7	2	13.3	2	100.0
2020-07-12	14	7	50.0	0	0.0	0	0
2020-07-01	14	9	64.3	0	0.0	0	0
2020-06-09	14	6	42.9	0	0.0	0	0
2020-07-06	14	6	42.9	0	0.0	0	0
2020-04-28	15	0	0.0	0	0.0	0	0
2020-12-08	14	5	35.7	0	0.0	0	0
2020-08-06	14	7	50.0	0	0.0	0	0
2020-10-25	14	5	35.7	0	0.0	0	0
2020-06-12	15	8	53.3	0	0.0	0	0
2020-06-14	14	7	50.0	0	0.0	0	0
2020-10-15	14	3	21.4	0	0.0	0	0
2020-07-07	14	6	42.9	0	0.0	0	0
2020-05-09	15	5	33.3	1	6.7	1	100.0
2020-09-21	14	3	21.4	0	0.0	0	0
2020-06-30	14	7	50.0	0	0.0	0	0
2020-07-31	14	8	57.1	0	0.0	0	0
2020-05-20	14	8	57.1	0	0.0	0	0
2020-11-19	14	10	71.4	0	0.0	0	0
2020-11-28	14	8	57.1	0	0.0	0	0
2020-05-03	15	5	33.3	1	6.7	1	100.0
2020-09-16	14	4	28.6	0	0.0	0	0
2020-08-12	14	8	57.1	0	0.0	0	0
2020-06-21	0	0		0		0	0
2020-08-28	14	7	50.0	0	0.0	0	0
2020-06-28	14	6	42.9	0	0.0	0	0
2020-07-21	16	10	62.5	0	0.0	0	0
2020-07-10	14	7	50.0	0	0.0	0	0
2020-05-17	14	6	42.9	1	7.1	1	100.0
2020-10-23	14	8	57.1	0	0.0	0	0
2020-10-30	14	8	57.1	0	0.0	0	0
2020-08-08	14	9	64.3	0	0.0	0	0
2020-07-24	14	7	50.0	0	0.0	0	0
2020-06-10	14	6	42.9	0	0.0	0	0
2020-05-19	14	6	42.9	0	0.0	0	0
2020-10-18	14	5	35.7	0	0.0	0	0
2020-11-07	14	5	35.7	0	0.0	0	0
2020-05-31	14	7	50.0	0	0.0	0	0
2020-05-04	15	6	40.0	1	6.7	1	100.0
2020-09-10	14	5	35.7	0	0.0	0	0
2020-09-06	14	6	42.9	0	0.0	0	0
2020-07-11	14	6	42.9	0	0.0	0	0
2020-09-29	14	7	50.0	0	0.0	0	0
2020-09-04	14	7	50.0	0	0.0	0	0
2020-09-01	14	9	64.3	0	0.0	0	0
2020-12-05	14	7	50.0	0	0.0	0	0
2020-11-16	14	6	42.9	0	0.0	0	0
2020-08-21	14	6	42.9	0	0.0	0	0
2020-10-29	14	7	50.0	0	0.0	0	0
2020-08-18	14	6	42.9	0	0.0	0	0
2020-06-11	17	13	76.5	0	0.0	0	0
2020-09-07	14	6	42.9	0	0.0	0	0
2020-08-11	14	7	50.0	0	0.0	0	0
2020-10-17	14	5	35.7	0	0.0	0	0
2020-06-06	14	7	50.0	0	0.0	0	0
2020-10-21	14	7	50.0	0	0.0	0	0
2020-12-12	14	10	71.4	0	0.0	0	0
2020-05-13	14	3	21.4	1	7.1	1	100.0
2020-11-21	14	8	57.1	0	0.0	0	0
2020-07-23	14	8	57.1	0	0.0	0	0
2020-06-08	14	6	42.9	0	0.0	0	0
2020-11-26	14	6	42.9	0	0.0	0	0
2020-07-03	14	8	57.1	0	0.0	0	0
2020-08-31	14	7	50.0	0	0.0	0	0
2020-06-20	0	0		0		0	0
2020-09-03	14	5	35.7	0	0.0	0	0
2020-08-04	14	10	71.4	0	0.0	0	0
2020-09-11	14	7	50.0	0	0.0	0	0
2020-09-18	14	7	50.0	0	0.0	0	0
2020-07-09	14	5	35.7	0	0.0	0	0
2020-07-13	14	7	50.0	0	0.0	0	0
2020-08-13	14	7	50.0	0	0.0	0	0
