Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2021-08-21	24	20	83.3	0	0.0	0	0
2021-04-12	24	13	54.2	2	8.3	0	0.0
2020-05-10	48	17	35.4	2	4.2	0	0.0
2021-09-11	24	14	58.3	0	0.0	0	0
2020-10-31	24	11	45.8	1	4.2	0	0.0
2020-07-26	51	16	31.4	0	0.0	0	0
2020-12-01	22	14	63.6	0	0.0	0	0
2021-03-22	24	13	54.2	2	8.3	0	0.0
2021-04-14	24	20	83.3	3	12.5	0	0.0
2020-09-27	24	16	66.7	0	0.0	0	0
2021-09-14	24	16	66.7	0	0.0	0	0
2021-05-16	24	20	83.3	3	12.5	3	100.0
2021-05-13	24	14	58.3	3	12.5	2	66.7
2020-09-25	24	14	58.3	0	0.0	0	0
2021-06-03	24	17	70.8	3	12.5	3	100.0
2020-12-09	17	14	82.4	1	5.9	1	100.0
2020-10-30	24	15	62.5	3	12.5	0	0.0
2021-04-04	24	15	62.5	3	12.5	0	0.0
2021-01-13	20	12	60.0	5	25.0	1	20.0
2021-05-10	24	20	83.3	6	25.0	3	50.0
2021-07-22	24	18	75.0	0	0.0	0	0
2021-05-20	24	19	79.2	3	12.5	2	66.7
2021-06-16	24	19	79.2	2	8.3	1	50.0
2021-02-26	24	16	66.7	0	0.0	0	0
2020-09-09	24	17	70.8	0	0.0	0	0
2021-01-21	20	11	55.0	5	25.0	2	40.0
2021-05-27	24	17	70.8	4	16.7	3	75.0
2021-06-18	24	19	79.2	1	4.2	0	0.0
2020-08-05	24	22	91.7	0	0.0	0	0
2020-07-27	51	17	33.3	0	0.0	0	0
2021-06-22	24	19	79.2	1	4.2	1	100.0
2020-09-04	24	20	83.3	0	0.0	0	0
2021-03-01	24	14	58.3	0	0.0	0	0
2021-04-15	24	16	66.7	3	12.5	1	33.3
2021-08-04	24	16	66.7	0	0.0	0	0
2021-08-27	24	16	66.7	0	0.0	0	0
2021-02-09	22	18	81.8	1	4.5	0	0.0
2020-05-23	48	18	37.5	0	0.0	0	0
2020-10-01	24	18	75.0	0	0.0	0	0
2020-12-27	20	14	70.0	3	15.0	0	0.0
2021-06-08	24	16	66.7	1	4.2	1	100.0
2021-04-28	24	16	66.7	2	8.3	2	100.0
2020-06-25	51	18	35.3	0	0.0	0	0
2021-07-21	24	18	75.0	0	0.0	0	0
2020-08-31	21	15	71.4	0	0.0	0	0
2020-06-22	48	14	29.2	0	0.0	0	0
2021-02-13	24	19	79.2	0	0.0	0	0
2021-09-06	24	20	83.3	0	0.0	0	0
2021-02-19	24	16	66.7	0	0.0	0	0
2021-08-18	24	20	83.3	0	0.0	0	0
2021-04-16	24	15	62.5	3	12.5	1	33.3
2020-09-24	24	12	50.0	0	0.0	0	0
2021-07-13	24	18	75.0	0	0.0	0	0
2021-05-22	24	20	83.3	3	12.5	2	66.7
2020-10-13	24	16	66.7	1	4.2	0	0.0
2020-05-31	48	21	43.8	0	0.0	0	0
2020-07-29	51	19	37.3	0	0.0	0	0
2021-08-16	22	11	50.0	0	0.0	0	0
2021-04-24	24	16	66.7	3	12.5	1	33.3
2021-07-12	24	18	75.0	0	0.0	0	0
2021-07-17	24	17	70.8	0	0.0	0	0
2020-07-06	52	20	38.5	0	0.0	0	0
2021-09-01	24	20	83.3	0	0.0	0	0
2021-05-18	24	17	70.8	3	12.5	2	66.7
2020-06-23	49	15	30.6	0	0.0	0	0
2021-01-18	20	14	70.0	6	30.0	2	33.3
2020-05-16	48	21	43.8	0	0.0	0	0
2020-04-30	48	19	39.6	0	0.0	0	0
2020-09-06	24	14	58.3	0	0.0	0	0
2020-06-05	48	12	25.0	0	0.0	0	0
2020-08-23	21	16	76.2	0	0.0	0	0
2021-01-23	20	13	65.0	5	25.0	2	40.0
2020-07-08	52	20	38.5	0	0.0	0	0
2020-11-04	24	15	62.5	1	4.2	1	100.0
2021-07-26	24	18	75.0	0	0.0	0	0
2020-12-12	24	16	66.7	1	4.2	1	100.0
2020-12-17	20	15	75.0	6	30.0	5	83.3
2020-11-15	24	16	66.7	0	0.0	0	0
2021-06-14	24	18	75.0	2	8.3	1	50.0
2021-05-01	24	16	66.7	2	8.3	2	100.0
2020-10-18	24	17	70.8	0	0.0	0	0
2021-03-19	24	15	62.5	1	4.2	0	0.0
2021-04-02	24	17	70.8	3	12.5	0	0.0
2020-08-27	24	15	62.5	0	0.0	0	0
2021-08-28	24	16	66.7	0	0.0	0	0
2021-04-10	24	16	66.7	1	4.2	0	0.0
2021-01-10	20	15	75.0	6	30.0	3	50.0
2020-07-19	49	16	32.7	0	0.0	0	0
2021-08-19	24	20	83.3	0	0.0	0	0
2020-08-20	26	16	61.5	0	0.0	0	0
2020-09-28	24	15	62.5	0	0.0	0	0
2020-11-25	24	15	62.5	0	0.0	0	0
2021-02-18	24	16	66.7	0	0.0	0	0
2021-03-10	24	14	58.3	1	4.2	0	0.0
2021-06-28	24	19	79.2	0	0.0	0	0
2021-04-25	24	16	66.7	3	12.5	1	33.3
2021-03-24	24	13	54.2	2	8.3	0	0.0
2020-10-20	24	17	70.8	0	0.0	0	0
2021-09-15	24	14	58.3	0	0.0	0	0
2020-09-18	24	13	54.2	0	0.0	0	0
2021-03-21	21	15	71.4	2	9.5	0	0.0
2021-02-22	24	15	62.5	1	4.2	0	0.0
2021-07-05	24	16	66.7	0	0.0	0	0
2021-06-10	24	13	54.2	1	4.2	1	100.0
2020-07-23	48	17	35.4	0	0.0	0	0
2021-06-27	24	15	62.5	0	0.0	0	0
2020-07-28	51	17	33.3	0	0.0	0	0
2020-08-03	51	23	45.1	0	0.0	0	0
2021-06-21	24	21	87.5	1	4.2	1	100.0
2021-09-17	24	16	66.7	0	0.0	0	0
2021-02-21	24	16	66.7	0	0.0	0	0
2021-05-06	24	17	70.8	4	16.7	2	50.0
2020-09-08	24	19	79.2	0	0.0	0	0
2021-01-28	20	15	75.0	3	15.0	1	33.3
2020-06-17	48	16	33.3	0	0.0	0	0
2021-06-04	24	17	70.8	2	8.3	2	100.0
2020-08-17	26	17	65.4	0	0.0	0	0
2021-01-04	20	16	80.0	9	45.0	3	33.3
2021-05-28	24	14	58.3	3	12.5	2	66.7
2021-08-24	24	19	79.2	0	0.0	0	0
2021-02-05	20	17	85.0	2	10.0	2	100.0
2020-11-14	24	19	79.2	0	0.0	0	0
2020-07-16	48	14	29.2	0	0.0	0	0
2020-09-16	24	16	66.7	0	0.0	0	0
2021-08-23	24	15	62.5	0	0.0	0	0
2020-08-19	26	17	65.4	0	0.0	0	0
2020-10-02	24	19	79.2	0	0.0	0	0
2020-08-24	24	19	79.2	0	0.0	0	0
2021-09-16	24	13	54.2	0	0.0	0	0
2020-06-12	48	18	37.5	0	0.0	0	0
2021-08-09	24	19	79.2	0	0.0	0	0
2021-08-02	24	14	58.3	0	0.0	0	0
2021-04-22	24	13	54.2	3	12.5	1	33.3
2021-01-08	20	15	75.0	7	35.0	2	28.6
2020-07-25	51	16	31.4	0	0.0	0	0
2020-07-09	52	16	30.8	0	0.0	0	0
2021-09-23	24	18	75.0	0	0.0	0	0
2021-04-07	24	17	70.8	3	12.5	0	0.0
2020-04-27	48	29	60.4	0	0.0	0	0
2020-11-13	24	18	75.0	0	0.0	0	0
2021-01-11	20	13	65.0	6	30.0	3	50.0
2020-08-12	24	21	87.5	0	0.0	0	0
2021-05-02	24	18	75.0	2	8.3	2	100.0
2021-07-10	24	17	70.8	0	0.0	0	0
2020-07-05	52	20	38.5	0	0.0	0	0
2021-06-13	24	18	75.0	2	8.3	2	100.0
2021-04-27	24	18	75.0	3	12.5	3	100.0
2020-11-08	24	14	58.3	0	0.0	0	0
2020-10-24	24	15	62.5	1	4.2	0	0.0
2021-09-13	24	16	66.7	0	0.0	0	0
2020-05-06	48	14	29.2	2	4.2	0	0.0
2021-01-22	20	12	60.0	5	25.0	2	40.0
2020-07-17	50	16	32.0	0	0.0	0	0
2021-09-02	24	18	75.0	0	0.0	0	0
2021-02-24	24	19	79.2	1	4.2	0	0.0
2021-05-11	24	19	79.2	3	12.5	2	66.7
2020-06-01	48	16	33.3	0	0.0	0	0
2020-09-11	24	19	79.2	0	0.0	0	0
2020-11-26	24	17	70.8	0	0.0	0	0
2021-08-31	24	14	58.3	0	0.0	0	0
2021-01-16	20	13	65.0	5	25.0	2	40.0
2020-06-29	46	12	26.1	0	0.0	0	0
2020-10-16	24	17	70.8	0	0.0	0	0
2020-11-17	24	14	58.3	0	0.0	0	0
2020-06-02	48	13	27.1	0	0.0	0	0
