Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	68	27	39.7	10	14.7	6	60.0
2020-04-25	68	22	32.4	11	16.2	7	63.6
2020-04-26	68	23	33.8	10	14.7	7	70.0
2020-04-27	68	28	41.2	10	14.7	7	70.0
2020-04-28	68	26	38.2	8	11.8	7	87.5
2020-04-29	68	27	39.7	7	10.3	7	100.0
2020-04-30	68	27	39.7	9	13.2	7	77.8
2020-05-01	68	28	41.2	9	13.2	7	77.8
2020-05-02	68	27	39.7	7	10.3	6	85.7
2020-05-03	68	27	39.7	7	10.3	6	85.7
2020-05-04	68	26	38.2	6	8.8	6	100.0
2020-05-05	68	30	44.1	10	14.7	6	60.0
2020-05-06	68	30	44.1	10	14.7	7	70.0
2020-05-07	68	30	44.1	8	11.8	7	87.5
2020-05-08	68	30	44.1	8	11.8	7	87.5
2020-05-09	68	30	44.1	8	11.8	7	87.5
2020-05-10	68	30	44.1	8	11.8	5	62.5
2020-05-11	68	30	44.1	5	7.4	5	100.0
2020-05-12	68	30	44.1	5	7.4	3	60.0
2020-05-13	68	28	41.2	5	7.4	3	60.0
2020-05-14	68	32	47.1	6	8.8	3	50.0
2020-05-15	68	23	33.8	4	5.9	3	75.0
2020-05-16	68	23	33.8	4	5.9	3	75.0
2020-05-17	68	26	38.2	4	5.9	3	75.0
2020-05-18	68	24	35.3	4	5.9	3	75.0
2020-05-19	68	25	36.8	4	5.9	3	75.0
2020-05-20	68	27	39.7	4	5.9	3	75.0
2020-05-21	68	26	38.2	4	5.9	3	75.0
2020-05-22	68	26	38.2	4	5.9	3	75.0
2020-05-23	68	26	38.2	3	4.4	3	100.0
2020-05-24	69	32	46.4	3	4.3	3	100.0
2020-05-25	68	30	44.1	3	4.4	3	100.0
2020-05-26	68	29	42.6	3	4.4	3	100.0
2020-05-27	68	28	41.2	3	4.4	3	100.0
2020-05-28	68	27	39.7	3	4.4	3	100.0
2020-05-29	68	32	47.1	3	4.4	3	100.0
2020-05-30	68	28	41.2	3	4.4	3	100.0
2020-05-31	68	24	35.3	3	4.4	3	100.0
2020-06-01	68	25	36.8	3	4.4	3	100.0
2020-06-02	68	23	33.8	3	4.4	3	100.0
2020-06-03	68	27	39.7	3	4.4	3	100.0
2020-06-04	68	26	38.2	1	1.5	1	100.0
2020-06-05	68	23	33.8	1	1.5	1	100.0
2020-06-06	68	26	38.2	1	1.5	1	100.0
2020-06-07	68	27	39.7	1	1.5	1	100.0
2020-06-08	68	25	36.8	1	1.5	1	100.0
2020-06-09	68	28	41.2	1	1.5	1	100.0
2020-06-10	68	25	36.8	1	1.5	1	100.0
2020-06-11	68	23	33.8	1	1.5	1	100.0
2020-06-12	68	29	42.6	1	1.5	1	100.0
2020-06-13	68	29	42.6	1	1.5	1	100.0
2020-06-14	68	29	42.6	1	1.5	1	100.0
2020-06-15	68	30	44.1	1	1.5	1	100.0
2020-06-16	68	32	47.1	1	1.5	0	0.0
2020-06-17	68	29	42.6	1	1.5	0	0.0
2020-06-18	32	32	100.0	1	3.1	1	100.0
2020-06-19	32	29	90.6	1	3.1	1	100.0
2020-06-20	32	29	90.6	1	3.1	1	100.0
2020-06-21	32	29	90.6	1	3.1	1	100.0
2020-06-22	58	29	50.0	1	1.7	1	100.0
2020-06-23	58	30	51.7	1	1.7	0	0.0
2020-06-24	58	30	51.7	1	1.7	0	0.0
2020-06-25	58	30	51.7	1	1.7	0	0.0
2020-06-26	34	22	64.7	1	2.9	0	0.0
2020-06-27	26	22	84.6	1	3.8	0	0.0
2020-06-28	32	26	81.2	1	3.1	0	0.0
2020-06-29	32	26	81.2	0	0.0	0	0
2020-06-30	32	27	84.4	0	0.0	0	0
2020-07-01	32	26	81.2	0	0.0	0	0
2020-07-02	32	29	90.6	0	0.0	0	0
2020-07-03	31	27	87.1	0	0.0	0	0
2020-07-04	32	23	71.9	0	0.0	0	0
2020-07-05	32	25	78.1	0	0.0	0	0
2020-07-06	32	24	75.0	0	0.0	0	0
2020-07-07	32	24	75.0	0	0.0	0	0
2020-07-08	30	28	93.3	0	0.0	0	0
2020-07-09	32	29	90.6	0	0.0	0	0
2020-07-10	32	29	90.6	0	0.0	0	0
2020-07-11	32	29	90.6	0	0.0	0	0
2020-07-12	32	30	93.8	0	0.0	0	0
2020-07-13	32	30	93.8	0	0.0	0	0
2020-07-14	32	30	93.8	0	0.0	0	0
2020-07-15	32	31	96.9	0	0.0	0	0
2020-07-16	32	28	87.5	0	0.0	0	0
2020-07-17	32	30	93.8	0	0.0	0	0
2020-07-18	32	32	100.0	1	3.1	0	0.0
2020-07-19	32	29	90.6	1	3.1	0	0.0
2020-07-20	32	32	100.0	1	3.1	0	0.0
2020-07-21	32	31	96.9	1	3.1	0	0.0
2020-07-22	32	31	96.9	1	3.1	0	0.0
