Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2021-08-21	32	21	65.6	1	3.1	0	0.0
2021-04-12	32	23	71.9	7	21.9	2	28.6
2020-05-10	45	26	57.8	2	4.4	1	50.0
2021-09-11	32	23	71.9	1	3.1	0	0.0
2020-10-31	36	25	69.4	0	0.0	0	0
2020-07-26	59	20	33.9	0	0.0	0	0
2020-12-01	36	24	66.7	4	11.1	4	100.0
2021-03-22	32	24	75.0	7	21.9	1	14.3
2021-04-14	32	25	78.1	8	25.0	2	25.0
2020-09-27	44	21	47.7	0	0.0	0	0
2021-09-14	30	25	83.3	2	6.7	0	0.0
2021-05-16	32	23	71.9	6	18.8	2	33.3
2021-05-13	32	25	78.1	7	21.9	3	42.9
2020-09-25	44	25	56.8	0	0.0	0	0
2021-06-03	32	25	78.1	0	0.0	0	0
2021-09-26	32	18	56.2	2	6.2	0	0.0
2020-12-09	36	28	77.8	6	16.7	4	66.7
2020-10-30	36	26	72.2	0	0.0	0	0
2021-04-04	32	22	68.8	6	18.8	3	50.0
2021-01-13	32	22	68.8	4	12.5	1	25.0
2021-05-10	32	23	71.9	8	25.0	3	37.5
2021-07-22	32	23	71.9	0	0.0	0	0
2021-05-20	32	24	75.0	3	9.4	2	66.7
2021-06-16	32	24	75.0	1	3.1	0	0.0
2021-02-26	32	21	65.6	2	6.2	0	0.0
2020-09-09	44	17	38.6	0	0.0	0	0
2021-01-21	32	26	81.2	7	21.9	2	28.6
2021-05-27	32	26	81.2	1	3.1	1	100.0
2021-06-18	32	20	62.5	1	3.1	0	0.0
2020-08-05	44	26	59.1	0	0.0	0	0
2020-07-27	59	19	32.2	0	0.0	0	0
2021-06-22	32	24	75.0	0	0.0	0	0
2020-09-04	44	20	45.5	0	0.0	0	0
2021-03-01	32	21	65.6	1	3.1	0	0.0
2021-04-15	32	26	81.2	9	28.1	2	22.2
2021-08-04	32	22	68.8	2	6.2	0	0.0
2021-08-27	32	22	68.8	2	6.2	0	0.0
2021-02-09	31	24	77.4	8	25.8	6	75.0
2020-05-23	58	17	29.3	0	0.0	0	0
2020-10-01	44	28	63.6	0	0.0	0	0
2020-12-27	36	26	72.2	7	19.4	2	28.6
2021-06-08	32	23	71.9	0	0.0	0	0
2021-04-28	32	27	84.4	6	18.8	2	33.3
2020-06-25	58	19	32.8	0	0.0	0	0
