Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2021-08-21	7	7	100.0	1	14.3	0	0.0
2021-04-12	8	6	75.0	1	12.5	0	0.0
2020-05-10	12	7	58.3	1	8.3	1	100.0
2021-09-11	7	6	85.7	0	0.0	0	0
2020-10-31	7	4	57.1	3	42.9	3	100.0
2020-07-26	13	8	61.5	0	0.0	0	0
2020-12-01	8	8	100.0	2	25.0	1	50.0
2021-03-22	8	7	87.5	1	12.5	0	0.0
2021-04-14	8	7	87.5	2	25.0	0	0.0
2020-09-27	10	10	100.0	0	0.0	0	0
2021-09-14	7	5	71.4	0	0.0	0	0
2021-05-16	7	7	100.0	2	28.6	0	0.0
2021-05-13	7	7	100.0	2	28.6	0	0.0
2020-09-25	10	10	100.0	0	0.0	0	0
2021-06-03	9	9	100.0	1	11.1	1	100.0
2021-09-26	8	5	62.5	0	0.0	0	0
2020-12-09	8	5	62.5	4	50.0	1	25.0
2020-10-30	9	7	77.8	2	22.2	2	100.0
2021-04-04	8	7	87.5	1	12.5	1	100.0
2021-01-13	8	8	100.0	1	12.5	0	0.0
2021-05-10	7	6	85.7	1	14.3	1	100.0
2021-07-22	6	6	100.0	0	0.0	0	0
2021-05-20	7	7	100.0	2	28.6	1	50.0
2021-06-16	9	8	88.9	1	11.1	0	0.0
2021-02-26	7	5	71.4	0	0.0	0	0
2020-09-09	7	3	42.9	0	0.0	0	0
2021-01-21	6	6	100.0	0	0.0	0	0
2021-05-27	7	6	85.7	1	14.3	0	0.0
2021-06-18	8	5	62.5	0	0.0	0	0
2020-08-05	9	5	55.6	0	0.0	0	0
2020-07-27	13	7	53.8	0	0.0	0	0
2021-06-22	8	8	100.0	0	0.0	0	0
2020-09-04	10	10	100.0	0	0.0	0	0
2021-03-01	8	7	87.5	1	12.5	0	0.0
2021-04-15	8	8	100.0	2	25.0	1	50.0
2021-08-04	7	3	42.9	0	0.0	0	0
2021-08-27	7	5	71.4	0	0.0	0	0
2021-02-09	7	6	85.7	2	28.6	0	0.0
2020-05-23	11	7	63.6	0	0.0	0	0
2020-10-01	10	10	100.0	1	10.0	0	0.0
2020-12-27	9	6	66.7	2	22.2	1	50.0
2021-06-08	9	8	88.9	1	11.1	0	0.0
2021-04-28	8	7	87.5	2	25.0	0	0.0
2020-06-25	15	8	53.3	0	0.0	0	0
2021-07-21	6	6	100.0	0	0.0	0	0
2020-08-31	10	7	70.0	0	0.0	0	0
2020-06-22	14	7	50.0	0	0.0	0	0
2021-02-13	7	3	42.9	0	0.0	0	0
2021-09-06	8	7	87.5	0	0.0	0	0
2021-02-19	7	7	100.0	0	0.0	0	0
2021-08-18	7	5	71.4	1	14.3	0	0.0
2021-04-16	8	8	100.0	2	25.0	1	50.0
2020-09-24	10	7	70.0	0	0.0	0	0
2021-07-13	6	6	100.0	0	0.0	0	0
2021-05-22	7	7	100.0	2	28.6	1	50.0
2020-10-13	9	7	77.8	0	0.0	0	0
2020-05-31	12	9	75.0	0	0.0	0	0
2020-07-29	11	6	54.5	0	0.0	0	0
2021-08-16	7	7	100.0	0	0.0	0	0
2021-04-24	8	6	75.0	1	12.5	1	100.0
2021-07-12	8	7	87.5	0	0.0	0	0
2021-07-17	7	5	71.4	0	0.0	0	0
2020-07-06	14	2	14.3	0	0.0	0	0
2021-09-01	7	7	100.0	0	0.0	0	0
2021-05-18	8	8	100.0	2	25.0	0	0.0
2020-06-23	15	5	33.3	0	0.0	0	0
2021-01-18	7	5	71.4	0	0.0	0	0
2020-05-16	13	9	69.2	1	7.7	0	0.0
2020-04-30	12	4	33.3	1	8.3	1	100.0
2020-09-06	7	6	85.7	0	0.0	0	0
2020-06-05	10	10	100.0	0	0.0	0	0
2020-08-23	7	5	71.4	0	0.0	0	0
2021-01-23	6	2	33.3	1	16.7	0	0.0
2020-07-08	13	7	53.8	0	0.0	0	0
