Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	8	5	62.5	0	0.0	0	0
2020-04-25	8	6	75.0	0	0.0	0	0
2020-04-26	8	6	75.0	0	0.0	0	0
2020-04-27	8	8	100.0	1	12.5	0	0.0
2020-04-28	8	8	100.0	1	12.5	0	0.0
2020-04-29	8	7	87.5	1	12.5	1	100.0
2020-04-30	8	7	87.5	1	12.5	1	100.0
2020-05-01	8	7	87.5	1	12.5	1	100.0
2020-05-02	8	7	87.5	1	12.5	1	100.0
2020-05-03	8	5	62.5	0	0.0	0	0
2020-05-04	8	5	62.5	0	0.0	0	0
2020-05-05	8	7	87.5	1	12.5	0	0.0
2020-05-06	8	5	62.5	0	0.0	0	0
2020-05-07	8	7	87.5	0	0.0	0	0
2020-05-08	8	6	75.0	0	0.0	0	0
2020-05-09	8	6	75.0	0	0.0	0	0
2020-05-10	8	5	62.5	0	0.0	0	0
2020-05-11	8	6	75.0	0	0.0	0	0
2020-05-12	8	6	75.0	0	0.0	0	0
2020-05-13	8	6	75.0	0	0.0	0	0
2020-05-14	8	6	75.0	0	0.0	0	0
2020-05-15	8	4	50.0	0	0.0	0	0
2020-05-16	8	5	62.5	0	0.0	0	0
2020-05-17	8	5	62.5	0	0.0	0	0
2020-05-18	8	4	50.0	0	0.0	0	0
2020-05-19	8	4	50.0	0	0.0	0	0
2020-05-20	8	4	50.0	0	0.0	0	0
2020-05-21	8	3	37.5	0	0.0	0	0
2020-05-22	8	3	37.5	0	0.0	0	0
2020-05-23	8	3	37.5	0	0.0	0	0
2020-05-24	8	3	37.5	0	0.0	0	0
2020-05-25	8	3	37.5	0	0.0	0	0
2020-05-26	8	4	50.0	1	12.5	1	100.0
2020-05-27	8	5	62.5	0	0.0	0	0
2020-05-28	8	4	50.0	0	0.0	0	0
2020-05-29	8	1	12.5	0	0.0	0	0
2020-05-30	8	1	12.5	0	0.0	0	0
2020-05-31	8	2	25.0	0	0.0	0	0
2020-06-01	8	2	25.0	0	0.0	0	0
2020-06-02	8	2	25.0	0	0.0	0	0
2020-06-03	8	2	25.0	0	0.0	0	0
2020-06-04	8	2	25.0	0	0.0	0	0
2020-06-05	8	2	25.0	0	0.0	0	0
2020-06-06	8	3	37.5	0	0.0	0	0
