Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	107	51	47.7	13	12.1	9	69.2
2020-04-25	108	50	46.3	12	11.1	7	58.3
2020-04-26	108	43	39.8	8	7.4	6	75.0
2020-04-27	108	46	42.6	6	5.6	4	66.7
2020-04-28	107	44	41.1	7	6.5	3	42.9
2020-04-29	107	39	36.4	7	6.5	3	42.9
2020-04-30	107	35	32.7	8	7.5	5	62.5
2020-05-01	107	43	40.2	11	10.3	8	72.7
2020-05-02	107	36	33.6	7	6.5	6	85.7
2020-05-03	107	37	34.6	7	6.5	6	85.7
2020-05-04	107	39	36.4	8	7.5	5	62.5
2020-05-05	107	42	39.3	8	7.5	6	75.0
2020-05-06	107	40	37.4	7	6.5	4	57.1
2020-05-07	107	43	40.2	8	7.5	5	62.5
2020-05-08	107	45	42.1	7	6.5	5	71.4
2020-05-09	106	42	39.6	6	5.7	6	100.0
2020-05-10	107	35	32.7	14	13.1	8	57.1
2020-05-11	107	39	36.4	12	11.2	8	66.7
2020-05-12	107	39	36.4	7	6.5	5	71.4
2020-05-13	107	43	40.2	5	4.7	3	60.0
2020-05-14	107	44	41.1	6	5.6	3	50.0
2020-05-15	107	45	42.1	6	5.6	4	66.7
2020-05-16	107	44	41.1	3	2.8	2	66.7
2020-05-17	107	43	40.2	5	4.7	2	40.0
2020-05-18	107	46	43.0	5	4.7	3	60.0
2020-05-19	107	38	35.5	7	6.5	6	85.7
2020-05-20	108	45	41.7	6	5.6	4	66.7
2020-05-21	108	44	40.7	11	10.2	4	36.4
2020-05-22	108	44	40.7	10	9.3	5	50.0
2020-05-23	108	45	41.7	9	8.3	2	22.2
2020-05-24	108	45	41.7	9	8.3	2	22.2
2020-05-25	108	43	39.8	10	9.3	1	10.0
2020-05-26	108	48	44.4	8	7.4	2	25.0
2020-05-27	108	48	44.4	7	6.5	3	42.9
2020-05-28	108	45	41.7	7	6.5	1	14.3
2020-05-29	108	45	41.7	9	8.3	2	22.2
2020-05-30	108	43	39.8	10	9.3	3	30.0
2020-05-31	108	46	42.6	8	7.4	2	25.0
2020-06-01	108	46	42.6	7	6.5	2	28.6
2020-06-02	108	50	46.3	6	5.6	1	16.7
2020-06-03	108	41	38.0	3	2.8	1	33.3
2020-06-04	108	48	44.4	3	2.8	0	0.0
2020-06-05	108	49	45.4	3	2.8	0	0.0
2020-06-06	108	50	46.3	2	1.9	0	0.0
2020-06-07	108	43	39.8	2	1.9	1	50.0
2020-06-08	108	47	43.5	2	1.9	1	50.0
2020-06-09	108	50	46.3	1	0.9	0	0.0
2020-06-10	106	49	46.2	2	1.9	1	50.0
2020-06-11	106	53	50.0	1	0.9	0	0.0
2020-06-12	108	44	40.7	1	0.9	1	100.0
2020-06-13	110	48	43.6	3	2.7	1	33.3
2020-06-14	108	38	35.2	3	2.8	1	33.3
2020-06-15	106	42	39.6	1	0.9	1	100.0
2020-06-16	106	50	47.2	6	5.7	3	50.0
2020-06-17	108	51	47.2	2	1.9	1	50.0
2020-06-18	108	52	48.1	1	0.9	1	100.0
2020-06-19	108	44	40.7	1	0.9	1	100.0
2020-06-20	108	42	38.9	1	0.9	1	100.0
2020-06-21	108	38	35.2	1	0.9	1	100.0
2020-06-22	108	40	37.0	1	0.9	1	100.0
2020-06-23	108	42	38.9	1	0.9	1	100.0
2020-06-24	108	40	37.0	2	1.9	1	50.0
2020-06-25	108	40	37.0	3	2.8	3	100.0
2020-06-26	108	42	38.9	1	0.9	1	100.0
2020-06-27	108	43	39.8	1	0.9	1	100.0
2020-06-28	108	43	39.8	2	1.9	2	100.0
2020-06-29	108	44	40.7	2	1.9	2	100.0
2020-06-30	108	44	40.7	2	1.9	2	100.0
2020-07-01	108	40	37.0	2	1.9	2	100.0
2020-07-02	108	46	42.6	2	1.9	2	100.0
2020-07-03	108	44	40.7	2	1.9	2	100.0
2020-07-04	108	50	46.3	2	1.9	2	100.0
2020-07-05	108	39	36.1	2	1.9	1	50.0
2020-07-06	108	41	38.0	1	0.9	0	0.0
2020-07-07	108	42	38.9	2	1.9	0	0.0
2020-07-08	108	39	36.1	1	0.9	1	100.0
2020-07-09	108	41	38.0	2	1.9	1	50.0
2020-07-10	108	40	37.0	2	1.9	1	50.0
2020-07-11	108	40	37.0	2	1.9	1	50.0
2020-07-12	108	40	37.0	2	1.9	1	50.0
2020-07-13	108	45	41.7	2	1.9	1	50.0
2020-07-14	108	47	43.5	2	1.9	1	50.0
2020-07-15	108	51	47.2	2	1.9	1	50.0
2020-07-16	108	44	40.7	2	1.9	1	50.0
2020-07-17	108	47	43.5	2	1.9	1	50.0
2020-07-18	108	49	45.4	2	1.9	1	50.0
2020-07-19	108	42	38.9	2	1.9	1	50.0
2020-07-20	108	50	46.3	3	2.8	1	33.3
2020-07-21	108	48	44.4	2	1.9	1	50.0
2020-07-22	108	48	44.4	2	1.9	1	50.0
2020-07-23	108	51	47.2	4	3.7	3	75.0
2020-07-24	108	47	43.5	3	2.8	2	66.7
2020-07-25	108	50	46.3	3	2.8	2	66.7
2020-07-26	108	43	39.8	3	2.8	2	66.7
2020-07-27	108	44	40.7	3	2.8	2	66.7
2020-07-28	108	47	43.5	2	1.9	1	50.0
2020-07-29	108	50	46.3	2	1.9	1	50.0
2020-07-30	108	48	44.4	2	1.9	1	50.0
2020-07-31	108	50	46.3	2	1.9	1	50.0
2020-08-01	121	58	47.9	1	0.8	0	0.0
2020-08-02	121	52	43.0	1	0.8	0	0.0
2020-08-03	121	52	43.0	0	0.0	0	0
2020-08-04	69	59	85.5	0	0.0	0	0
2020-08-05	62	51	82.3	0	0.0	0	0
2020-08-06	62	45	72.6	0	0.0	0	0
2020-08-07	61	47	77.0	0	0.0	0	0
2020-08-08	61	46	75.4	0	0.0	0	0
2020-08-09	61	46	75.4	0	0.0	0	0
2020-08-10	61	49	80.3	0	0.0	0	0
2020-08-11	61	47	77.0	2	3.3	1	50.0
2020-08-12	61	44	72.1	1	1.6	0	0.0
2020-08-13	61	43	70.5	1	1.6	0	0.0
2020-08-14	61	45	73.8	1	1.6	1	100.0
2020-08-15	61	51	83.6	1	1.6	1	100.0
2020-08-16	61	45	73.8	1	1.6	1	100.0
2020-08-17	61	46	75.4	1	1.6	1	100.0
2020-08-18	61	41	67.2	0	0.0	0	0
2020-08-19	61	41	67.2	0	0.0	0	0
2020-08-20	61	51	83.6	0	0.0	0	0
2020-08-21	61	46	75.4	0	0.0	0	0
2020-08-22	61	45	73.8	0	0.0	0	0
2020-08-23	61	45	73.8	1	1.6	1	100.0
2020-08-24	61	49	80.3	1	1.6	1	100.0
2020-08-25	61	49	80.3	1	1.6	1	100.0
2020-08-26	61	47	77.0	1	1.6	1	100.0
2020-08-27	61	47	77.0	1	1.6	1	100.0
2020-08-28	61	49	80.3	1	1.6	1	100.0
2020-08-29	61	42	68.9	1	1.6	0	0.0
2020-08-30	61	42	68.9	1	1.6	0	0.0
2020-08-31	61	41	67.2	1	1.6	1	100.0
2020-09-01	61	47	77.0	1	1.6	1	100.0
2020-09-02	61	44	72.1	1	1.6	1	100.0
2020-09-03	61	43	70.5	1	1.6	0	0.0
2020-09-04	61	46	75.4	1	1.6	0	0.0
2020-09-05	61	43	70.5	0	0.0	0	0
2020-09-06	61	46	75.4	0	0.0	0	0
2020-09-07	61	50	82.0	0	0.0	0	0
2020-09-08	61	48	78.7	1	1.6	0	0.0
2020-09-09	61	43	70.5	1	1.6	0	0.0
2020-09-10	61	42	68.9	1	1.6	0	0.0
2020-09-11	61	42	68.9	1	1.6	0	0.0
2020-09-12	61	42	68.9	1	1.6	0	0.0
2020-09-13	61	41	67.2	1	1.6	0	0.0
2020-09-14	61	40	65.6	1	1.6	0	0.0
2020-09-15	61	39	63.9	1	1.6	0	0.0
2020-09-16	61	36	59.0	1	1.6	0	0.0
2020-09-17	61	35	57.4	1	1.6	0	0.0
2020-09-18	61	39	63.9	2	3.3	0	0.0
2020-09-19	61	45	73.8	4	6.6	0	0.0
2020-09-20	61	42	68.9	4	6.6	0	0.0
2020-09-21	61	37	60.7	4	6.6	0	0.0
2020-09-22	61	32	52.5	4	6.6	0	0.0
2020-09-23	61	34	55.7	3	4.9	0	0.0
2020-09-24	61	31	50.8	2	3.3	0	0.0
2020-09-25	61	39	63.9	2	3.3	0	0.0
2020-09-26	61	41	67.2	2	3.3	0	0.0
2020-09-27	61	43	70.5	2	3.3	0	0.0
2020-09-28	61	38	62.3	2	3.3	0	0.0
2020-09-29	61	41	67.2	1	1.6	0	0.0
2020-09-30	61	42	68.9	1	1.6	0	0.0
2020-10-01	61	43	70.5	1	1.6	0	0.0
2020-10-02	61	41	67.2	1	1.6	0	0.0
2020-10-03	61	42	68.9	1	1.6	0	0.0
2020-10-04	61	36	59.0	0	0.0	0	0
2020-10-05	61	35	57.4	0	0.0	0	0
2020-10-06	61	39	63.9	0	0.0	0	0
2020-10-07	61	39	63.9	0	0.0	0	0
2020-10-08	61	43	70.5	0	0.0	0	0
2020-10-09	61	47	77.0	0	0.0	0	0
2020-10-10	61	43	70.5	1	1.6	1	100.0
2020-10-11	61	42	68.9	2	3.3	1	50.0
2020-10-12	61	37	60.7	2	3.3	1	50.0
2020-10-13	61	33	54.1	3	4.9	1	33.3
2020-10-14	61	33	54.1	3	4.9	1	33.3
2020-10-15	61	41	67.2	3	4.9	1	33.3
2020-10-16	61	40	65.6	3	4.9	1	33.3
2020-10-17	61	46	75.4	4	6.6	1	25.0
2020-10-18	61	44	72.1	3	4.9	0	0.0
2020-10-19	61	41	67.2	4	6.6	3	75.0
2020-10-20	61	42	68.9	4	6.6	3	75.0
2020-10-21	61	43	70.5	4	6.6	2	50.0
2020-10-22	61	39	63.9	5	8.2	3	60.0
2020-10-23	61	43	70.5	5	8.2	3	60.0
2020-10-24	61	42	68.9	5	8.2	3	60.0
2020-10-25	61	47	77.0	7	11.5	5	71.4
2020-10-26	61	48	78.7	7	11.5	4	57.1
2020-10-27	61	52	85.2	9	14.8	6	66.7
2020-10-28	61	43	70.5	9	14.8	5	55.6
2020-10-29	61	46	75.4	7	11.5	4	57.1
2020-10-30	61	49	80.3	8	13.1	5	62.5
2020-10-31	61	48	78.7	8	13.1	4	50.0
2020-11-01	61	52	85.2	8	13.1	4	50.0
2020-11-02	61	50	82.0	8	13.1	5	62.5
2020-11-03	61	44	72.1	6	9.8	4	66.7
2020-11-04	61	51	83.6	9	14.8	5	55.6
2020-11-05	61	48	78.7	10	16.4	3	30.0
2020-11-06	61	48	78.7	10	16.4	5	50.0
2020-11-07	61	48	78.7	11	18.0	5	45.5
2020-11-08	61	48	78.7	15	24.6	4	26.7
2020-11-09	61	46	75.4	15	24.6	4	26.7
2020-11-10	61	41	67.2	15	24.6	6	40.0
2020-11-11	61	34	55.7	15	24.6	6	40.0
2020-11-12	61	38	62.3	14	23.0	6	42.9
2020-11-13	61	43	70.5	20	32.8	7	35.0
2020-11-14	61	41	67.2	16	26.2	5	31.2
2020-11-15	61	42	68.9	16	26.2	5	31.2
2020-11-16	61	43	70.5	15	24.6	7	46.7
2020-11-17	61	41	67.2	18	29.5	7	38.9
2020-11-18	61	35	57.4	14	23.0	6	42.9
2020-11-19	61	44	72.1	17	27.9	6	35.3
2020-11-20	61	42	68.9	16	26.2	6	37.5
2020-11-21	61	48	78.7	17	27.9	5	29.4
2020-11-22	61	49	80.3	18	29.5	5	27.8
2020-11-23	61	45	73.8	18	29.5	8	44.4
2020-11-24	61	45	73.8	17	27.9	9	52.9
2020-11-25	61	43	70.5	16	26.2	9	56.2
2020-11-26	61	40	65.6	17	27.9	10	58.8
2020-11-27	65	51	78.5	17	26.2	12	70.6
2020-11-28	65	56	86.2	19	29.2	9	47.4
2020-11-29	65	46	70.8	19	29.2	9	47.4
2020-11-30	65	54	83.1	20	30.8	12	60.0
2020-12-01	65	54	83.1	21	32.3	12	57.1
2020-12-02	65	50	76.9	21	32.3	12	57.1
2020-12-03	65	53	81.5	22	33.8	12	54.5
2020-12-04	65	57	87.7	23	35.4	10	43.5
2020-12-05	65	60	92.3	22	33.8	8	36.4
2020-12-06	65	51	78.5	20	30.8	9	45.0
2020-12-07	65	55	84.6	18	27.7	10	55.6
2020-12-08	65	58	89.2	22	33.8	11	50.0
2020-12-09	65	58	89.2	22	33.8	10	45.5
2020-12-10	65	55	84.6	20	30.8	10	50.0
2020-12-11	65	58	89.2	22	33.8	10	45.5
2020-12-12	65	50	76.9	23	35.4	7	30.4
2020-12-13	65	51	78.5	21	32.3	6	28.6
2020-12-14	65	55	84.6	19	29.2	10	52.6
2020-12-15	65	55	84.6	22	33.8	11	50.0
2020-12-16	65	55	84.6	20	30.8	11	55.0
2020-12-17	65	55	84.6	18	27.7	10	55.6
2020-12-18	65	55	84.6	18	27.7	10	55.6
2020-12-19	65	53	81.5	19	29.2	6	31.6
2020-12-20	65	53	81.5	18	27.7	6	33.3
2020-12-21	65	52	80.0	19	29.2	10	52.6
2020-12-22	65	52	80.0	20	30.8	9	45.0
2020-12-23	63	52	82.5	18	28.6	9	50.0
2020-12-24	63	51	81.0	20	31.7	8	40.0
2020-12-25	61	52	85.2	20	32.8	11	55.0
2020-12-26	61	54	88.5	19	31.1	10	52.6
2020-12-27	61	54	88.5	19	31.1	11	57.9
2020-12-28	61	56	91.8	19	31.1	14	73.7
2020-12-29	61	55	90.2	20	32.8	13	65.0
2020-12-30	61	57	93.4	21	34.4	14	66.7
2020-12-31	61	57	93.4	22	36.1	12	54.5
2021-01-01	61	56	91.8	23	37.7	13	56.5
2021-01-02	61	54	88.5	23	37.7	11	47.8
2021-01-03	61	56	91.8	22	36.1	13	59.1
2021-01-04	67	63	94.0	22	32.8	15	68.2
2021-01-05	67	56	83.6	19	28.4	13	68.4
2021-01-06	67	56	83.6	19	28.4	13	68.4
2021-01-07	67	55	82.1	18	26.9	12	66.7
2021-01-08	67	55	82.1	16	23.9	8	50.0
2021-01-09	67	49	73.1	16	23.9	5	31.2
2021-01-10	67	50	74.6	13	19.4	4	30.8
2021-01-11	61	56	91.8	16	26.2	9	56.2
