Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	75	37	49.3	9	12.0	6	66.7
2020-04-25	75	38	50.7	8	10.7	7	87.5
2020-04-26	75	40	53.3	9	12.0	7	77.8
2020-04-27	75	38	50.7	8	10.7	7	87.5
2020-04-28	75	45	60.0	9	12.0	7	77.8
2020-04-29	74	42	56.8	8	10.8	7	87.5
2020-04-30	74	41	55.4	10	13.5	7	70.0
2020-05-01	74	39	52.7	10	13.5	7	70.0
2020-05-02	74	40	54.1	9	12.2	8	88.9
2020-05-03	74	40	54.1	10	13.5	9	90.0
2020-05-04	74	37	50.0	8	10.8	7	87.5
2020-05-05	74	39	52.7	9	12.2	6	66.7
2020-05-06	74	37	50.0	8	10.8	6	75.0
2020-05-07	74	43	58.1	8	10.8	6	75.0
2020-05-08	74	41	55.4	8	10.8	6	75.0
2020-05-09	74	40	54.1	8	10.8	5	62.5
2020-05-10	74	38	51.4	6	8.1	4	66.7
2020-05-11	74	36	48.6	6	8.1	4	66.7
2020-05-12	74	40	54.1	6	8.1	4	66.7
2020-05-13	74	41	55.4	5	6.8	2	40.0
2020-05-14	74	37	50.0	5	6.8	1	20.0
2020-05-15	74	43	58.1	5	6.8	1	20.0
2020-05-16	74	36	48.6	4	5.4	1	25.0
2020-05-17	74	37	50.0	3	4.1	0	0.0
2020-05-18	74	37	50.0	2	2.7	0	0.0
2020-05-19	90	41	45.6	2	2.2	0	0.0
2020-05-20	89	39	43.8	2	2.2	0	0.0
2020-05-21	95	43	45.3	2	2.1	0	0.0
2020-05-22	95	39	41.1	2	2.1	0	0.0
2020-05-23	95	38	40.0	1	1.1	0	0.0
2020-05-24	95	38	40.0	1	1.1	0	0.0
2020-05-25	89	28	31.5	0	0.0	0	0
2020-05-26	91	36	39.6	0	0.0	0	0
2020-05-27	91	38	41.8	0	0.0	0	0
2020-05-28	91	38	41.8	0	0.0	0	0
2020-05-29	89	42	47.2	0	0.0	0	0
2020-05-30	89	36	40.4	0	0.0	0	0
2020-05-31	89	34	38.2	0	0.0	0	0
2020-06-01	89	33	37.1	0	0.0	0	0
2020-06-02	89	35	39.3	0	0.0	0	0
2020-06-03	89	36	40.4	0	0.0	0	0
2020-06-04	89	40	44.9	0	0.0	0	0
2020-06-05	89	39	43.8	0	0.0	0	0
2020-06-06	89	37	41.6	0	0.0	0	0
2020-06-07	89	37	41.6	0	0.0	0	0
2020-06-08	89	40	44.9	0	0.0	0	0
2020-06-09	91	40	44.0	0	0.0	0	0
2020-06-10	89	43	48.3	0	0.0	0	0
2020-06-11	89	40	44.9	0	0.0	0	0
2020-06-12	90	43	47.8	0	0.0	0	0
2020-06-13	89	41	46.1	0	0.0	0	0
2020-06-14	89	45	50.6	0	0.0	0	0
2020-06-15	89	40	44.9	0	0.0	0	0
2020-06-16	90	44	48.9	0	0.0	0	0
2020-06-17	89	44	49.4	0	0.0	0	0
2020-06-18	89	44	49.4	0	0.0	0	0
2020-06-19	89	41	46.1	0	0.0	0	0
2020-06-20	89	39	43.8	0	0.0	0	0
2020-06-21	89	42	47.2	0	0.0	0	0
2020-06-22	89	46	51.7	0	0.0	0	0
2020-06-23	89	43	48.3	0	0.0	0	0
2020-06-24	90	45	50.0	0	0.0	0	0
2020-06-25	89	49	55.1	0	0.0	0	0
2020-06-26	89	51	57.3	0	0.0	0	0
2020-06-27	89	50	56.2	0	0.0	0	0
2020-06-28	89	46	51.7	0	0.0	0	0
