Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	41	28	68.3	5	12.2	5	100.0
2020-04-25	41	29	70.7	6	14.6	5	83.3
2020-04-26	41	19	46.3	6	14.6	5	83.3
2020-04-27	41	19	46.3	6	14.6	5	83.3
2020-04-28	41	28	68.3	6	14.6	6	100.0
2020-04-29	41	28	68.3	6	14.6	6	100.0
2020-04-30	41	28	68.3	4	9.8	4	100.0
2020-05-01	41	28	68.3	6	14.6	6	100.0
2020-05-02	41	24	58.5	4	9.8	4	100.0
2020-05-03	41	21	51.2	5	12.2	5	100.0
2020-05-04	41	24	58.5	5	12.2	5	100.0
2020-05-05	43	25	58.1	3	7.0	3	100.0
2020-05-06	53	31	58.5	4	7.5	4	100.0
2020-05-07	52	34	65.4	3	5.8	3	100.0
2020-05-08	53	31	58.5	4	7.5	3	75.0
2020-05-09	54	34	63.0	4	7.4	3	75.0
2020-05-10	54	36	66.7	5	9.3	3	60.0
2020-05-11	54	32	59.3	4	7.4	3	75.0
2020-05-12	54	38	70.4	4	7.4	3	75.0
2020-05-13	54	34	63.0	3	5.6	3	100.0
2020-05-14	54	35	64.8	1	1.9	1	100.0
2020-05-15	54	31	57.4	1	1.9	1	100.0
2020-05-16	54	36	66.7	1	1.9	1	100.0
2020-05-17	54	38	70.4	2	3.7	1	50.0
2020-05-18	54	37	68.5	2	3.7	0	0.0
2020-05-19	52	30	57.7	1	1.9	1	100.0
2020-05-20	54	40	74.1	1	1.9	1	100.0
2020-05-21	54	37	68.5	1	1.9	1	100.0
2020-05-22	54	30	55.6	1	1.9	1	100.0
2020-05-23	46	30	65.2	1	2.2	1	100.0
2020-05-24	46	29	63.0	1	2.2	1	100.0
2020-05-25	46	32	69.6	1	2.2	1	100.0
2020-05-26	53	37	69.8	1	1.9	1	100.0
2020-05-27	54	40	74.1	1	1.9	1	100.0
2020-05-28	54	40	74.1	1	1.9	1	100.0
2020-05-29	54	39	72.2	1	1.9	1	100.0
2020-05-30	42	31	73.8	1	2.4	1	100.0
2020-05-31	42	34	81.0	1	2.4	1	100.0
2020-06-01	42	30	71.4	1	2.4	1	100.0
2020-06-02	42	26	61.9	2	4.8	2	100.0
2020-06-03	38	28	73.7	1	2.6	1	100.0
2020-06-04	38	23	60.5	1	2.6	1	100.0
2020-06-05	38	26	68.4	1	2.6	1	100.0
2020-06-06	38	27	71.1	1	2.6	1	100.0
2020-06-07	34	24	70.6	1	2.9	1	100.0
2020-06-08	38	22	57.9	1	2.6	1	100.0
2020-06-09	38	22	57.9	1	2.6	1	100.0
2020-06-10	42	26	61.9	0	0.0	0	0
2020-06-11	38	27	71.1	0	0.0	0	0
