Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	354	264	74.6	26	7.3	22	84.6
2020-04-25	356	263	73.9	27	7.6	22	81.5
2020-04-26	351	239	68.1	26	7.4	22	84.6
2020-04-27	354	256	72.3	30	8.5	26	86.7
2020-04-28	347	244	70.3	28	8.1	26	92.9
2020-04-29	349	254	72.8	27	7.7	25	92.6
2020-04-30	329	246	74.8	29	8.8	25	86.2
2020-05-01	336	237	70.5	32	9.5	26	81.2
2020-05-02	341	231	67.7	32	9.4	28	87.5
2020-05-03	343	210	61.2	32	9.3	28	87.5
2020-05-04	345	225	65.2	32	9.3	28	87.5
2020-05-05	343	243	70.8	30	8.7	26	86.7
2020-05-06	345	243	70.4	25	7.2	24	96.0
2020-05-07	344	246	71.5	24	7.0	24	100.0
2020-05-08	347	262	75.5	21	6.1	21	100.0
2020-05-09	337	242	71.8	21	6.2	21	100.0
2020-05-10	338	232	68.6	21	6.2	21	100.0
2020-05-11	341	244	71.6	22	6.5	21	95.5
2020-05-12	329	234	71.1	20	6.1	18	90.0
2020-05-13	329	238	72.3	19	5.8	17	89.5
2020-05-14	341	263	77.1	20	5.9	17	85.0
2020-05-15	337	246	73.0	17	5.0	15	88.2
2020-05-16	354	253	71.5	15	4.2	13	86.7
2020-05-17	347	250	72.0	16	4.6	13	81.2
2020-05-18	348	243	69.8	17	4.9	14	82.4
2020-05-19	343	253	73.8	16	4.7	14	87.5
2020-05-20	345	258	74.8	15	4.3	12	80.0
2020-05-21	339	251	74.0	14	4.1	11	78.6
2020-05-22	340	250	73.5	15	4.4	12	80.0
2020-05-23	346	258	74.6	13	3.8	9	69.2
2020-05-24	345	248	71.9	15	4.3	10	66.7
2020-05-25	343	235	68.5	13	3.8	9	69.2
2020-05-26	345	252	73.0	13	3.8	11	84.6
2020-05-27	345	256	74.2	9	2.6	8	88.9
2020-05-28	341	264	77.4	9	2.6	9	100.0
2020-05-29	340	274	80.6	11	3.2	10	90.9
2020-05-30	338	262	77.5	8	2.4	6	75.0
2020-05-31	338	244	72.2	9	2.7	6	66.7
2020-06-01	332	236	71.1	9	2.7	6	66.7
2020-06-02	336	224	66.7	8	2.4	6	75.0
2020-06-03	338	245	72.5	8	2.4	6	75.0
2020-06-04	344	250	72.7	7	2.0	5	71.4
2020-06-05	343	249	72.6	7	2.0	5	71.4
2020-06-06	340	262	77.1	6	1.8	5	83.3
2020-06-07	337	239	70.9	8	2.4	5	62.5
2020-06-08	339	233	68.7	6	1.8	5	83.3
2020-06-09	341	244	71.6	5	1.5	4	80.0
2020-06-10	338	258	76.3	5	1.5	4	80.0
2020-06-11	334	254	76.0	5	1.5	4	80.0
2020-06-12	337	247	73.3	5	1.5	4	80.0
2020-06-13	336	258	76.8	4	1.2	2	50.0
2020-06-14	339	251	74.0	4	1.2	2	50.0
2020-06-15	338	237	70.1	5	1.5	3	60.0
2020-06-16	341	262	76.8	4	1.2	3	75.0
2020-06-17	344	259	75.3	3	0.9	2	66.7
2020-06-18	342	260	76.0	3	0.9	2	66.7
2020-06-19	340	263	77.4	1	0.3	1	100.0
2020-06-20	336	255	75.9	2	0.6	1	50.0
2020-06-21	335	266	79.4	2	0.6	1	50.0
2020-06-22	337	247	73.3	3	0.9	2	66.7
2020-06-23	338	257	76.0	2	0.6	1	50.0
2020-06-24	333	268	80.5	4	1.2	3	75.0
2020-06-25	378	304	80.4	4	1.1	3	75.0
2020-06-26	380	305	80.3	4	1.1	3	75.0
2020-06-27	378	305	80.7	5	1.3	3	60.0
2020-06-28	371	287	77.4	4	1.1	4	100.0
2020-06-29	392	309	78.8	4	1.0	4	100.0
2020-06-30	397	332	83.6	3	0.8	3	100.0
2020-07-01	393	332	84.5	2	0.5	2	100.0
2020-07-02	394	336	85.3	3	0.8	3	100.0
2020-07-03	393	330	84.0	3	0.8	3	100.0
2020-07-04	392	315	80.4	4	1.0	4	100.0
2020-07-05	389	296	76.1	4	1.0	4	100.0
2020-07-06	395	295	74.7	4	1.0	4	100.0
2020-07-07	391	298	76.2	5	1.3	5	100.0
2020-07-08	395	302	76.5	5	1.3	5	100.0
2020-07-09	395	317	80.3	5	1.3	5	100.0
2020-07-10	390	312	80.0	4	1.0	4	100.0
2020-07-11	393	319	81.2	5	1.3	5	100.0
2020-07-12	393	308	78.4	4	1.0	4	100.0
2020-07-13	386	305	79.0	4	1.0	4	100.0
2020-07-14	389	309	79.4	4	1.0	4	100.0
2020-07-15	402	334	83.1	3	0.7	3	100.0
2020-07-16	404	338	83.7	5	1.2	5	100.0
2020-07-17	404	331	81.9	5	1.2	5	100.0
2020-07-18	397	327	82.4	6	1.5	5	83.3
2020-07-19	397	320	80.6	4	1.0	4	100.0
2020-07-20	391	306	78.3	5	1.3	4	80.0
2020-07-21	389	324	83.3	5	1.3	4	80.0
2020-07-22	405	344	84.9	5	1.2	4	80.0
2020-07-23	402	327	81.3	5	1.2	4	80.0
2020-07-24	406	353	86.9	5	1.2	4	80.0
2020-07-25	405	343	84.7	4	1.0	4	100.0
2020-07-26	398	334	83.9	3	0.8	3	100.0
2020-07-27	397	319	80.4	5	1.3	5	100.0
2020-07-28	403	332	82.4	6	1.5	6	100.0
2020-07-29	392	331	84.4	8	2.0	8	100.0
2020-07-30	391	335	85.7	8	2.0	8	100.0
2020-07-31	389	327	84.1	7	1.8	7	100.0
2020-08-01	390	329	84.4	7	1.8	7	100.0
2020-08-02	388	316	81.4	7	1.8	7	100.0
2020-08-03	390	296	75.9	7	1.8	7	100.0
2020-08-04	402	320	79.6	4	1.0	3	75.0
2020-08-05	402	327	81.3	4	1.0	4	100.0
2020-08-06	411	336	81.8	4	1.0	3	75.0
2020-08-07	410	335	81.7	2	0.5	2	100.0
2020-08-08	407	325	79.9	3	0.7	3	100.0
2020-08-09	404	319	79.0	2	0.5	2	100.0
2020-08-10	410	317	77.3	3	0.7	3	100.0
2020-08-11	411	324	78.8	4	1.0	4	100.0
2020-08-12	423	340	80.4	3	0.7	3	100.0
2020-08-13	424	346	81.6	4	0.9	4	100.0
2020-08-14	430	353	82.1	4	0.9	4	100.0
2020-08-15	426	341	80.0	3	0.7	3	100.0
2020-08-16	423	343	81.1	4	0.9	4	100.0
2020-08-17	429	352	82.1	4	0.9	4	100.0
2020-08-18	429	346	80.7	6	1.4	6	100.0
2020-08-19	427	348	81.5	7	1.6	7	100.0
2020-08-20	427	341	79.9	7	1.6	7	100.0
2020-08-21	427	356	83.4	7	1.6	7	100.0
2020-08-22	427	359	84.1	6	1.4	6	100.0
2020-08-23	427	351	82.2	7	1.6	7	100.0
2020-08-24	414	318	76.8	7	1.7	7	100.0
2020-08-25	409	329	80.4	6	1.5	6	100.0
2020-08-26	414	322	77.8	6	1.4	6	100.0
2020-08-27	417	337	80.8	7	1.7	6	85.7
2020-08-28	427	346	81.0	7	1.6	6	85.7
2020-08-29	427	343	80.3	6	1.4	6	100.0
2020-08-30	422	335	79.4	5	1.2	5	100.0
2020-08-31	422	319	75.6	5	1.2	5	100.0
2020-09-01	427	338	79.2	5	1.2	5	100.0
2020-09-02	427	348	81.5	6	1.4	6	100.0
2020-09-03	422	343	81.3	7	1.7	7	100.0
2020-09-04	422	329	78.0	6	1.4	6	100.0
2020-09-05	419	329	78.5	6	1.4	6	100.0
2020-09-06	419	329	78.5	6	1.4	6	100.0
2020-09-07	422	320	75.8	6	1.4	6	100.0
2020-09-08	427	340	79.6	8	1.9	7	87.5
2020-09-09	427	341	79.9	9	2.1	7	77.8
2020-09-10	422	341	80.8	8	1.9	7	87.5
2020-09-11	422	344	81.5	6	1.4	4	66.7
