Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	17	12	70.6	2	11.8	1	50.0
2020-04-25	17	8	47.1	1	5.9	1	100.0
2020-04-26	18	9	50.0	1	5.6	1	100.0
2020-04-27	17	7	41.2	1	5.9	1	100.0
2020-04-28	16	9	56.2	0	0.0	0	0
2020-04-29	17	9	52.9	0	0.0	0	0
2020-04-30	17	11	64.7	0	0.0	0	0
2020-05-01	15	12	80.0	0	0.0	0	0
2020-05-02	19	11	57.9	0	0.0	0	0
2020-05-03	19	12	63.2	0	0.0	0	0
2020-05-04	19	13	68.4	0	0.0	0	0
2020-05-05	19	13	68.4	0	0.0	0	0
2020-05-06	14	10	71.4	0	0.0	0	0
2020-05-07	14	11	78.6	0	0.0	0	0
2020-05-08	15	9	60.0	0	0.0	0	0
2020-05-09	17	7	41.2	1	5.9	0	0.0
2020-05-10	9	6	66.7	1	11.1	0	0.0
2020-05-11	9	7	77.8	0	0.0	0	0
2020-05-12	17	13	76.5	0	0.0	0	0
2020-05-13	17	12	70.6	0	0.0	0	0
2020-05-14	17	10	58.8	0	0.0	0	0
2020-05-15	17	9	52.9	0	0.0	0	0
2020-05-16	17	8	47.1	1	5.9	0	0.0
2020-05-17	18	9	50.0	1	5.6	0	0.0
2020-05-18	17	10	58.8	1	5.9	0	0.0
2020-05-19	17	8	47.1	0	0.0	0	0
2020-05-20	17	8	47.1	0	0.0	0	0
2020-05-21	17	11	64.7	0	0.0	0	0
2020-05-22	17	9	52.9	1	5.9	0	0.0
2020-05-23	17	10	58.8	1	5.9	0	0.0
2020-05-24	14	7	50.0	1	7.1	0	0.0
2020-05-25	15	10	66.7	1	6.7	0	0.0
2020-05-26	15	14	93.3	1	6.7	0	0.0
2020-05-27	15	15	100.0	1	6.7	0	0.0
2020-05-28	16	12	75.0	0	0.0	0	0
2020-05-29	15	14	93.3	0	0.0	0	0
2020-05-30	16	11	68.8	1	6.2	0	0.0
2020-05-31	16	11	68.8	0	0.0	0	0
2020-06-01	17	10	58.8	0	0.0	0	0
2020-06-02	15	11	73.3	0	0.0	0	0
2020-06-03	15	11	73.3	0	0.0	0	0
2020-06-04	17	10	58.8	0	0.0	0	0
2020-06-05	17	9	52.9	1	5.9	0	0.0
2020-06-06	17	10	58.8	1	5.9	0	0.0
2020-06-07	17	13	76.5	4	23.5	0	0.0
2020-06-08	17	15	88.2	2	11.8	0	0.0
2020-06-09	17	15	88.2	3	17.6	0	0.0
2020-06-10	17	13	76.5	0	0.0	0	0
2020-06-11	17	10	58.8	0	0.0	0	0
2020-06-12	17	12	70.6	0	0.0	0	0
2020-06-13	15	13	86.7	0	0.0	0	0
2020-06-14	17	11	64.7	0	0.0	0	0
2020-06-15	17	12	70.6	0	0.0	0	0
2020-06-16	17	12	70.6	0	0.0	0	0
2020-06-17	17	12	70.6	0	0.0	0	0
2020-06-18	17	12	70.6	0	0.0	0	0
2020-06-19	17	10	58.8	0	0.0	0	0
2020-06-20	17	11	64.7	1	5.9	0	0.0
2020-06-21	17	9	52.9	1	5.9	0	0.0
2020-06-22	15	12	80.0	0	0.0	0	0
2020-06-23	15	15	100.0	0	0.0	0	0
2020-06-24	17	12	70.6	0	0.0	0	0
2020-06-25	17	10	58.8	0	0.0	0	0
2020-06-26	15	14	93.3	0	0.0	0	0
2020-06-27	17	8	47.1	0	0.0	0	0
2020-06-28	17	9	52.9	0	0.0	0	0
2020-06-29	17	12	70.6	0	0.0	0	0
2020-06-30	17	11	64.7	0	0.0	0	0
2020-07-01	17	12	70.6	0	0.0	0	0
2020-07-02	17	12	70.6	0	0.0	0	0
2020-07-03	17	10	58.8	0	0.0	0	0
2020-07-04	17	10	58.8	0	0.0	0	0
2020-07-05	21	15	71.4	0	0.0	0	0
2020-07-06	19	14	73.7	0	0.0	0	0
2020-07-07	19	8	42.1	0	0.0	0	0
2020-07-08	17	8	47.1	0	0.0	0	0
2020-07-09	17	9	52.9	0	0.0	0	0
2020-07-10	17	12	70.6	1	5.9	0	0.0
2020-07-11	17	7	41.2	0	0.0	0	0
2020-07-12	17	5	29.4	0	0.0	0	0
2020-07-13	17	7	41.2	0	0.0	0	0
2020-07-14	17	7	41.2	0	0.0	0	0
2020-07-15	17	5	29.4	0	0.0	0	0
2020-07-16	17	5	29.4	0	0.0	0	0
2020-07-17	17	6	35.3	0	0.0	0	0
2020-07-18	17	12	70.6	0	0.0	0	0
2020-07-19	17	11	64.7	0	0.0	0	0
2020-07-20	16	10	62.5	0	0.0	0	0
2020-07-21	15	10	66.7	0	0.0	0	0
2020-07-22	15	8	53.3	0	0.0	0	0
2020-07-23	15	12	80.0	0	0.0	0	0
2020-07-24	17	7	41.2	0	0.0	0	0
2020-07-25	15	7	46.7	0	0.0	0	0
2020-07-26	15	6	40.0	0	0.0	0	0
2020-07-27	15	9	60.0	2	13.3	1	50.0
2020-07-28	15	10	66.7	0	0.0	0	0
2020-07-29	15	10	66.7	0	0.0	0	0
2020-07-30	15	9	60.0	1	6.7	1	100.0
2020-07-31	15	7	46.7	0	0.0	0	0
2020-08-01	16	9	56.2	0	0.0	0	0
2020-08-02	15	8	53.3	0	0.0	0	0
2020-08-03	15	8	53.3	0	0.0	0	0
2020-08-04	15	8	53.3	0	0.0	0	0
2020-08-05	15	5	33.3	0	0.0	0	0
2020-08-06	15	8	53.3	0	0.0	0	0
2020-08-07	15	8	53.3	1	6.7	0	0.0
2020-08-08	15	7	46.7	1	6.7	0	0.0
2020-08-09	15	6	40.0	1	6.7	0	0.0
2020-08-10	15	10	66.7	0	0.0	0	0
2020-08-11	15	9	60.0	0	0.0	0	0
2020-08-12	15	10	66.7	0	0.0	0	0
2020-08-13	15	10	66.7	0	0.0	0	0
2020-08-14	15	12	80.0	0	0.0	0	0
2020-08-15	15	10	66.7	0	0.0	0	0
2020-08-16	15	9	60.0	0	0.0	0	0
2020-08-17	15	8	53.3	0	0.0	0	0
2020-08-18	15	7	46.7	0	0.0	0	0
2020-08-19	15	10	66.7	0	0.0	0	0
2020-08-20	15	9	60.0	0	0.0	0	0
2020-08-21	15	10	66.7	0	0.0	0	0
2020-08-22	15	9	60.0	0	0.0	0	0
2020-08-23	15	9	60.0	0	0.0	0	0
2020-08-24	15	9	60.0	0	0.0	0	0
2020-08-25	15	14	93.3	0	0.0	0	0
2020-08-26	15	14	93.3	0	0.0	0	0
2020-08-27	15	12	80.0	0	0.0	0	0
2020-08-28	15	13	86.7	0	0.0	0	0
2020-08-29	15	12	80.0	0	0.0	0	0
2020-08-30	15	13	86.7	0	0.0	0	0
2020-08-31	15	12	80.0	0	0.0	0	0
2020-09-01	15	13	86.7	0	0.0	0	0
2020-09-02	15	12	80.0	0	0.0	0	0
2020-09-03	15	12	80.0	0	0.0	0	0
2020-09-04	15	9	60.0	0	0.0	0	0
2020-09-05	15	9	60.0	0	0.0	0	0
2020-09-06	15	5	33.3	0	0.0	0	0
