Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	91	38	41.8	9	9.9	7	77.8
2020-04-25	92	40	43.5	7	7.6	7	100.0
2020-04-26	93	36	38.7	7	7.5	7	100.0
2020-04-27	93	36	38.7	7	7.5	7	100.0
2020-04-28	92	49	53.3	5	5.4	4	80.0
2020-04-29	94	48	51.1	6	6.4	4	66.7
2020-04-30	92	52	56.5	7	7.6	5	71.4
2020-05-01	89	45	50.6	10	11.2	6	60.0
2020-05-02	87	50	57.5	13	14.9	7	53.8
2020-05-03	87	47	54.0	13	14.9	7	53.8
2020-05-04	89	47	52.8	13	14.6	7	53.8
2020-05-05	91	49	53.8	9	9.9	9	100.0
2020-05-06	89	45	50.6	8	9.0	4	50.0
2020-05-07	93	54	58.1	5	5.4	4	80.0
2020-05-08	90	41	45.6	5	5.6	3	60.0
2020-05-09	87	45	51.7	5	5.7	3	60.0
2020-05-10	88	49	55.7	5	5.7	3	60.0
2020-05-11	91	53	58.2	3	3.3	2	66.7
2020-05-12	103	49	47.6	3	2.9	2	66.7
2020-05-13	105	56	53.3	2	1.9	2	100.0
2020-05-14	88	50	56.8	2	2.3	2	100.0
2020-05-15	91	52	57.1	2	2.2	2	100.0
2020-05-16	92	49	53.3	2	2.2	1	50.0
2020-05-17	91	48	52.7	2	2.2	1	50.0
2020-05-18	85	41	48.2	2	2.4	1	50.0
2020-05-19	83	43	51.8	2	2.4	1	50.0
2020-05-20	84	43	51.2	3	3.6	2	66.7
2020-05-21	82	46	56.1	3	3.7	2	66.7
2020-05-22	85	52	61.2	4	4.7	3	75.0
2020-05-23	85	46	54.1	3	3.5	2	66.7
2020-05-24	86	46	53.5	2	2.3	2	100.0
2020-05-25	86	37	43.0	0	0.0	0	0
2020-05-26	84	35	41.7	0	0.0	0	0
2020-05-27	87	44	50.6	0	0.0	0	0
2020-05-28	86	43	50.0	1	1.2	0	0.0
