Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	78	65	83.3	18	23.1	15	83.3
2020-04-25	78	68	87.2	20	25.6	15	75.0
2020-04-26	78	67	85.9	15	19.2	11	73.3
2020-04-27	78	67	85.9	14	17.9	11	78.6
2020-04-28	78	58	74.4	13	16.7	10	76.9
2020-04-29	78	64	82.1	20	25.6	11	55.0
2020-04-30	78	59	75.6	17	21.8	11	64.7
2020-05-01	78	63	80.8	18	23.1	12	66.7
2020-05-02	78	64	82.1	18	23.1	12	66.7
2020-05-03	78	68	87.2	16	20.5	12	75.0
2020-05-04	78	65	83.3	17	21.8	12	70.6
2020-05-05	68	52	76.5	13	19.1	9	69.2
2020-05-06	78	63	80.8	14	17.9	9	64.3
2020-05-07	78	57	73.1	13	16.7	6	46.2
2020-05-08	78	56	71.8	11	14.1	5	45.5
2020-05-09	68	51	75.0	10	14.7	4	40.0
2020-05-10	76	58	76.3	11	14.5	4	36.4
2020-05-11	78	60	76.9	10	12.8	4	40.0
2020-05-12	78	61	78.2	16	20.5	6	37.5
2020-05-13	78	61	78.2	13	16.7	4	30.8
2020-05-14	82	65	79.3	13	15.9	4	30.8
2020-05-15	82	65	79.3	11	13.4	5	45.5
2020-05-16	82	65	79.3	12	14.6	5	41.7
2020-05-17	80	59	73.8	12	15.0	6	50.0
2020-05-18	82	67	81.7	13	15.9	5	38.5
2020-05-19	82	65	79.3	10	12.2	4	40.0
2020-05-20	82	65	79.3	10	12.2	4	40.0
2020-05-21	82	62	75.6	10	12.2	4	40.0
2020-05-22	82	62	75.6	7	8.5	3	42.9
2020-05-23	82	63	76.8	6	7.3	3	50.0
2020-05-24	82	63	76.8	7	8.5	4	57.1
2020-05-25	70	50	71.4	5	7.1	3	60.0
2020-05-26	70	52	74.3	5	7.1	3	60.0
2020-05-27	70	54	77.1	5	7.1	3	60.0
2020-05-28	70	53	75.7	9	12.9	4	44.4
2020-05-29	70	53	75.7	6	8.6	3	50.0
2020-05-30	60	45	75.0	5	8.3	3	60.0
2020-05-31	70	54	77.1	6	8.6	3	50.0
2020-06-01	70	53	75.7	6	8.6	4	66.7
2020-06-02	70	54	77.1	7	10.0	3	42.9
2020-06-03	70	53	75.7	6	8.6	4	66.7
2020-06-04	70	53	75.7	5	7.1	3	60.0
2020-06-05	70	50	71.4	4	5.7	2	50.0
2020-06-06	70	48	68.6	3	4.3	2	66.7
2020-06-07	70	49	70.0	3	4.3	2	66.7
2020-06-08	70	49	70.0	4	5.7	2	50.0
2020-06-09	70	49	70.0	4	5.7	2	50.0
2020-06-10	70	49	70.0	3	4.3	2	66.7
2020-06-11	70	49	70.0	3	4.3	2	66.7
2020-06-12	70	48	68.6	3	4.3	2	66.7
2020-06-13	70	50	71.4	3	4.3	2	66.7
2020-06-14	70	48	68.6	3	4.3	2	66.7
2020-06-15	70	48	68.6	2	2.9	2	100.0
2020-06-16	70	48	68.6	2	2.9	2	100.0
2020-06-17	70	49	70.0	2	2.9	2	100.0
2020-06-18	70	55	78.6	0	0.0	0	0
2020-06-19	70	56	80.0	0	0.0	0	0
2020-06-20	70	55	78.6	0	0.0	0	0
2020-06-21	70	53	75.7	0	0.0	0	0
2020-06-22	70	52	74.3	0	0.0	0	0
2020-06-23	62	48	77.4	0	0.0	0	0
2020-06-24	62	47	75.8	1	1.6	0	0.0
2020-06-25	62	47	75.8	0	0.0	0	0
2020-06-26	62	44	71.0	0	0.0	0	0
2020-06-27	62	48	77.4	0	0.0	0	0
2020-06-28	62	50	80.6	0	0.0	0	0
2020-06-29	62	50	80.6	1	1.6	1	100.0
2020-06-30	64	50	78.1	0	0.0	0	0
2020-07-01	64	44	68.8	0	0.0	0	0
2020-07-02	70	55	78.6	0	0.0	0	0
2020-07-03	72	55	76.4	0	0.0	0	0
