Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	20	11	55.0	0	0.0	0	0
2020-04-25	20	9	45.0	0	0.0	0	0
2020-04-26	20	11	55.0	0	0.0	0	0
2020-04-27	20	9	45.0	0	0.0	0	0
2020-04-28	20	9	45.0	0	0.0	0	0
2020-04-29	20	14	70.0	0	0.0	0	0
2020-04-30	20	10	50.0	0	0.0	0	0
2020-05-01	20	11	55.0	0	0.0	0	0
2020-05-02	20	11	55.0	0	0.0	0	0
2020-05-03	20	10	50.0	0	0.0	0	0
2020-05-04	20	12	60.0	0	0.0	0	0
2020-05-05	20	9	45.0	0	0.0	0	0
2020-05-06	20	10	50.0	0	0.0	0	0
2020-05-07	28	12	42.9	0	0.0	0	0
2020-05-08	28	10	35.7	0	0.0	0	0
2020-05-09	28	10	35.7	0	0.0	0	0
2020-05-10	28	10	35.7	0	0.0	0	0
2020-05-11	28	10	35.7	0	0.0	0	0
2020-05-12	28	14	50.0	0	0.0	0	0
2020-05-13	28	11	39.3	0	0.0	0	0
2020-05-14	28	13	46.4	0	0.0	0	0
2020-05-15	28	16	57.1	0	0.0	0	0
2020-05-16	28	14	50.0	0	0.0	0	0
2020-05-17	28	16	57.1	0	0.0	0	0
2020-05-18	28	13	46.4	0	0.0	0	0
2020-05-19	28	14	50.0	0	0.0	0	0
2020-05-20	28	13	46.4	0	0.0	0	0
2020-05-21	28	14	50.0	0	0.0	0	0
2020-05-22	28	10	35.7	0	0.0	0	0
2020-05-23	28	8	28.6	0	0.0	0	0
2020-05-24	28	8	28.6	0	0.0	0	0
2020-05-25	28	13	46.4	0	0.0	0	0
2020-05-26	28	16	57.1	0	0.0	0	0
2020-05-27	36	26	72.2	0	0.0	0	0
2020-05-28	36	24	66.7	0	0.0	0	0
2020-05-29	36	28	77.8	0	0.0	0	0
2020-05-30	36	29	80.6	0	0.0	0	0
2020-05-31	36	26	72.2	0	0.0	0	0
2020-06-01	36	24	66.7	0	0.0	0	0
2020-06-02	36	28	77.8	0	0.0	0	0
2020-06-03	36	29	80.6	0	0.0	0	0
2020-06-04	36	27	75.0	0	0.0	0	0
2020-06-05	36	29	80.6	0	0.0	0	0
2020-06-06	36	29	80.6	0	0.0	0	0
2020-06-07	36	31	86.1	0	0.0	0	0
2020-06-08	38	30	78.9	0	0.0	0	0
2020-06-09	36	32	88.9	0	0.0	0	0
2020-06-10	36	30	83.3	0	0.0	0	0
2020-06-11	36	30	83.3	0	0.0	0	0
2020-06-12	36	31	86.1	0	0.0	0	0
2020-06-13	36	30	83.3	0	0.0	0	0
2020-06-14	36	30	83.3	0	0.0	0	0
2020-06-15	36	31	86.1	0	0.0	0	0
