Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2021-08-21	12	7	58.3	0	0.0	0	0
2021-04-12	20	17	85.0	3	15.0	0	0.0
2020-05-10	22	13	59.1	1	4.5	0	0.0
2021-09-11	13	13	100.0	2	15.4	0	0.0
2020-10-31	22	17	77.3	3	13.6	2	66.7
2020-07-26	22	13	59.1	0	0.0	0	0
2020-12-01	22	13	59.1	1	4.5	0	0.0
2021-03-22	20	14	70.0	3	15.0	1	33.3
2021-04-14	20	16	80.0	3	15.0	2	66.7
2020-09-27	22	13	59.1	1	4.5	0	0.0
2021-09-14	12	11	91.7	2	16.7	1	50.0
2021-05-16	19	12	63.2	2	10.5	2	100.0
2021-05-13	19	10	52.6	2	10.5	1	50.0
2020-09-25	22	12	54.5	0	0.0	0	0
2021-06-03	15	15	100.0	2	13.3	1	50.0
2020-12-09	16	16	100.0	5	31.2	1	20.0
2020-10-30	22	18	81.8	3	13.6	2	66.7
2021-04-04	17	10	58.8	4	23.5	2	50.0
2021-01-13	21	13	61.9	2	9.5	1	50.0
2021-05-10	16	14	87.5	2	12.5	2	100.0
2021-07-22	20	18	90.0	0	0.0	0	0
2021-05-20	20	13	65.0	2	10.0	2	100.0
2021-06-16	13	13	100.0	1	7.7	0	0.0
2021-02-26	20	14	70.0	2	10.0	0	0.0
2020-09-09	22	8	36.4	0	0.0	0	0
2021-01-21	21	18	85.7	3	14.3	3	100.0
2021-05-27	21	19	90.5	4	19.0	3	75.0
2021-06-18	14	13	92.9	0	0.0	0	0
2020-08-05	22	13	59.1	0	0.0	0	0
2020-07-27	22	12	54.5	0	0.0	0	0
2021-06-22	19	17	89.5	0	0.0	0	0
2020-09-04	22	11	50.0	0	0.0	0	0
2021-03-01	20	13	65.0	1	5.0	1	100.0
2021-04-15	20	19	95.0	3	15.0	2	66.7
2021-08-04	15	14	93.3	0	0.0	0	0
2021-08-27	10	10	100.0	2	20.0	0	0.0
2021-02-09	17	17	100.0	3	17.6	1	33.3
2020-05-23	22	10	45.5	0	0.0	0	0
2020-10-01	22	12	54.5	0	0.0	0	0
2020-12-27	19	14	73.7	3	15.8	1	33.3
2021-06-08	15	11	73.3	0	0.0	0	0
2021-04-28	18	16	88.9	3	16.7	3	100.0
2020-06-25	22	14	63.6	0	0.0	0	0
2021-07-21	20	18	90.0	0	0.0	0	0
2020-08-31	22	12	54.5	0	0.0	0	0
2020-06-22	0	0		0		0	0
2021-02-13	20	15	75.0	4	20.0	2	50.0
2021-09-06	15	15	100.0	2	13.3	0	0.0
2021-02-19	21	15	71.4	3	14.3	1	33.3
2021-08-18	12	7	58.3	1	8.3	1	100.0
2021-04-16	20	19	95.0	2	10.0	2	100.0
2020-09-24	22	11	50.0	0	0.0	0	0
2021-07-13	19	17	89.5	0	0.0	0	0
2021-05-22	21	8	38.1	2	9.5	2	100.0
2020-10-13	22	12	54.5	0	0.0	0	0
2020-05-31	15	8	53.3	0	0.0	0	0
2020-07-29	22	14	63.6	0	0.0	0	0
2021-08-16	15	13	86.7	1	6.7	1	100.0
2021-04-24	19	15	78.9	4	21.1	4	100.0
2021-07-12	20	16	80.0	0	0.0	0	0
2021-07-17	15	14	93.3	0	0.0	0	0
2020-07-06	22	9	40.9	0	0.0	0	0
2021-09-01	15	12	80.0	2	13.3	1	50.0
2021-05-18	20	13	65.0	2	10.0	2	100.0
2020-06-23	0	0		0		0	0
2021-01-18	21	15	71.4	4	19.0	2	50.0
2020-05-16	22	13	59.1	0	0.0	0	0
2020-04-30	22	20	90.9	1	4.5	1	100.0
2020-09-06	22	10	45.5	0	0.0	0	0
2020-06-05	22	16	72.7	0	0.0	0	0
2020-08-23	22	14	63.6	0	0.0	0	0
2021-01-23	21	17	81.0	3	14.3	3	100.0
2020-07-08	22	13	59.1	0	0.0	0	0
2020-11-04	22	13	59.1	3	13.6	2	66.7
2021-07-26	14	14	100.0	0	0.0	0	0
2020-12-12	16	15	93.8	4	25.0	1	25.0
2020-12-17	16	16	100.0	6	37.5	2	33.3
2020-11-15	14	11	78.6	2	14.3	1	50.0
2021-06-14	13	13	100.0	0	0.0	0	0
