Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	435	334	76.8	58	13.3	43	74.1
2020-04-25	426	327	76.8	52	12.2	38	73.1
2020-04-26	418	314	75.1	49	11.7	36	73.5
2020-04-27	432	344	79.6	45	10.4	32	71.1
2020-04-28	425	333	78.4	43	10.1	35	81.4
2020-04-29	438	333	76.0	40	9.1	28	70.0
2020-04-30	460	368	80.0	39	8.5	27	69.2
2020-05-01	431	349	81.0	37	8.6	25	67.6
2020-05-02	458	367	80.1	36	7.9	25	69.4
2020-05-03	460	363	78.9	30	6.5	20	66.7
2020-05-04	452	365	80.8	28	6.2	18	64.3
2020-05-05	466	370	79.4	25	5.4	20	80.0
2020-05-06	459	367	80.0	25	5.4	20	80.0
2020-05-07	467	373	79.9	28	6.0	21	75.0
2020-05-08	459	366	79.7	24	5.2	18	75.0
2020-05-09	464	366	78.9	22	4.7	19	86.4
2020-05-10	456	356	78.1	20	4.4	15	75.0
2020-05-11	450	372	82.7	25	5.6	15	60.0
2020-05-12	455	360	79.1	19	4.2	10	52.6
2020-05-13	452	371	82.1	13	2.9	9	69.2
2020-05-14	472	372	78.8	14	3.0	9	64.3
2020-05-15	465	361	77.6	9	1.9	8	88.9
2020-05-16	470	365	77.7	9	1.9	8	88.9
2020-05-17	452	355	78.5	9	2.0	8	88.9
2020-05-18	437	333	76.2	8	1.8	7	87.5
2020-05-19	459	355	77.3	8	1.7	7	87.5
2020-05-20	459	361	78.6	8	1.7	6	75.0
2020-05-21	453	366	80.8	8	1.8	6	75.0
2020-05-22	444	353	79.5	8	1.8	6	75.0
2020-05-23	431	345	80.0	8	1.9	6	75.0
2020-05-24	431	340	78.9	8	1.9	6	75.0
2020-05-25	430	329	76.5	8	1.9	6	75.0
2020-05-26	445	349	78.4	8	1.8	6	75.0
2020-05-27	476	395	83.0	7	1.5	4	57.1
2020-05-28	453	369	81.5	7	1.5	4	57.1
2020-05-29	457	359	78.6	7	1.5	4	57.1
2020-05-30	447	372	83.2	7	1.6	4	57.1
2020-05-31	452	352	77.9	7	1.5	4	57.1
2020-06-01	452	361	79.9	7	1.5	4	57.1
2020-06-02	456	373	81.8	5	1.1	3	60.0
2020-06-03	446	372	83.4	4	0.9	3	75.0
2020-06-04	450	362	80.4	4	0.9	3	75.0
2020-06-05	429	350	81.6	4	0.9	3	75.0
2020-06-06	448	373	83.3	5	1.1	4	80.0
2020-06-07	449	376	83.7	5	1.1	4	80.0
2020-06-08	463	370	79.9	4	0.9	4	100.0
2020-06-09	453	372	82.1	4	0.9	4	100.0
2020-06-10	464	360	77.6	5	1.1	4	80.0
2020-06-11	441	360	81.6	6	1.4	4	66.7
2020-06-12	462	363	78.6	6	1.3	4	66.7
2020-06-13	458	371	81.0	5	1.1	3	60.0
2020-06-14	456	368	80.7	5	1.1	4	80.0
2020-06-15	446	350	78.5	5	1.1	4	80.0
2020-06-16	455	371	81.5	6	1.3	4	66.7
2020-06-17	448	364	81.2	6	1.3	4	66.7
2020-06-18	448	373	83.3	6	1.3	3	50.0
2020-06-19	450	377	83.8	4	0.9	3	75.0
2020-06-20	444	389	87.6	4	0.9	3	75.0
2020-06-21	443	370	83.5	4	0.9	3	75.0
2020-06-22	453	370	81.7	5	1.1	3	60.0
2020-06-23	453	366	80.8	4	0.9	2	50.0
2020-06-24	464	369	79.5	4	0.9	2	50.0
2020-06-25	468	356	76.1	4	0.9	2	50.0
2020-06-26	469	367	78.3	4	0.9	2	50.0
2020-06-27	468	361	77.1	3	0.6	2	66.7
2020-06-28	459	360	78.4	4	0.9	2	50.0
2020-06-29	464	356	76.7	3	0.6	2	66.7
2020-06-30	467	346	74.1	2	0.4	1	50.0
2020-07-01	470	372	79.1	2	0.4	1	50.0
2020-07-02	467	389	83.3	5	1.1	2	40.0
2020-07-03	475	388	81.7	6	1.3	3	50.0
2020-07-04	463	373	80.6	4	0.9	2	50.0
2020-07-05	461	366	79.4	5	1.1	3	60.0
2020-07-06	457	358	78.3	4	0.9	2	50.0
2020-07-07	472	351	74.4	4	0.8	2	50.0
2020-07-08	469	363	77.4	6	1.3	2	33.3
2020-07-09	473	371	78.4	4	0.8	2	50.0
2020-07-10	462	362	78.4	5	1.1	2	40.0
2020-07-11	463	377	81.4	4	0.9	2	50.0
2020-07-12	453	364	80.4	4	0.9	1	25.0
2020-07-13	451	346	76.7	4	0.9	3	75.0
2020-07-14	454	355	78.2	3	0.7	3	100.0
2020-07-15	442	356	80.5	5	1.1	4	80.0
2020-07-16	460	369	80.2	6	1.3	3	50.0
2020-07-17	471	382	81.1	8	1.7	3	37.5
2020-07-18	465	380	81.7	7	1.5	3	42.9
2020-07-19	461	373	80.9	7	1.5	4	57.1
2020-07-20	461	372	80.7	6	1.3	4	66.7
2020-07-21	457	372	81.4	9	2.0	4	44.4
2020-07-22	486	383	78.8	8	1.6	5	62.5
