Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2021-08-21	16	12	75.0	1	6.2	1	100.0
2021-04-12	16	15	93.8	2	12.5	1	50.0
2020-05-10	27	13	48.1	2	7.4	2	100.0
2021-09-11	16	13	81.2	3	18.8	2	66.7
2020-10-31	24	18	75.0	5	20.8	5	100.0
2020-07-26	29	16	55.2	1	3.4	1	100.0
2020-12-01	15	14	93.3	5	33.3	4	80.0
2021-03-22	16	15	93.8	5	31.2	4	80.0
2021-04-14	16	15	93.8	3	18.8	1	33.3
2020-09-27	16	13	81.2	0	0.0	0	0
2021-09-14	16	15	93.8	4	25.0	3	75.0
2021-05-16	12	11	91.7	1	8.3	0	0.0
2021-05-13	14	8	57.1	2	14.3	1	50.0
2020-09-25	16	14	87.5	0	0.0	0	0
2021-06-03	19	19	100.0	1	5.3	1	100.0
2020-12-09	18	18	100.0	5	27.8	4	80.0
2020-10-30	24	18	75.0	5	20.8	4	80.0
2021-04-04	15	14	93.3	4	26.7	2	50.0
2021-01-13	12	12	100.0	3	25.0	3	100.0
2021-05-10	15	14	93.3	2	13.3	1	50.0
2021-07-22	16	14	87.5	1	6.2	1	100.0
2021-05-20	16	16	100.0	3	18.8	0	0.0
2021-06-16	14	13	92.9	1	7.1	1	100.0
2021-02-26	18	18	100.0	1	5.6	1	100.0
2020-09-09	22	9	40.9	0	0.0	0	0
2021-01-21	18	15	83.3	3	16.7	2	66.7
2021-05-27	16	16	100.0	2	12.5	1	50.0
2021-06-18	13	13	100.0	1	7.7	1	100.0
2020-08-05	22	14	63.6	1	4.5	1	100.0
2020-07-27	29	15	51.7	1	3.4	1	100.0
2021-06-22	16	16	100.0	2	12.5	2	100.0
2020-09-04	22	14	63.6	0	0.0	0	0
2021-03-01	18	17	94.4	2	11.1	1	50.0
2021-04-15	15	15	100.0	3	20.0	2	66.7
2021-08-04	16	16	100.0	1	6.2	1	100.0
2021-08-27	15	14	93.3	1	6.7	1	100.0
2021-02-09	17	17	100.0	3	17.6	3	100.0
2020-05-23	27	16	59.3	2	7.4	2	100.0
2020-10-01	16	14	87.5	0	0.0	0	0
2020-12-27	12	12	100.0	8	66.7	6	75.0
2021-06-08	16	15	93.8	1	6.2	1	100.0
2021-04-28	18	18	100.0	0	0.0	0	0
2020-06-25	30	17	56.7	2	6.7	2	100.0
2021-07-21	13	13	100.0	1	7.7	1	100.0
2020-08-31	22	9	40.9	0	0.0	0	0
2020-06-22	29	13	44.8	0	0.0	0	0
2021-02-13	16	16	100.0	2	12.5	2	100.0
2021-09-06	16	14	87.5	2	12.5	2	100.0
2021-02-19	17	17	100.0	1	5.9	1	100.0
2021-08-18	16	16	100.0	1	6.2	1	100.0
2021-04-16	16	16	100.0	2	12.5	1	50.0
2020-09-24	19	15	78.9	0	0.0	0	0
2021-07-13	16	16	100.0	1	6.2	1	100.0
2021-05-22	14	13	92.9	2	14.3	0	0.0
2020-10-13	22	20	90.9	1	4.5	1	100.0
2020-05-31	28	18	64.3	0	0.0	0	0
2020-07-29	29	17	58.6	1	3.4	1	100.0
2021-08-16	16	14	87.5	2	12.5	1	50.0
2021-04-24	18	15	83.3	0	0.0	0	0
2021-07-12	16	16	100.0	1	6.2	1	100.0
2021-07-17	16	16	100.0	1	6.2	1	100.0
2020-07-06	27	14	51.9	2	7.4	2	100.0
2021-09-01	16	16	100.0	2	12.5	2	100.0
2021-05-18	14	14	100.0	2	14.3	0	0.0
2020-06-23	29	14	48.3	0	0.0	0	0
2021-01-18	18	18	100.0	3	16.7	2	66.7
2020-05-16	29	17	58.6	2	6.9	2	100.0
2020-04-30	29	15	51.7	2	6.9	2	100.0
2020-09-06	22	15	68.2	0	0.0	0	0
2020-06-05	25	12	48.0	1	4.0	1	100.0
2020-08-23	19	13	68.4	0	0.0	0	0
2021-01-23	17	17	100.0	3	17.6	2	66.7
2020-07-08	29	13	44.8	2	6.9	2	100.0
2020-11-04	24	15	62.5	5	20.8	4	80.0
2021-07-26	16	14	87.5	1	6.2	1	100.0
2020-12-12	17	16	94.1	6	35.3	4	66.7
2020-12-17	18	17	94.4	6	33.3	5	83.3
2020-11-15	18	17	94.4	6	33.3	6	100.0
2021-06-14	14	13	92.9	1	7.1	1	100.0
2021-05-01	15	14	93.3	2	13.3	0	0.0
2020-10-18	17	16	94.1	2	11.8	2	100.0
2021-03-19	17	17	100.0	5	29.4	3	60.0
2021-04-02	16	16	100.0	4	25.0	2	50.0
2020-08-27	22	13	59.1	0	0.0	0	0
2021-08-28	16	12	75.0	1	6.2	1	100.0
2021-04-10	15	14	93.3	2	13.3	1	50.0
2021-01-10	12	11	91.7	5	41.7	4	80.0
2020-07-19	29	22	75.9	2	6.9	1	50.0
2021-08-19	16	15	93.8	1	6.2	1	100.0
2020-08-20	22	14	63.6	0	0.0	0	0
2020-09-28	16	14	87.5	0	0.0	0	0
2020-11-25	15	14	93.3	5	33.3	4	80.0
2021-02-18	18	16	88.9	1	5.6	1	100.0
2021-03-10	16	15	93.8	1	6.2	1	100.0
2021-06-28	16	14	87.5	2	12.5	2	100.0
2021-04-25	17	17	100.0	0	0.0	0	0
2021-03-24	16	16	100.0	4	25.0	4	100.0
2020-10-20	27	17	63.0	3	11.1	3	100.0
2021-09-15	14	14	100.0	3	21.4	2	66.7
2020-09-18	22	15	68.2	0	0.0	0	0
2021-03-21	17	14	82.4	5	29.4	4	80.0
2021-02-22	16	16	100.0	1	6.2	1	100.0
2021-07-05	16	13	81.2	0	0.0	0	0
2021-06-10	15	14	93.3	1	6.7	1	100.0
2020-07-23	29	18	62.1	1	3.4	1	100.0
2021-06-27	16	13	81.2	2	12.5	2	100.0
2020-07-28	29	17	58.6	1	3.4	1	100.0
2020-08-03	29	14	48.3	1	3.4	1	100.0
2021-06-21	16	16	100.0	2	12.5	2	100.0
2021-09-17	14	14	100.0	3	21.4	1	33.3
2021-02-21	16	15	93.8	1	6.2	1	100.0
2021-05-06	17	17	100.0	3	17.6	3	100.0
2020-09-08	22	8	36.4	0	0.0	0	0
2021-01-28	18	17	94.4	2	11.1	1	50.0
2020-06-17	29	19	65.5	0	0.0	0	0
2021-06-04	16	15	93.8	1	6.2	1	100.0
2020-08-17	22	16	72.7	1	4.5	0	0.0
2021-01-04	13	12	92.3	7	53.8	7	100.0
2021-05-28	16	15	93.8	1	6.2	1	100.0
2021-08-24	13	13	100.0	1	7.7	1	100.0
2021-02-05	15	13	86.7	3	20.0	3	100.0
2020-11-14	18	18	100.0	7	38.9	6	85.7
2020-07-16	29	16	55.2	2	6.9	2	100.0
2020-09-16	22	14	63.6	0	0.0	0	0
2021-08-23	16	14	87.5	1	6.2	1	100.0
2020-08-19	22	15	68.2	1	4.5	0	0.0
2020-10-02	16	15	93.8	0	0.0	0	0
2020-08-24	19	13	68.4	0	0.0	0	0
2021-09-16	14	13	92.9	3	21.4	1	33.3
2020-06-12	29	14	48.3	1	3.4	1	100.0
2021-08-09	16	13	81.2	1	6.2	1	100.0
2021-08-02	16	16	100.0	1	6.2	1	100.0
2021-04-22	19	18	94.7	2	10.5	0	0.0
2021-01-08	13	12	92.3	5	38.5	5	100.0
2020-07-25	29	16	55.2	1	3.4	1	100.0
2020-07-09	29	13	44.8	2	6.9	2	100.0
2021-04-07	15	15	100.0	3	20.0	1	33.3
2020-04-27	27	9	33.3	2	7.4	2	100.0
2020-11-13	20	18	90.0	6	30.0	4	66.7
2021-01-11	12	11	91.7	4	33.3	4	100.0
2020-08-12	22	12	54.5	1	4.5	0	0.0
2021-05-02	16	16	100.0	2	12.5	1	50.0
2021-07-10	16	13	81.2	1	6.2	1	100.0
2020-07-05	22	14	63.6	2	9.1	2	100.0
2021-06-13	13	13	100.0	1	7.7	1	100.0
2021-04-27	18	17	94.4	0	0.0	0	0
2020-11-08	25	17	68.0	7	28.0	7	100.0
2020-10-24	26	16	61.5	4	15.4	3	75.0
2021-09-13	16	16	100.0	4	25.0	3	75.0
2020-05-06	29	18	62.1	2	6.9	2	100.0
2021-01-22	17	15	88.2	2	11.8	2	100.0
2020-07-17	29	18	62.1	2	6.9	1	50.0
2021-09-02	16	16	100.0	2	12.5	2	100.0
2021-02-24	20	18	90.0	1	5.0	1	100.0
2021-05-11	14	13	92.9	2	14.3	1	50.0
2020-06-01	29	22	75.9	0	0.0	0	0
2020-09-11	22	11	50.0	0	0.0	0	0
2020-11-26	17	16	94.1	5	29.4	4	80.0
2021-08-31	16	15	93.8	2	12.5	2	100.0
2021-01-16	15	14	93.3	3	20.0	3	100.0
2020-06-29	28	17	60.7	2	7.1	2	100.0
2020-10-16	19	17	89.5	2	10.5	2	100.0
2020-11-17	20	14	70.0	6	30.0	6	100.0
2020-06-02	29	19	65.5	0	0.0	0	0
2020-05-26	27	16	59.3	1	3.7	1	100.0
2020-07-12	29	18	62.1	2	6.9	2	100.0
2020-08-06	22	15	68.2	1	4.5	1	100.0
2021-04-19	15	13	86.7	1	6.7	0	0.0
2020-08-14	22	15	68.2	1	4.5	0	0.0
2020-10-22	27	16	59.3	3	11.1	3	100.0
2020-06-07	27	14	51.9	0	0.0	0	0
2021-02-01	16	16	100.0	5	31.2	3	60.0
2021-08-07	13	13	100.0	1	7.7	1	100.0
2020-10-12	19	16	84.2	1	5.3	1	100.0
2020-11-01	24	18	75.0	5	20.8	5	100.0
2020-06-27	28	17	60.7	2	7.1	2	100.0
2020-11-09	25	17	68.0	7	28.0	5	71.4
2020-11-07	25	17	68.0	7	28.0	7	100.0
2020-06-08	29	17	58.6	0	0.0	0	0
2020-11-02	23	18	78.3	5	21.7	4	80.0
2021-03-04	16	16	100.0	1	6.2	1	100.0
2021-09-12	16	15	93.8	2	12.5	1	50.0
2021-01-14	12	11	91.7	3	25.0	3	100.0
2021-01-24	15	15	100.0	3	20.0	2	66.7
2020-08-30	16	10	62.5	0	0.0	0	0
2020-12-10	18	17	94.4	5	27.8	4	80.0
2020-06-14	29	16	55.2	0	0.0	0	0
2021-08-25	16	14	87.5	1	6.2	1	100.0
2021-05-23	13	13	100.0	2	15.4	0	0.0
2020-09-19	22	13	59.1	0	0.0	0	0
2021-01-15	13	12	92.3	3	23.1	3	100.0
2020-05-15	29	12	41.4	1	3.4	1	100.0
2021-05-05	15	15	100.0	3	20.0	3	100.0
2021-06-25	16	15	93.8	2	12.5	2	100.0
2020-11-16	20	17	85.0	6	30.0	6	100.0
2021-04-11	15	14	93.3	2	13.3	1	50.0
2021-05-30	18	18	100.0	1	5.6	1	100.0
2020-10-26	21	17	81.0	5	23.8	5	100.0
2021-05-09	17	14	82.4	2	11.8	1	50.0
2020-07-24	29	17	58.6	1	3.4	1	100.0
2021-09-05	16	14	87.5	2	12.5	2	100.0
2020-09-23	19	14	73.7	0	0.0	0	0
2021-08-13	13	12	92.3	1	7.7	1	100.0
2021-03-03	18	17	94.4	2	11.1	1	50.0
2021-04-09	16	14	87.5	2	12.5	1	50.0
2021-06-09	14	14	100.0	1	7.1	1	100.0
2021-06-17	13	13	100.0	1	7.7	1	100.0
2020-05-09	27	13	48.1	2	7.4	2	100.0
2021-06-26	16	14	87.5	2	12.5	2	100.0
2020-05-04	29	15	51.7	2	6.9	2	100.0
2020-05-11	28	13	46.4	2	7.1	2	100.0
2020-11-12	23	16	69.6	6	26.1	4	66.7
2020-05-18	29	15	51.7	2	6.9	2	100.0
2021-08-30	15	12	80.0	2	13.3	2	100.0
2021-07-16	16	12	75.0	1	6.2	1	100.0
2020-06-28	28	17	60.7	2	7.1	2	100.0
2020-11-30	15	14	93.3	5	33.3	4	80.0
2020-12-15	16	16	100.0	4	25.0	4	100.0
2020-12-13	17	16	94.1	6	35.3	5	83.3
2020-08-02	30	14	46.7	1	3.3	1	100.0
2020-05-05	29	17	58.6	3	10.3	2	66.7
2021-04-30	17	17	100.0	0	0.0	0	0
2020-05-13	29	12	41.4	2	6.9	2	100.0
2021-02-23	19	18	94.7	1	5.3	1	100.0
2021-03-08	18	16	88.9	1	5.6	1	100.0
2020-07-11	29	16	55.2	2	6.9	2	100.0
2020-12-26	13	13	100.0	8	61.5	7	87.5
2020-12-21	15	15	100.0	7	46.7	6	85.7
2021-07-03	16	13	81.2	0	0.0	0	0
2021-05-24	13	11	84.6	2	15.4	1	50.0
2021-02-07	15	13	86.7	3	20.0	3	100.0
2021-03-09	16	15	93.8	1	6.2	1	100.0
2021-08-08	13	13	100.0	1	7.7	1	100.0
2020-06-24	29	17	58.6	1	3.4	0	0.0
2021-02-15	17	17	100.0	2	11.8	2	100.0
2021-04-03	16	15	93.8	4	25.0	2	50.0
2020-07-30	29	17	58.6	1	3.4	1	100.0
2020-11-06	25	17	68.0	7	28.0	6	85.7
2021-08-12	16	16	100.0	1	6.2	0	0.0
2020-10-09	22	20	90.9	0	0.0	0	0
2021-01-06	14	13	92.9	6	42.9	6	100.0
