Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2021-08-21	14	12	85.7	0	0.0	0	0
2021-04-12	16	14	87.5	6	37.5	4	66.7
2020-05-10	35	9	25.7	6	17.1	6	100.0
2021-09-11	16	12	75.0	2	12.5	2	100.0
2020-10-31	14	10	71.4	4	28.6	3	75.0
2020-07-26	35	12	34.3	0	0.0	0	0
2020-12-01	14	10	71.4	3	21.4	0	0.0
2021-03-22	16	11	68.8	4	25.0	2	50.0
2021-04-14	16	12	75.0	6	37.5	4	66.7
2020-09-27	14	11	78.6	2	14.3	2	100.0
2021-09-14	16	14	87.5	2	12.5	2	100.0
2021-05-16	18	13	72.2	6	33.3	5	83.3
2021-05-13	16	14	87.5	8	50.0	5	62.5
2020-09-25	14	12	85.7	2	14.3	2	100.0
2021-06-03	16	15	93.8	5	31.2	4	80.0
2020-12-09	14	11	78.6	2	14.3	1	50.0
2020-10-30	14	13	92.9	4	28.6	4	100.0
2021-04-04	16	12	75.0	4	25.0	3	75.0
2021-01-13	16	14	87.5	7	43.8	3	42.9
2021-05-10	16	12	75.0	3	18.8	2	66.7
2021-07-22	14	13	92.9	0	0.0	0	0
2021-05-20	16	16	100.0	7	43.8	6	85.7
2021-06-16	16	10	62.5	3	18.8	1	33.3
2021-02-26	16	14	87.5	3	18.8	2	66.7
2020-09-09	14	8	57.1	1	7.1	1	100.0
2021-01-21	16	13	81.2	5	31.2	2	40.0
2021-05-27	16	13	81.2	6	37.5	6	100.0
2021-06-18	16	13	81.2	3	18.8	1	33.3
2020-08-05	14	7	50.0	0	0.0	0	0
2020-07-27	35	11	31.4	0	0.0	0	0
2021-06-22	16	12	75.0	1	6.2	1	100.0
2020-09-04	14	12	85.7	1	7.1	1	100.0
2021-03-01	16	15	93.8	3	18.8	2	66.7
2021-04-15	16	12	75.0	6	37.5	4	66.7
2021-08-04	14	13	92.9	0	0.0	0	0
2021-08-27	14	11	78.6	3	21.4	2	66.7
2021-02-09	16	12	75.0	4	25.0	2	50.0
2020-05-23	35	8	22.9	3	8.6	1	33.3
2020-10-01	14	11	78.6	2	14.3	2	100.0
2020-12-27	16	15	93.8	7	43.8	3	42.9
2021-06-08	16	12	75.0	3	18.8	1	33.3
2021-04-28	16	14	87.5	6	37.5	4	66.7
2020-06-25	37	15	40.5	1	2.7	1	100.0
