Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	451	279	61.9	42	9.3	39	92.9
2020-04-25	440	285	64.8	44	10.0	38	86.4
2020-04-26	442	287	64.9	47	10.6	37	78.7
2020-04-27	448	264	58.9	47	10.5	42	89.4
2020-04-28	468	286	61.1	47	10.0	40	85.1
2020-04-29	472	300	63.6	47	10.0	39	83.0
2020-04-30	472	307	65.0	47	10.0	41	87.2
2020-05-01	462	309	66.9	43	9.3	37	86.0
2020-05-02	465	302	64.9	43	9.2	34	79.1
2020-05-03	462	305	66.0	40	8.7	34	85.0
2020-05-04	466	286	61.4	40	8.6	32	80.0
2020-05-05	476	308	64.7	41	8.6	32	78.0
2020-05-06	471	306	65.0	39	8.3	32	82.1
2020-05-07	426	311	73.0	36	8.5	31	86.1
2020-05-08	470	308	65.5	34	7.2	30	88.2
2020-05-09	464	296	63.8	36	7.8	30	83.3
2020-05-10	468	282	60.3	39	8.3	31	79.5
2020-05-11	466	292	62.7	35	7.5	31	88.6
2020-05-12	471	289	61.4	33	7.0	29	87.9
2020-05-13	470	304	64.7	35	7.4	29	82.9
2020-05-14	468	312	66.7	31	6.6	26	83.9
2020-05-15	471	324	68.8	30	6.4	25	83.3
2020-05-16	463	301	65.0	30	6.5	25	83.3
2020-05-17	468	285	60.9	30	6.4	25	83.3
2020-05-18	478	284	59.4	30	6.3	24	80.0
2020-05-19	477	289	60.6	30	6.3	25	83.3
2020-05-20	476	313	65.8	27	5.7	23	85.2
2020-05-21	474	319	67.3	27	5.7	23	85.2
2020-05-22	472	286	60.6	27	5.7	23	85.2
2020-05-23	482	293	60.8	22	4.6	19	86.4
2020-05-24	473	273	57.7	22	4.7	19	86.4
2020-05-25	472	269	57.0	21	4.4	18	85.7
2020-05-26	473	287	60.7	20	4.2	16	80.0
2020-05-27	473	303	64.1	19	4.0	16	84.2
2020-05-28	474	307	64.8	19	4.0	16	84.2
2020-05-29	472	307	65.0	19	4.0	16	84.2
2020-05-30	481	303	63.0	18	3.7	16	88.9
2020-05-31	481	283	58.8	19	4.0	16	84.2
2020-06-01	477	296	62.1	19	4.0	16	84.2
2020-06-02	475	282	59.4	18	3.8	16	88.9
2020-06-03	475	300	63.2	18	3.8	16	88.9
2020-06-04	471	312	66.2	17	3.6	14	82.4
2020-06-05	468	310	66.2	17	3.6	14	82.4
2020-06-06	464	300	64.7	17	3.7	14	82.4
2020-06-07	464	277	59.7	17	3.7	14	82.4
2020-06-08	475	298	62.7	17	3.6	14	82.4
2020-06-09	473	296	62.6	17	3.6	14	82.4
2020-06-10	471	322	68.4	16	3.4	14	87.5
2020-06-11	468	310	66.2	16	3.4	13	81.2
2020-06-12	470	315	67.0	14	3.0	11	78.6
2020-06-13	467	297	63.6	13	2.8	11	84.6
2020-06-14	465	290	62.4	12	2.6	11	91.7
2020-06-15	462	291	63.0	13	2.8	11	84.6
2020-06-16	472	289	61.2	13	2.8	11	84.6
2020-06-17	469	321	68.4	13	2.8	12	92.3
2020-06-18	471	308	65.4	13	2.8	11	84.6
2020-06-19	468	303	64.7	13	2.8	11	84.6
2020-06-20	471	309	65.6	11	2.3	10	90.9
2020-06-21	469	299	63.8	11	2.3	10	90.9
2020-06-22	473	287	60.7	11	2.3	10	90.9
2020-06-23	470	305	64.9	11	2.3	9	81.8
2020-06-24	469	308	65.7	11	2.3	9	81.8
2020-06-25	469	300	64.0	12	2.6	8	66.7
2020-06-26	469	306	65.2	9	1.9	8	88.9
2020-06-27	481	326	67.8	8	1.7	8	100.0
2020-06-28	474	286	60.3	8	1.7	8	100.0
2020-06-29	471	294	62.4	8	1.7	8	100.0
2020-06-30	470	314	66.8	8	1.7	7	87.5
2020-07-01	472	317	67.2	8	1.7	6	75.0
2020-07-02	472	315	66.7	8	1.7	6	75.0
2020-07-03	472	305	64.6	8	1.7	6	75.0
2020-07-04	472	295	62.5	7	1.5	6	85.7
2020-07-05	469	276	58.8	8	1.7	6	75.0
2020-07-06	468	280	59.8	7	1.5	6	85.7
2020-07-07	472	307	65.0	6	1.3	5	83.3
2020-07-08	479	315	65.8	6	1.3	5	83.3
2020-07-09	479	317	66.2	6	1.3	4	66.7
2020-07-10	475	308	64.8	6	1.3	5	83.3
2020-07-11	475	307	64.6	6	1.3	5	83.3
2020-07-12	475	292	61.5	6	1.3	5	83.3
2020-07-13	473	301	63.6	8	1.7	5	62.5
2020-07-14	458	322	70.3	9	2.0	5	55.6
2020-07-15	462	330	71.4	8	1.7	5	62.5
2020-07-16	467	322	69.0	8	1.7	5	62.5
2020-07-17	466	340	73.0	8	1.7	5	62.5
2020-07-18	463	333	71.9	8	1.7	5	62.5
2020-07-19	461	294	63.8	8	1.7	5	62.5
2020-07-20	464	304	65.5	8	1.7	5	62.5
2020-07-21	463	319	68.9	8	1.7	4	50.0
2020-07-22	465	318	68.4	8	1.7	4	50.0
2020-07-23	464	318	68.5	7	1.5	4	57.1
2020-07-24	464	320	69.0	7	1.5	4	57.1
2020-07-25	466	316	67.8	6	1.3	4	66.7
2020-07-26	466	298	63.9	7	1.5	4	57.1
2020-07-27	458	277	60.5	7	1.5	4	57.1
2020-07-28	463	319	68.9	7	1.5	4	57.1
2020-07-29	465	315	67.7	8	1.7	4	50.0
2020-07-30	463	326	70.4	8	1.7	5	62.5
2020-07-31	461	322	69.8	8	1.7	5	62.5
2020-08-01	458	323	70.5	8	1.7	6	75.0
2020-08-02	463	307	66.3	8	1.7	6	75.0
