Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	23	13	56.5	3	13.0	3	100.0
2020-04-25	24	13	54.2	3	12.5	3	100.0
2020-04-26	24	16	66.7	3	12.5	3	100.0
2020-04-27	24	17	70.8	4	16.7	4	100.0
2020-04-28	24	17	70.8	4	16.7	4	100.0
2020-04-29	25	16	64.0	4	16.0	4	100.0
2020-04-30	25	18	72.0	4	16.0	4	100.0
2020-05-01	26	16	61.5	3	11.5	3	100.0
2020-05-02	25	17	68.0	3	12.0	3	100.0
2020-05-03	25	16	64.0	3	12.0	3	100.0
2020-05-04	24	15	62.5	3	12.5	3	100.0
2020-05-05	26	15	57.7	3	11.5	3	100.0
2020-05-06	27	13	48.1	2	7.4	0	0.0
2020-05-07	24	13	54.2	2	8.3	0	0.0
2020-05-08	24	14	58.3	2	8.3	0	0.0
2020-05-09	24	15	62.5	1	4.2	0	0.0
2020-05-10	24	12	50.0	2	8.3	1	50.0
2020-05-11	24	12	50.0	2	8.3	1	50.0
2020-05-12	24	13	54.2	2	8.3	1	50.0
2020-05-13	24	13	54.2	2	8.3	1	50.0
2020-05-14	24	14	58.3	2	8.3	1	50.0
2020-05-15	24	14	58.3	2	8.3	1	50.0
2020-05-16	24	9	37.5	2	8.3	1	50.0
2020-05-17	24	12	50.0	2	8.3	1	50.0
2020-05-18	24	14	58.3	1	4.2	0	0.0
2020-05-19	24	16	66.7	1	4.2	0	0.0
2020-05-20	24	15	62.5	0	0.0	0	0
2020-05-21	24	16	66.7	0	0.0	0	0
2020-05-22	24	17	70.8	0	0.0	0	0
2020-05-23	24	17	70.8	0	0.0	0	0
2020-05-24	24	18	75.0	0	0.0	0	0
2020-05-25	24	15	62.5	0	0.0	0	0
2020-05-26	24	14	58.3	0	0.0	0	0
2020-05-27	24	13	54.2	0	0.0	0	0
2020-05-28	24	15	62.5	0	0.0	0	0
2020-05-29	24	18	75.0	0	0.0	0	0
2020-05-30	24	13	54.2	0	0.0	0	0
2020-05-31	24	12	50.0	1	4.2	0	0.0
2020-06-01	24	12	50.0	1	4.2	0	0.0
2020-06-02	24	10	41.7	1	4.2	0	0.0
2020-06-03	24	12	50.0	1	4.2	0	0.0
2020-06-04	24	17	70.8	1	4.2	0	0.0
2020-06-05	24	14	58.3	1	4.2	0	0.0
2020-06-06	24	17	70.8	0	0.0	0	0
2020-06-07	24	17	70.8	0	0.0	0	0
2020-06-08	24	14	58.3	0	0.0	0	0
2020-06-09	24	13	54.2	0	0.0	0	0
2020-06-10	24	13	54.2	0	0.0	0	0
2020-06-11	24	15	62.5	0	0.0	0	0
2020-06-12	24	14	58.3	0	0.0	0	0
2020-06-13	24	14	58.3	0	0.0	0	0
2020-06-14	24	15	62.5	0	0.0	0	0
2020-06-15	24	17	70.8	0	0.0	0	0
2020-06-16	24	14	58.3	0	0.0	0	0
2020-06-17	24	16	66.7	0	0.0	0	0
2020-06-18	24	19	79.2	0	0.0	0	0
2020-06-19	24	16	66.7	0	0.0	0	0
2020-06-20	24	14	58.3	0	0.0	0	0
2020-06-21	24	14	58.3	0	0.0	0	0
2020-06-22	24	12	50.0	0	0.0	0	0
2020-06-23	24	12	50.0	0	0.0	0	0
2020-06-24	24	15	62.5	0	0.0	0	0
2020-06-25	24	16	66.7	0	0.0	0	0
2020-06-26	24	15	62.5	0	0.0	0	0
2020-06-27	24	18	75.0	0	0.0	0	0
2020-06-28	24	15	62.5	0	0.0	0	0
2020-06-29	24	16	66.7	0	0.0	0	0
2020-06-30	24	17	70.8	0	0.0	0	0
2020-07-01	24	18	75.0	0	0.0	0	0
2020-07-02	24	14	58.3	0	0.0	0	0
2020-07-03	24	16	66.7	0	0.0	0	0
2020-07-04	24	18	75.0	0	0.0	0	0
2020-07-05	24	18	75.0	0	0.0	0	0
2020-07-06	24	16	66.7	0	0.0	0	0
2020-07-07	24	17	70.8	0	0.0	0	0
2020-07-08	24	18	75.0	0	0.0	0	0
2020-07-09	24	15	62.5	0	0.0	0	0
2020-07-10	24	17	70.8	0	0.0	0	0
2020-07-11	24	17	70.8	0	0.0	0	0
2020-07-12	24	16	66.7	0	0.0	0	0
2020-07-13	24	18	75.0	0	0.0	0	0
2020-07-14	24	17	70.8	0	0.0	0	0
2020-07-15	24	18	75.0	0	0.0	0	0
2020-07-16	24	18	75.0	0	0.0	0	0
2020-07-17	24	12	50.0	0	0.0	0	0
2020-07-18	24	16	66.7	0	0.0	0	0
2020-07-19	24	16	66.7	0	0.0	0	0
2020-07-20	24	17	70.8	0	0.0	0	0
2020-07-21	24	16	66.7	0	0.0	0	0
2020-07-22	28	18	64.3	0	0.0	0	0
2020-07-23	28	17	60.7	0	0.0	0	0
2020-07-24	28	19	67.9	0	0.0	0	0
2020-07-25	28	19	67.9	0	0.0	0	0
2020-07-26	28	17	60.7	0	0.0	0	0
2020-07-27	28	16	57.1	0	0.0	0	0
2020-07-28	28	16	57.1	0	0.0	0	0
2020-07-29	28	18	64.3	0	0.0	0	0
2020-07-30	28	17	60.7	0	0.0	0	0
2020-07-31	22	17	77.3	0	0.0	0	0
2020-08-01	22	17	77.3	0	0.0	0	0
2020-08-02	22	14	63.6	0	0.0	0	0
2020-08-03	22	17	77.3	0	0.0	0	0
2020-08-04	22	18	81.8	0	0.0	0	0
2020-08-05	24	17	70.8	0	0.0	0	0
2020-08-06	24	14	58.3	0	0.0	0	0
2020-08-07	24	20	83.3	0	0.0	0	0
2020-08-08	24	14	58.3	0	0.0	0	0
2020-08-09	24	14	58.3	0	0.0	0	0
2020-08-10	24	13	54.2	0	0.0	0	0
2020-08-11	24	16	66.7	0	0.0	0	0
2020-08-12	24	17	70.8	0	0.0	0	0
2020-08-13	24	17	70.8	0	0.0	0	0
2020-08-14	24	18	75.0	0	0.0	0	0
2020-08-15	24	18	75.0	0	0.0	0	0
2020-08-16	24	16	66.7	0	0.0	0	0
2020-08-17	24	13	54.2	0	0.0	0	0
2020-08-18	24	19	79.2	0	0.0	0	0
2020-08-19	24	15	62.5	0	0.0	0	0
2020-08-20	24	15	62.5	0	0.0	0	0
2020-08-21	24	18	75.0	0	0.0	0	0
2020-08-22	24	16	66.7	0	0.0	0	0
2020-08-23	24	15	62.5	0	0.0	0	0
2020-08-24	24	18	75.0	0	0.0	0	0
2020-08-25	24	17	70.8	0	0.0	0	0
2020-08-26	24	19	79.2	0	0.0	0	0
2020-08-27	24	17	70.8	0	0.0	0	0
2020-08-28	24	17	70.8	0	0.0	0	0
2020-08-29	24	15	62.5	0	0.0	0	0
2020-08-30	24	14	58.3	0	0.0	0	0
2020-08-31	24	11	45.8	0	0.0	0	0
2020-09-01	24	14	58.3	0	0.0	0	0
2020-09-02	24	13	54.2	0	0.0	0	0
2020-09-03	24	17	70.8	0	0.0	0	0
2020-09-04	24	16	66.7	0	0.0	0	0
2020-09-05	24	19	79.2	0	0.0	0	0
2020-09-06	24	17	70.8	0	0.0	0	0
2020-09-07	24	16	66.7	0	0.0	0	0
2020-09-08	24	14	58.3	0	0.0	0	0
2020-09-09	24	18	75.0	0	0.0	0	0
2020-09-10	24	17	70.8	0	0.0	0	0
2020-09-11	24	21	87.5	0	0.0	0	0
2020-09-12	24	19	79.2	0	0.0	0	0
2020-09-13	24	17	70.8	0	0.0	0	0
2020-09-14	24	16	66.7	0	0.0	0	0
2020-09-15	24	16	66.7	0	0.0	0	0
2020-09-16	24	15	62.5	0	0.0	0	0
2020-09-17	24	17	70.8	0	0.0	0	0
2020-09-18	24	15	62.5	0	0.0	0	0
2020-09-19	24	15	62.5	0	0.0	0	0
2020-09-20	24	12	50.0	0	0.0	0	0
2020-09-21	24	18	75.0	0	0.0	0	0
2020-09-22	24	16	66.7	0	0.0	0	0
2020-09-23	24	13	54.2	0	0.0	0	0
2020-09-24	24	17	70.8	0	0.0	0	0
2020-09-25	24	17	70.8	0	0.0	0	0
2020-09-26	24	16	66.7	0	0.0	0	0
2020-09-27	24	16	66.7	0	0.0	0	0
2020-09-28	24	17	70.8	0	0.0	0	0
2020-09-29	24	12	50.0	0	0.0	0	0
2020-09-30	24	14	58.3	0	0.0	0	0
2020-10-01	24	13	54.2	0	0.0	0	0
2020-10-02	24	18	75.0	0	0.0	0	0
2020-10-03	24	16	66.7	0	0.0	0	0
2020-10-04	24	14	58.3	0	0.0	0	0
2020-10-05	24	18	75.0	0	0.0	0	0
2020-10-06	24	18	75.0	0	0.0	0	0
2020-10-07	24	16	66.7	0	0.0	0	0
2020-10-08	24	13	54.2	0	0.0	0	0
2020-10-09	24	13	54.2	0	0.0	0	0
2020-10-10	24	18	75.0	0	0.0	0	0
2020-10-11	24	14	58.3	0	0.0	0	0
2020-10-12	24	14	58.3	0	0.0	0	0
2020-10-13	24	18	75.0	0	0.0	0	0
2020-10-14	24	16	66.7	0	0.0	0	0
2020-10-15	24	14	58.3	0	0.0	0	0
2020-10-16	24	11	45.8	0	0.0	0	0
2020-10-17	24	16	66.7	3	12.5	0	0.0
2020-10-18	24	15	62.5	1	4.2	0	0.0
2020-10-19	24	15	62.5	1	4.2	0	0.0
2020-10-20	24	15	62.5	1	4.2	0	0.0
2020-10-21	24	14	58.3	1	4.2	0	0.0
2020-10-22	24	14	58.3	1	4.2	0	0.0
2020-10-23	24	15	62.5	1	4.2	0	0.0
2020-10-24	24	15	62.5	1	4.2	1	100.0
2020-10-25	24	15	62.5	1	4.2	1	100.0
2020-10-26	24	15	62.5	1	4.2	1	100.0
2020-10-27	20	15	75.0	1	5.0	1	100.0
2020-10-28	20	15	75.0	1	5.0	1	100.0
2020-10-29	20	15	75.0	1	5.0	1	100.0
2020-10-30	20	12	60.0	0	0.0	0	0
2020-10-31	20	14	70.0	0	0.0	0	0
2020-11-01	20	13	65.0	0	0.0	0	0
2020-11-02	22	14	63.6	1	4.5	0	0.0
2020-11-03	22	16	72.7	1	4.5	0	0.0
2020-11-04	22	15	68.2	1	4.5	0	0.0
2020-11-05	22	14	63.6	1	4.5	0	0.0
2020-11-06	22	15	68.2	1	4.5	0	0.0
2020-11-07	22	18	81.8	1	4.5	0	0.0
2020-11-08	22	17	77.3	1	4.5	0	0.0
2020-11-09	22	18	81.8	1	4.5	0	0.0
2020-11-10	22	17	77.3	3	13.6	0	0.0
2020-11-11	22	17	77.3	2	9.1	0	0.0
2020-11-12	22	16	72.7	1	4.5	0	0.0
2020-11-13	22	12	54.5	1	4.5	0	0.0
2020-11-14	22	17	77.3	2	9.1	1	50.0
2020-11-15	22	17	77.3	3	13.6	1	33.3
2020-11-16	22	18	81.8	3	13.6	1	33.3
2020-11-17	22	17	77.3	2	9.1	1	50.0
2020-11-18	22	17	77.3	1	4.5	1	100.0
2020-11-19	22	16	72.7	1	4.5	1	100.0
2020-11-20	22	15	68.2	1	4.5	1	100.0
2020-11-21	22	14	63.6	1	4.5	1	100.0
2020-11-22	22	11	50.0	1	4.5	1	100.0
2020-11-23	22	16	72.7	1	4.5	1	100.0
2020-11-24	22	18	81.8	4	18.2	1	25.0
2020-11-25	22	17	77.3	4	18.2	2	50.0
2020-11-26	22	19	86.4	4	18.2	2	50.0
2020-11-27	22	18	81.8	4	18.2	2	50.0
2020-11-28	22	18	81.8	4	18.2	2	50.0
2020-11-29	22	19	86.4	3	13.6	2	66.7
2020-11-30	22	18	81.8	3	13.6	2	66.7
2020-12-01	22	19	86.4	2	9.1	2	100.0
2020-12-02	22	19	86.4	3	13.6	2	66.7
2020-12-03	22	19	86.4	3	13.6	2	66.7
2020-12-04	22	20	90.9	3	13.6	2	66.7
2020-12-05	22	17	77.3	5	22.7	2	40.0
2020-12-06	22	18	81.8	7	31.8	2	28.6
2020-12-07	22	16	72.7	7	31.8	2	28.6
2020-12-08	22	17	77.3	7	31.8	2	28.6
2020-12-09	23	19	82.6	5	21.7	2	40.0
2020-12-10	22	17	77.3	5	22.7	1	20.0
2020-12-11	22	18	81.8	6	27.3	1	16.7
2020-12-12	20	16	80.0	6	30.0	2	33.3
2020-12-13	20	15	75.0	5	25.0	2	40.0
2020-12-14	20	16	80.0	5	25.0	3	60.0
2020-12-15	22	18	81.8	5	22.7	3	60.0
2020-12-16	20	16	80.0	4	20.0	3	75.0
2020-12-17	20	15	75.0	4	20.0	3	75.0
2020-12-18	20	15	75.0	4	20.0	2	50.0
2020-12-19	20	15	75.0	4	20.0	2	50.0
2020-12-20	20	15	75.0	4	20.0	2	50.0
2020-12-21	20	16	80.0	4	20.0	2	50.0
2020-12-22	20	14	70.0	4	20.0	2	50.0
2020-12-23	20	15	75.0	4	20.0	2	50.0
2020-12-24	20	13	65.0	3	15.0	2	66.7
2020-12-25	20	12	60.0	3	15.0	2	66.7
2020-12-26	20	14	70.0	2	10.0	1	50.0
2020-12-27	20	14	70.0	2	10.0	1	50.0
2020-12-28	20	14	70.0	2	10.0	1	50.0
2020-12-29	20	16	80.0	2	10.0	1	50.0
2020-12-30	20	14	70.0	2	10.0	1	50.0
2020-12-31	20	14	70.0	2	10.0	1	50.0
2021-01-01	20	15	75.0	2	10.0	1	50.0
2021-01-02	20	16	80.0	3	15.0	1	33.3
2021-01-03	20	14	70.0	3	15.0	1	33.3
2021-01-04	20	15	75.0	4	20.0	0	0.0
2021-01-05	20	16	80.0	4	20.0	0	0.0
2021-01-06	20	15	75.0	4	20.0	1	25.0
2021-01-07	20	13	65.0	4	20.0	0	0.0
2021-01-08	20	16	80.0	5	25.0	2	40.0
2021-01-09	20	14	70.0	5	25.0	2	40.0
2021-01-10	20	14	70.0	5	25.0	1	20.0
2021-01-11	20	15	75.0	3	15.0	1	33.3
2021-01-12	20	14	70.0	2	10.0	1	50.0
2021-01-13	20	16	80.0	3	15.0	1	33.3
2021-01-14	20	16	80.0	2	10.0	1	50.0
2021-01-15	20	16	80.0	3	15.0	1	33.3
2021-01-16	20	16	80.0	4	20.0	1	25.0
2021-01-17	20	16	80.0	5	25.0	1	20.0
2021-01-18	20	15	75.0	5	25.0	1	20.0
