Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	58	35	60.3	10	17.2	5	50.0
2020-04-25	58	32	55.2	10	17.2	7	70.0
2020-04-26	60	32	53.3	10	16.7	7	70.0
2020-04-27	58	32	55.2	10	17.2	6	60.0
2020-04-28	58	42	72.4	10	17.2	4	40.0
2020-04-29	58	39	67.2	9	15.5	4	44.4
2020-04-30	58	39	67.2	9	15.5	4	44.4
2020-05-01	58	39	67.2	8	13.8	5	62.5
2020-05-02	58	35	60.3	8	13.8	5	62.5
2020-05-03	58	34	58.6	7	12.1	4	57.1
2020-05-04	48	33	68.8	7	14.6	2	28.6
2020-05-05	48	31	64.6	9	18.8	2	22.2
2020-05-06	48	33	68.8	6	12.5	0	0.0
2020-05-07	48	34	70.8	6	12.5	1	16.7
2020-05-08	48	33	68.8	5	10.4	1	20.0
2020-05-09	48	29	60.4	6	12.5	1	16.7
2020-05-10	48	30	62.5	6	12.5	1	16.7
2020-05-11	48	34	70.8	6	12.5	1	16.7
2020-05-12	48	28	58.3	4	8.3	4	100.0
2020-05-13	48	37	77.1	4	8.3	4	100.0
2020-05-14	48	37	77.1	5	10.4	4	80.0
2020-05-15	48	36	75.0	0	0.0	0	0
2020-05-16	54	43	79.6	0	0.0	0	0
2020-05-17	54	39	72.2	0	0.0	0	0
2020-05-18	52	35	67.3	3	5.8	1	33.3
2020-05-19	53	37	69.8	3	5.7	1	33.3
2020-05-20	53	39	73.6	4	7.5	3	75.0
2020-05-21	53	37	69.8	4	7.5	3	75.0
2020-05-22	53	41	77.4	3	5.7	1	33.3
2020-05-23	53	41	77.4	3	5.7	1	33.3
2020-05-24	51	38	74.5	2	3.9	1	50.0
2020-05-25	52	35	67.3	2	3.8	0	0.0
2020-05-26	53	39	73.6	1	1.9	0	0.0
2020-05-27	54	45	83.3	1	1.9	0	0.0
2020-05-28	54	44	81.5	1	1.9	0	0.0
2020-05-29	53	40	75.5	1	1.9	0	0.0
2020-05-30	52	45	86.5	0	0.0	0	0
2020-05-31	52	43	82.7	0	0.0	0	0
2020-06-01	52	42	80.8	0	0.0	0	0
2020-06-02	52	42	80.8	0	0.0	0	0
2020-06-03	52	43	82.7	0	0.0	0	0
2020-06-04	52	42	80.8	0	0.0	0	0
2020-06-05	52	42	80.8	0	0.0	0	0
2020-06-06	52	44	84.6	0	0.0	0	0
2020-06-07	51	40	78.4	0	0.0	0	0
2020-06-08	55	40	72.7	0	0.0	0	0
2020-06-09	52	45	86.5	0	0.0	0	0
2020-06-10	52	44	84.6	0	0.0	0	0
2020-06-11	52	40	76.9	0	0.0	0	0
2020-06-12	52	35	67.3	0	0.0	0	0
2020-06-13	52	35	67.3	1	1.9	1	100.0
2020-06-14	52	35	67.3	1	1.9	1	100.0
2020-06-15	52	34	65.4	1	1.9	1	100.0
2020-06-16	52	39	75.0	1	1.9	1	100.0
2020-06-17	52	42	80.8	2	3.8	1	50.0
2020-06-18	52	39	75.0	2	3.8	1	50.0
2020-06-19	52	41	78.8	1	1.9	1	100.0
2020-06-20	52	39	75.0	0	0.0	0	0
2020-06-21	52	38	73.1	0	0.0	0	0
2020-06-22	52	33	63.5	0	0.0	0	0
2020-06-23	52	40	76.9	0	0.0	0	0
2020-06-24	52	39	75.0	0	0.0	0	0
2020-06-25	52	44	84.6	0	0.0	0	0
2020-06-26	52	44	84.6	0	0.0	0	0
2020-06-27	52	46	88.5	0	0.0	0	0
2020-06-28	52	45	86.5	0	0.0	0	0
2020-06-29	52	39	75.0	0	0.0	0	0
2020-06-30	50	42	84.0	0	0.0	0	0
2020-07-01	53	49	92.5	0	0.0	0	0
2020-07-02	52	43	82.7	0	0.0	0	0
2020-07-03	52	46	88.5	0	0.0	0	0
2020-07-04	52	44	84.6	0	0.0	0	0
2020-07-05	52	41	78.8	0	0.0	0	0
2020-07-06	52	39	75.0	0	0.0	0	0
2020-07-07	50	41	82.0	0	0.0	0	0
2020-07-08	50	41	82.0	0	0.0	0	0
2020-07-09	50	39	78.0	0	0.0	0	0
2020-07-10	52	41	78.8	0	0.0	0	0
2020-07-11	52	43	82.7	0	0.0	0	0
2020-07-12	52	42	80.8	0	0.0	0	0
2020-07-13	52	41	78.8	0	0.0	0	0
2020-07-14	52	43	82.7	0	0.0	0	0
2020-07-15	52	41	78.8	0	0.0	0	0
2020-07-16	52	42	80.8	0	0.0	0	0
2020-07-17	52	42	80.8	0	0.0	0	0
2020-07-18	52	45	86.5	0	0.0	0	0
2020-07-19	50	45	90.0	0	0.0	0	0
2020-07-20	52	48	92.3	0	0.0	0	0
2020-07-21	52	45	86.5	0	0.0	0	0
2020-07-22	52	42	80.8	0	0.0	0	0
2020-07-23	54	46	85.2	0	0.0	0	0
