Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2021-04-18	12	6	50.0	2	16.7	0	0.0
2020-04-28	18	10	55.6	1	5.6	0	0.0
2021-01-29	14	13	92.9	4	28.6	2	50.0
2021-07-02	12	6	50.0	0	0.0	0	0
2020-06-18	18	11	61.1	2	11.1	0	0.0
2021-05-06	12	9	75.0	1	8.3	1	100.0
2020-10-07	26	9	34.6	0	0.0	0	0
2020-07-01	18	9	50.0	1	5.6	0	0.0
2021-04-27	12	9	75.0	2	16.7	0	0.0
2021-03-22	12	6	50.0	1	8.3	1	100.0
2020-07-18	18	9	50.0	0	0.0	0	0
2020-09-20	26	12	46.2	0	0.0	0	0
2021-06-02	12	4	33.3	1	8.3	0	0.0
2021-04-14	14	10	71.4	3	21.4	2	66.7
2021-04-01	14	10	71.4	3	21.4	3	100.0
2021-04-16	14	8	57.1	1	7.1	0	0.0
2021-05-26	12	8	66.7	2	16.7	0	0.0
2020-05-07	18	14	77.8	0	0.0	0	0
2021-06-07	12	6	50.0	1	8.3	0	0.0
2021-03-13	14	12	85.7	4	28.6	2	50.0
2020-06-13	18	10	55.6	1	5.6	0	0.0
2020-08-29	26	4	15.4	0	0.0	0	0
2020-10-08	26	10	38.5	0	0.0	0	0
2021-03-07	14	12	85.7	4	28.6	0	0.0
2021-01-24	14	12	85.7	3	21.4	2	66.7
2021-08-23	12	7	58.3	0	0.0	0	0
2020-11-04	15	11	73.3	4	26.7	2	50.0
2021-07-28	12	5	41.7	0	0.0	0	0
2020-10-06	26	9	34.6	0	0.0	0	0
2020-08-14	26	10	38.5	1	3.8	0	0.0
2020-09-07	26	7	26.9	0	0.0	0	0
2021-05-15	12	10	83.3	2	16.7	1	50.0
2020-08-09	26	8	30.8	0	0.0	0	0
2020-07-11	18	10	55.6	1	5.6	1	100.0
2021-07-05	12	8	66.7	0	0.0	0	0
2020-10-05	26	8	30.8	0	0.0	0	0
2020-08-04	18	7	38.9	0	0.0	0	0
2020-05-29	18	10	55.6	0	0.0	0	0
2021-02-17	14	9	64.3	2	14.3	1	50.0
2020-09-05	26	7	26.9	0	0.0	0	0
2020-11-22	15	9	60.0	2	13.3	1	50.0
2020-09-12	26	9	34.6	0	0.0	0	0
2020-06-21	18	12	66.7	2	11.1	1	50.0
2021-07-16	12	7	58.3	0	0.0	0	0
2021-08-27	12	7	58.3	0	0.0	0	0
2021-07-27	12	5	41.7	0	0.0	0	0
2021-03-05	14	11	78.6	4	28.6	0	0.0
2020-11-19	15	7	46.7	1	6.7	1	100.0
2021-06-06	12	6	50.0	1	8.3	0	0.0
2020-09-19	26	8	30.8	0	0.0	0	0
2020-09-25	26	8	30.8	0	0.0	0	0
2020-05-04	18	10	55.6	0	0.0	0	0
2021-02-18	14	10	71.4	2	14.3	1	50.0
2020-08-25	26	7	26.9	0	0.0	0	0
2020-06-29	18	5	27.8	1	5.6	0	0.0
2020-06-03	18	10	55.6	0	0.0	0	0
2021-06-04	12	7	58.3	1	8.3	0	0.0
2020-07-04	18	9	50.0	2	11.1	0	0.0
2021-08-11	12	6	50.0	0	0.0	0	0
2021-02-07	12	9	75.0	2	16.7	1	50.0
2021-07-23	12	8	66.7	0	0.0	0	0
2020-05-19	18	11	61.1	0	0.0	0	0
2021-06-24	15	5	33.3	0	0.0	0	0
2021-07-25	12	8	66.7	0	0.0	0	0
2020-10-29	15	10	66.7	3	20.0	1	33.3
2020-10-10	26	9	34.6	0	0.0	0	0
2020-06-11	18	8	44.4	1	5.6	0	0.0
2021-01-03	15	8	53.3	2	13.3	2	100.0
2020-08-03	16	8	50.0	0	0.0	0	0
2020-07-02	18	9	50.0	1	5.6	0	0.0
2020-11-29	15	11	73.3	3	20.0	1	33.3
2020-08-01	16	7	43.8	0	0.0	0	0
2020-12-07	15	10	66.7	4	26.7	3	75.0
2021-04-15	14	9	64.3	1	7.1	0	0.0
2020-12-14	15	10	66.7	3	20.0	2	66.7
2021-04-19	12	6	50.0	3	25.0	0	0.0
2021-08-09	12	6	50.0	0	0.0	0	0
2021-03-24	12	6	50.0	1	8.3	1	100.0
2021-04-25	12	10	83.3	4	33.3	1	25.0
2020-06-28	18	7	38.9	1	5.6	1	100.0
2020-07-08	18	10	55.6	1	5.6	1	100.0
2020-11-08	15	10	66.7	4	26.7	2	50.0
2020-06-02	18	11	61.1	0	0.0	0	0
2021-06-27	15	5	33.3	0	0.0	0	0
2020-11-05	15	10	66.7	3	20.0	2	66.7
2020-12-12	15	10	66.7	3	20.0	2	66.7
2021-04-30	12	8	66.7	1	8.3	0	0.0
2021-04-07	14	9	64.3	4	28.6	3	75.0
2020-05-27	18	11	61.1	0	0.0	0	0
2020-08-18	26	9	34.6	0	0.0	0	0
2021-05-03	12	11	91.7	1	8.3	1	100.0
2020-08-22	26	6	23.1	0	0.0	0	0
2021-03-31	14	10	71.4	3	21.4	3	100.0
2020-09-26	26	10	38.5	0	0.0	0	0
2020-05-02	18	8	44.4	0	0.0	0	0
2021-04-23	12	9	75.0	3	25.0	0	0.0
2021-04-05	14	10	71.4	3	21.4	3	100.0
2021-03-25	14	6	42.9	0	0.0	0	0
2021-07-22	12	9	75.0	0	0.0	0	0
2021-03-12	14	12	85.7	4	28.6	2	50.0
2021-06-28	15	7	46.7	0	0.0	0	0
2021-01-02	15	8	53.3	2	13.3	2	100.0
2021-01-06	15	10	66.7	4	26.7	3	75.0
2020-04-29	18	9	50.0	1	5.6	0	0.0
2021-06-18	12	7	58.3	0	0.0	0	0
2021-04-04	14	10	71.4	3	21.4	3	100.0
2020-10-11	26	8	30.8	0	0.0	0	0
2021-01-25	14	12	85.7	3	21.4	2	66.7
2020-07-03	18	7	38.9	1	5.6	0	0.0
2021-04-22	12	11	91.7	3	25.0	0	0.0
2021-01-08	12	8	66.7	5	41.7	2	40.0
2021-04-13	14	10	71.4	4	28.6	2	50.0
2021-07-11	12	6	50.0	0	0.0	0	0
2021-04-08	14	9	64.3	4	28.6	3	75.0
2021-02-06	12	9	75.0	2	16.7	1	50.0
