#	Date	Confirmed	Deaths	Recovered	Confirmed_per_Million	Deaths_per_Million	Recovered_per_Million
-54	22.01.2020	2	0	0	0.016	0.000	0.000
-53	23.01.2020	1	0	0	0.008	0.000	0.000
-52	24.01.2020	2	0	0	0.016	0.000	0.000
-51	25.01.2020	2	0	0	0.016	0.000	0.000
-50	26.01.2020	4	0	1	0.032	0.000	0.008
-49	27.01.2020	4	0	1	0.032	0.000	0.008
-48	28.01.2020	7	0	1	0.055	0.000	0.008
-47	29.01.2020	7	0	1	0.055	0.000	0.008
-46	30.01.2020	11	0	1	0.087	0.000	0.008
-45	31.01.2020	15	0	1	0.119	0.000	0.008
-44	01.02.2020	20	0	1	0.159	0.000	0.008
-43	02.02.2020	20	0	1	0.159	0.000	0.008
-42	03.02.2020	20	0	1	0.159	0.000	0.008
-41	04.02.2020	22	0	1	0.174	0.000	0.008
-40	05.02.2020	22	0	1	0.174	0.000	0.008
-39	06.02.2020	45	0	1	0.357	0.000	0.008
-38	07.02.2020	25	0	1	0.198	0.000	0.008
-37	08.02.2020	25	0	1	0.198	0.000	0.008
-36	09.02.2020	26	0	1	0.206	0.000	0.008
-35	10.02.2020	26	0	4	0.206	0.000	0.032
-34	11.02.2020	26	0	9	0.206	0.000	0.071
-33	12.02.2020	28	0	9	0.222	0.000	0.071
-32	13.02.2020	28	1	9	0.222	0.008	0.071
-31	14.02.2020	29	1	9	0.230	0.008	0.071
-30	15.02.2020	43	1	12	0.341	0.008	0.095
-29	16.02.2020	59	1	12	0.468	0.008	0.095
-28	17.02.2020	66	1	12	0.523	0.008	0.095
-27	18.02.2020	74	1	13	0.587	0.008	0.103
-26	19.02.2020	84	1	18	0.666	0.008	0.143
-25	20.02.2020	94	1	18	0.745	0.008	0.143
-24	21.02.2020	105	1	22	0.832	0.008	0.174
-23	22.02.2020	122	1	22	0.967	0.008	0.174
-22	23.02.2020	147	1	22	1.165	0.008	0.174
-21	24.02.2020	159	1	22	1.260	0.008	0.174
-20	25.02.2020	170	1	22	1.348	0.008	0.174
-19	26.02.2020	189	2	22	1.498	0.016	0.174
-18	27.02.2020	214	4	22	1.696	0.032	0.174
-17	28.02.2020	228	4	22	1.807	0.032	0.174
-16	29.02.2020	241	5	32	1.910	0.040	0.254
-15	01.03.2020	256	6	32	2.029	0.048	0.254
-14	02.03.2020	274	6	32	2.172	0.048	0.254
-13	03.03.2020	293	6	43	2.323	0.048	0.341
-12	04.03.2020	331	6	43	2.624	0.048	0.341
-11	05.03.2020	360	6	43	2.854	0.048	0.341
-10	06.03.2020	420	6	46	3.329	0.048	0.365
-9	07.03.2020	461	6	76	3.654	0.048	0.602
-8	08.03.2020	502	6	76	3.979	0.048	0.602
-7	09.03.2020	511	10	76	4.051	0.079	0.602
-6	10.03.2020	581	10	101	4.606	0.079	0.801
-5	11.03.2020	639	15	118	5.065	0.119	0.935
-4	12.03.2020	639	16	118	5.065	0.127	0.935
-3	13.03.2020	701	19	118	5.557	0.151	0.935
-2	14.03.2020	773	22	118	6.128	0.174	0.935
-1	15.03.2020	839	22	118	6.651	0.174	0.935
0	16.03.2020	825	27	144	6.540	0.214	1.141
