#	Date	Confirmed	Deaths	Recovered	Confirmed_per_Million	Deaths_per_Million	Recovered_per_Million
-29	19.02.2020	2	2	0	0.024	0.024	0.000
-28	20.02.2020	5	2	0	0.060	0.024	0.000
-27	21.02.2020	18	4	0	0.216	0.048	0.000
-26	22.02.2020	28	5	0	0.337	0.060	0.000
-25	23.02.2020	43	8	0	0.517	0.096	0.000
-24	24.02.2020	61	12	0	0.733	0.144	0.000
-23	25.02.2020	95	16	0	1.142	0.192	0.000
-22	26.02.2020	139	19	49	1.671	0.228	0.589
-21	27.02.2020	245	26	49	2.945	0.313	0.589
-20	28.02.2020	388	34	73	4.664	0.409	0.878
-19	29.02.2020	593	43	123	7.129	0.517	1.479
-18	01.03.2020	978	54	175	11.757	0.649	2.104
-17	02.03.2020	1501	66	291	18.044	0.793	3.498
-16	03.03.2020	2336	77	291	28.082	0.926	3.498
-15	04.03.2020	2922	92	552	35.127	1.106	6.636
-14	05.03.2020	3513	107	739	42.232	1.286	8.884
-13	06.03.2020	4747	124	913	57.066	1.491	10.976
-12	07.03.2020	5823	145	1669	70.002	1.743	20.064
-11	08.03.2020	6566	194	2134	78.934	2.332	25.654
-10	09.03.2020	7161	237	2394	86.087	2.849	28.780
-9	10.03.2020	8042	291	2731	96.678	3.498	32.831
-8	11.03.2020	9000	354	2959	108.194	4.256	35.572
-7	12.03.2020	10075	429	2959	121.117	5.157	35.572
-6	13.03.2020	11364	514	2959	136.613	6.179	35.572
-5	14.03.2020	12729	611	2959	153.023	7.345	35.572
-4	15.03.2020	13938	724	4590	167.557	8.704	55.179
-3	16.03.2020	14991	853	4590	180.216	10.254	55.179
-2	17.03.2020	16169	988	5389	194.377	11.877	64.784
-1	18.03.2020	17361	1135	5389	208.707	13.644	64.784
0	19.03.2020	18407	1284	5710	221.281	15.436	68.643
