#	Date	Confirmed	Deaths	Recovered	Confirmed_per_Million	Deaths_per_Million	Recovered_per_Million
-29	19.02.2020	16	0	12	0.192	0.000	0.144
-28	20.02.2020	16	0	12	0.192	0.000	0.144
-27	21.02.2020	16	0	14	0.192	0.000	0.168
-26	22.02.2020	16	0	14	0.192	0.000	0.168
-25	23.02.2020	16	0	14	0.192	0.000	0.168
-24	24.02.2020	16	0	14	0.192	0.000	0.168
-23	25.02.2020	17	0	14	0.204	0.000	0.168
-22	26.02.2020	27	0	15	0.325	0.000	0.180
-21	27.02.2020	46	0	16	0.553	0.000	0.192
-20	28.02.2020	48	0	16	0.577	0.000	0.192
-19	29.02.2020	79	0	16	0.950	0.000	0.192
-18	01.03.2020	130	0	16	1.563	0.000	0.192
-17	02.03.2020	159	0	16	1.912	0.000	0.192
-16	03.03.2020	196	0	16	2.357	0.000	0.192
-15	04.03.2020	262	0	16	3.151	0.000	0.192
-14	05.03.2020	482	0	16	5.797	0.000	0.192
-13	06.03.2020	670	0	17	8.058	0.000	0.204
-12	07.03.2020	799	0	18	9.609	0.000	0.216
-11	08.03.2020	1040	0	18	12.508	0.000	0.216
-10	09.03.2020	1176	2	18	14.143	0.024	0.216
-9	10.03.2020	1457	2	18	17.523	0.024	0.216
-8	11.03.2020	1908	3	25	22.947	0.036	0.301
-7	12.03.2020	2078	3	25	24.991	0.036	0.301
-6	13.03.2020	3675	7	46	44.198	0.084	0.553
-5	14.03.2020	4585	9	46	55.142	0.108	0.553
-4	15.03.2020	5795	11	46	69.694	0.132	0.553
-3	16.03.2020	7272	17	67	87.457	0.204	0.806
-2	17.03.2020	9257	24	67	111.330	0.289	0.806
-1	18.03.2020	12327	28	105	148.251	0.337	1.263
0	19.03.2020	15320	44	113	184.247	0.529	1.359
