#	Date	Confirmed	Deaths	Recovered	Confirmed_per_Million	Deaths_per_Million	Recovered_per_Million
-29	19.02.2020	31	0	12	0.600	0.000	0.232
-28	20.02.2020	104	1	16	2.011	0.019	0.309
-27	21.02.2020	204	2	16	3.945	0.039	0.309
-26	22.02.2020	433	2	16	8.374	0.039	0.309
-25	23.02.2020	602	6	18	11.642	0.116	0.348
-24	24.02.2020	833	8	18	16.109	0.155	0.348
-23	25.02.2020	977	10	22	18.894	0.193	0.425
-22	26.02.2020	1261	12	22	24.386	0.232	0.425
-21	27.02.2020	1766	13	22	34.153	0.251	0.425
-20	28.02.2020	2337	13	22	45.195	0.251	0.425
-19	29.02.2020	3150	16	27	60.918	0.309	0.522
-18	01.03.2020	3736	17	30	72.250	0.329	0.580
-17	02.03.2020	4335	28	30	83.834	0.541	0.580
-16	03.03.2020	5186	28	30	100.292	0.541	0.580
-15	04.03.2020	5621	35	41	108.704	0.677	0.793
-14	05.03.2020	6088	35	41	117.736	0.677	0.793
-13	06.03.2020	6593	42	135	127.502	0.812	2.611
-12	07.03.2020	7041	44	135	136.166	0.851	2.611
-11	08.03.2020	7314	50	118	141.445	0.967	2.282
-10	09.03.2020	7478	53	118	144.617	1.025	2.282
-9	10.03.2020	7513	54	247	145.294	1.044	4.777
-8	11.03.2020	7755	60	288	149.974	1.160	5.570
-7	12.03.2020	7869	66	333	152.178	1.276	6.440
-6	13.03.2020	7979	66	510	154.306	1.276	9.863
-5	14.03.2020	8086	72	510	156.375	1.392	9.863
-4	15.03.2020	8162	75	510	157.845	1.450	9.863
-3	16.03.2020	8236	75	1137	159.276	1.450	21.988
-2	17.03.2020	8320	81	1407	160.900	1.566	27.210
-1	18.03.2020	8413	84	1540	162.699	1.624	29.782
0	19.03.2020	8565	91	1540	165.638	1.760	29.782
