#	Date	Confirmed	Deaths	Recovered	Confirmed_per_Million	Deaths_per_Million	Recovered_per_Million
-29	18.02.2020	3	0	0	0.050	0.000	0.000
-28	19.02.2020	3	0	0	0.050	0.000	0.000
-27	20.02.2020	3	0	0	0.050	0.000	0.000
-26	21.02.2020	20	1	0	0.332	0.017	0.000
-25	22.02.2020	62	2	1	1.028	0.033	0.017
-24	23.02.2020	155	3	2	2.570	0.050	0.033
-23	24.02.2020	229	7	1	3.797	0.116	0.017
-22	25.02.2020	322	10	1	5.338	0.166	0.017
-21	26.02.2020	453	12	3	7.510	0.199	0.050
-20	27.02.2020	655	17	45	10.859	0.282	0.746
-19	28.02.2020	888	21	46	14.722	0.348	0.763
-18	29.02.2020	1128	29	46	18.701	0.481	0.763
-17	01.03.2020	1694	34	83	28.085	0.564	1.376
-16	02.03.2020	2036	52	149	33.755	0.862	2.470
-15	03.03.2020	2502	79	160	41.480	1.310	2.653
-14	04.03.2020	3089	107	276	51.212	1.774	4.576
-13	05.03.2020	3858	148	414	63.961	2.454	6.864
-12	06.03.2020	4636	197	523	76.860	3.266	8.671
-11	07.03.2020	5883	233	589	97.534	3.863	9.765
-10	08.03.2020	7375	366	622	122.270	6.068	10.312
-9	09.03.2020	9172	463	724	152.062	7.676	12.003
-8	10.03.2020	10149	631	724	168.259	10.461	12.003
-7	11.03.2020	12462	827	1045	206.607	13.711	17.325
-6	12.03.2020	12462	827	1045	206.607	13.711	17.325
-5	13.03.2020	17660	1266	1439	292.784	20.989	23.857
-4	14.03.2020	21157	1441	1966	350.760	23.890	32.594
-3	15.03.2020	24747	1809	2335	410.279	29.991	38.712
-2	16.03.2020	27980	2158	2749	463.878	35.777	45.575
-1	17.03.2020	31506	2503	2941	522.336	41.497	48.759
0	18.03.2020	35713	2978	4025	592.083	49.372	66.730
