filedate	Date Cases Deaths Cases_New Deaths_New Cases_Last_Week Deaths_Last_Week Cases_Last_Week_Per_Million
2021-08-13	2021-08-12	81129	1634	35	1	1270	1	687
2021-08-14	2021-08-12	81364	1634	194	1	1504	1	814
2021-08-15	2021-08-12	81379	1634	206	1	1519	1	822
2021-08-16	2021-08-12	81379	1634	206	1	1519	1	822
2021-08-17	2021-08-12	81381	1635	206	1	1521	1	823
2021-08-18	2021-08-12	81386	1636	206	1	1520	1	822
2021-08-19	2021-08-12	81389	1636	207	1	1520	1	822
2021-08-20	2021-08-12	81388	1636	207	1	1519	1	822
2021-08-21	2021-08-12	81391	1636	207	1	1519	1	822
